CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PVEM_MORENA_PANAL,PT_PVEM_PANAL,PT_MORENA_PANAL,PT_PVEM,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
180289B0100,18,8,0,9,1,25,8,0,10,11,1,10,0,13,8,9,1,7,9,17,4,12,6,0,2,24,5,8,0,0,4,1,9,3,0
180289C0100,18,8,0,8,1,26,5,0,7,11,2,6,0,7,4,6,0,7,10,19,4,18,7,0,7,20,4,3,0,0,6,2,15,1,0
180290B0100,18,8,0,5,5,44,16,0,14,12,5,12,3,10,10,13,1,5,15,36,7,31,10,1,5,36,4,9,0,0,10,3,33,2,1
180291B0100,18,8,0,6,0,26,6,0,19,5,2,7,1,12,13,10,0,5,12,18,12,10,8,0,10,33,7,4,0,0,6,0,18,5,0
180291C0100,18,8,0,10,0,21,12,0,8,13,1,8,2,10,9,8,1,5,15,25,9,16,5,0,6,20,7,3,1,0,6,3,11,1,0
180291E0100,18,8,0,1,0,7,1,0,3,5,0,2,0,4,0,1,0,2,5,6,0,7,0,0,3,7,1,4,0,0,0,0,8,1,0
180292B0100,18,6,1,7,0,22,11,0,7,4,1,6,1,5,9,5,0,6,7,16,8,15,3,0,7,15,6,4,0,0,1,1,11,2,0
180292E0100,18,6,0,1,0,5,1,0,2,3,0,2,0,3,3,4,1,3,2,7,1,8,2,0,0,2,2,4,0,0,2,0,5,0,0
180293B0100,18,6,0,6,1,8,4,0,4,4,0,5,0,3,3,1,2,7,9,9,6,5,3,0,3,16,2,7,0,0,4,1,7,3,2
180294B0100,18,6,0,5,0,9,1,0,2,2,1,3,0,6,2,5,0,1,0,6,3,8,3,0,2,10,1,2,0,0,4,1,11,1,1
180295B0100,18,6,0,11,0,15,5,0,10,7,1,6,1,6,6,5,2,7,9,22,9,19,6,0,4,25,3,4,0,0,2,1,15,3,2
180295C0100,18,6,0,6,0,22,6,0,13,3,0,10,2,5,7,8,0,5,6,15,6,15,3,0,4,24,6,4,0,0,7,0,14,2,2
180296B0100,18,8,2,8,1,26,10,0,7,11,2,11,1,8,15,7,0,6,7,22,8,21,6,0,4,30,3,6,0,0,9,0,17,5,0
180297B0100,18,8,1,9,2,25,8,0,3,9,0,8,1,5,6,7,0,6,6,23,6,17,9,0,7,25,4,8,0,0,6,1,16,0,0
180298B0100,18,1,0,20,1,28,4,0,10,14,0,9,1,8,10,8,0,4,11,24,12,28,6,0,10,32,7,9,0,0,2,3,19,4,0
180299B0100,18,8,0,9,1,32,10,0,5,11,2,7,1,9,6,13,1,4,12,19,8,22,4,0,2,28,7,2,1,0,5,1,16,5,3
180300B0100,18,8,1,17,1,32,7,0,14,22,3,11,1,8,15,12,1,4,18,33,10,30,5,0,7,18,9,4,0,0,3,0,13,7,2
180301B0100,18,6,0,12,2,26,13,0,11,10,2,5,1,13,8,14,0,12,14,28,5,19,5,1,9,27,7,5,0,0,3,1,20,2,1
180301C0100,18,6,1,10,3,29,9,0,12,5,0,8,0,9,11,10,0,12,12,17,10,27,2,0,5,24,7,2,0,0,6,5,20,3,1
180302B0100,18,8,0,20,2,44,10,0,12,18,3,11,2,11,12,13,0,10,17,22,11,30,7,0,11,38,6,4,0,0,10,2,27,4,2
180303B0100,18,8,1,3,1,24,7,0,8,9,0,6,2,9,11,9,0,9,5,17,9,20,5,0,2,24,4,5,0,0,3,0,17,5,0
180304B0100,18,8,1,14,0,19,13,0,16,15,1,9,1,11,14,8,0,4,15,27,9,17,6,0,7,35,5,9,1,1,6,1,17,6,0
180305B0100,18,1,0,12,1,18,9,0,11,13,1,6,0,7,13,4,1,7,12,18,6,21,3,0,8,27,9,5,0,0,4,1,15,2,0
180306B0100,18,6,0,5,0,21,7,0,10,4,0,8,0,3,10,7,0,7,11,22,6,8,7,0,7,24,10,3,1,0,0,1,13,4,0
180306C0100,18,6,1,8,0,24,6,0,6,8,0,8,1,4,8,8,0,1,10,28,13,22,8,0,7,14,2,7,0,0,6,3,11,2,0
180307B0100,18,8,2,14,1,26,8,0,8,7,1,10,1,10,9,9,1,8,14,24,8,23,7,0,5,26,7,3,1,0,4,0,19,2,0
180308B0100,18,1,1,8,0,31,7,1,11,6,3,14,2,9,8,8,0,4,11,18,4,16,5,0,8,32,5,7,0,0,5,1,16,5,0
180309B0100,18,8,0,16,1,41,5,0,11,17,5,16,0,10,9,13,0,7,20,38,12,27,9,1,9,30,10,11,0,0,6,2,22,3,1
180310B0100,18,6,1,16,0,35,8,0,13,15,0,8,3,10,6,18,2,7,17,28,5,27,7,0,5,28,7,12,0,0,5,1,28,4,1
180310C0100,18,6,0,16,2,24,12,0,12,9,2,9,0,11,8,11,1,11,15,34,12,20,3,0,11,32,8,7,1,0,10,1,25,5,1
180311B0100,18,6,1,19,0,43,10,0,12,14,1,13,0,16,12,15,0,11,15,29,10,24,2,0,11,37,11,6,1,0,10,2,30,1,1
180311C0100,18,6,0,14,1,46,15,1,15,10,2,9,0,23,11,10,2,13,18,38,13,28,10,0,11,36,4,6,0,0,12,3,21,8,1
180312B0100,18,8,0,5,1,33,6,1,8,9,2,11,0,6,12,14,1,9,12,24,14,22,7,0,4,25,4,2,1,0,7,2,17,3,0
180313B0100,18,6,1,5,0,30,11,1,10,9,0,13,1,5,11,15,0,10,7,21,6,21,1,0,8,20,7,2,0,0,7,2,23,10,1
180314B0100,18,1,0,13,1,27,11,0,14,15,0,11,3,10,11,6,0,8,18,33,5,26,7,0,9,36,6,4,0,0,7,1,14,5,0
180315B0100,18,8,1,18,3,37,16,1,15,13,3,9,0,11,12,13,0,11,14,34,6,28,8,0,7,39,8,5,0,0,6,4,23,4,3
180316B0100,18,6,0,11,1,18,5,0,6,5,0,7,2,6,4,8,0,4,11,19,6,17,4,0,8,25,6,2,0,0,5,1,12,3,0
180317B0100,18,8,2,9,0,18,8,0,8,12,0,6,1,11,4,7,0,2,8,24,8,16,3,0,8,29,2,7,0,0,3,1,18,2,2
180318B0100,18,6,1,12,2,26,9,0,7,10,0,10,0,14,9,11,0,8,17,21,8,19,4,0,5,25,3,3,0,0,7,4,18,6,1
180319B0100,18,6,1,9,0,13,8,1,6,5,2,7,0,7,4,5,0,4,9,15,7,6,3,0,6,8,1,2,0,0,2,0,11,2,0
180320B0100,18,6,0,17,1,24,13,2,11,11,0,7,2,9,9,4,0,3,18,21,13,27,6,0,9,39,9,8,0,0,8,1,20,5,0
180320C0100,18,6,0,8,2,30,11,0,5,11,4,14,0,9,9,12,0,2,9,37,14,30,6,0,8,29,6,3,0,0,5,1,15,6,1
180320C0200,18,6,0,12,2,37,10,1,12,9,2,12,3,12,7,9,1,4,12,32,7,24,6,0,12,29,5,4,0,0,3,1,18,8,1
180321B0100,18,1,0,13,1,23,7,0,5,9,1,9,0,6,5,13,0,3,8,20,6,18,6,0,2,22,3,11,0,0,6,2,12,5,0
180321C0100,18,1,0,10,2,26,6,0,12,5,0,6,0,10,10,7,0,8,12,18,4,18,3,0,7,24,3,3,0,0,6,3,14,2,0
180322B0100,18,6,0,10,1,25,8,0,5,15,0,2,3,5,12,6,2,11,15,23,11,23,8,0,6,24,5,6,0,0,8,1,13,1,0
180322C0100,18,6,0,16,2,28,9,0,9,13,1,7,0,14,3,9,0,5,9,17,6,17,1,0,3,23,4,6,0,0,5,2,23,3,0
180323B0100,18,6,3,17,0,39,13,0,15,21,3,10,1,6,13,16,0,6,19,26,9,37,10,0,12,37,8,5,0,0,14,2,21,4,1
180323C0100,18,6,1,17,2,48,9,0,18,15,2,12,1,13,13,17,0,10,12,32,15,25,8,0,11,37,9,9,0,0,7,0,27,4,0
180324B0100,18,1,1,7,1,15,12,0,7,12,1,5,0,5,3,5,0,3,11,14,10,18,5,0,4,24,6,2,0,0,3,4,14,3,0
180324C0100,18,1,1,9,2,13,8,0,8,9,0,7,0,11,7,11,0,6,6,19,8,17,3,0,7,23,3,4,0,0,2,4,12,1,0
180325B0100,18,1,0,12,1,19,9,0,9,8,1,7,1,9,6,11,1,7,12,20,4,17,3,0,5,32,5,5,0,0,4,0,14,3,0
180326B0100,18,1,1,23,2,30,11,0,15,17,1,15,1,12,13,13,0,7,20,33,13,29,4,0,8,25,10,6,0,0,6,5,26,8,1
180327B0100,18,6,0,6,1,16,8,0,2,6,3,6,0,4,11,3,3,3,8,14,7,16,4,0,5,22,9,6,1,0,10,2,10,6,0
180327C0100,18,6,0,1,0,27,4,0,6,8,1,6,0,12,10,9,0,9,11,17,9,15,6,0,4,25,7,2,0,0,4,4,9,7,0
180328B0100,18,1,0,5,0,24,8,0,9,9,0,7,0,12,3,7,0,5,8,24,2,16,2,1,4,26,3,5,0,0,6,2,14,2,1
180328C0100,18,1,0,15,1,23,9,1,12,13,1,5,2,9,18,3,1,7,13,23,4,18,4,0,10,24,5,4,0,0,5,2,13,2,1
180329B0100,18,1,0,3,0,17,5,0,7,14,1,6,0,13,10,6,1,9,9,9,8,20,5,0,8,16,2,4,0,0,4,0,9,2,1
180329C0100,18,1,1,9,2,21,6,0,15,9,0,11,1,5,5,8,1,2,5,21,4,15,2,0,4,21,6,12,0,0,1,0,12,6,2
180330B0100,18,1,1,5,0,18,7,0,11,9,0,6,1,11,10,10,0,6,11,13,3,19,2,0,5,24,3,6,0,0,5,0,12,4,1
180331B0100,18,6,1,14,1,31,11,0,9,7,0,9,1,7,6,10,0,6,11,15,10,15,2,0,7,14,7,1,0,0,3,2,19,2,2
180331C0100,18,6,3,9,0,21,6,1,7,9,2,12,3,4,5,8,1,6,11,25,8,18,4,2,9,23,5,3,0,0,3,0,15,4,1
180332B0100,18,6,1,3,0,7,5,0,2,4,0,2,0,2,7,2,0,2,3,10,0,6,2,0,1,8,0,4,0,0,1,0,8,0,1
180333B0100,18,6,1,13,2,30,11,0,12,19,2,8,2,8,10,13,2,7,15,22,9,26,6,0,5,27,4,10,0,0,8,0,22,5,0
180333C0100,18,6,0,8,1,37,17,0,9,20,1,12,3,10,8,9,0,9,7,30,11,21,8,0,10,26,3,9,0,0,4,2,17,4,2
180334B0100,18,6,0,8,0,9,5,0,8,3,1,8,0,5,3,4,0,4,6,14,6,9,3,0,2,11,2,2,0,0,2,0,5,5,0
180334E0100,18,6,0,8,1,4,1,0,2,2,0,3,0,4,1,1,0,2,7,9,1,5,3,0,2,10,0,0,0,0,1,1,3,4,0
180335B0100,18,6,0,3,0,10,3,0,6,4,0,1,0,3,4,6,0,1,5,12,3,10,1,0,0,14,1,1,0,0,2,0,5,0,1
180336B0100,18,6,0,6,0,11,7,0,11,7,0,6,0,7,4,5,1,4,9,15,4,21,8,0,9,25,2,4,0,0,8,2,15,3,1
180337B0100,18,8,1,22,4,32,14,0,16,16,2,11,1,15,18,22,1,7,9,28,9,29,8,1,10,35,7,6,1,1,1,0,26,9,3
180338B0100,18,8,0,5,1,22,3,1,9,13,2,8,2,19,8,7,0,9,10,11,4,27,2,0,7,24,8,7,0,0,5,3,21,2,2
180339B0100,18,6,0,5,0,11,3,0,4,7,0,1,0,3,3,5,0,1,4,6,2,5,0,0,0,12,2,1,0,0,1,2,7,0,0
180340B0100,18,6,0,4,0,20,11,0,10,8,1,4,0,10,11,5,0,2,6,19,8,13,4,0,3,14,2,3,0,0,0,1,13,1,0
180341B0100,18,6,0,21,2,40,9,1,9,15,1,7,2,16,9,10,0,7,16,28,7,33,5,0,8,26,12,7,1,0,9,0,19,1,0
180342B0100,18,6,0,9,1,13,3,0,6,9,0,2,1,6,4,6,0,7,8,14,2,14,1,0,5,14,7,3,0,0,2,1,5,2,0
180343B0100,18,6,0,10,0,27,4,0,8,3,0,4,1,8,3,11,1,5,5,16,9,25,4,0,7,10,7,5,0,0,1,2,12,1,1
180343C0100,18,6,1,6,1,26,3,1,8,6,3,6,0,9,8,13,0,5,12,18,8,18,9,0,5,20,6,6,0,0,3,3,13,5,0
180344B0100,18,6,0,14,1,18,11,0,7,11,0,7,0,8,11,11,2,5,4,25,6,23,7,0,6,25,5,5,0,0,5,1,15,0,0
180345B0100,18,6,1,7,0,21,9,2,4,11,0,6,0,6,7,9,0,7,5,14,3,16,2,0,5,16,7,3,0,0,2,0,21,2,1
180346B0100,18,6,2,8,1,18,5,0,10,5,0,6,0,6,10,8,2,4,6,16,8,7,1,0,2,23,4,6,0,0,6,0,18,2,0
180346E0100,18,6,2,6,0,5,3,0,12,6,0,7,0,5,5,2,0,5,5,14,6,14,4,0,5,14,4,6,0,0,0,2,9,3,0
180347B0100,18,6,1,10,2,38,13,0,14,12,0,3,1,9,9,14,0,4,12,21,13,24,4,0,7,31,1,3,0,0,6,3,19,3,0
180347C0100,18,6,0,8,0,29,10,0,15,14,3,11,0,10,5,7,1,4,5,17,14,25,3,0,6,17,5,7,0,0,5,0,18,4,2
180347C0200,18,6,1,9,0,39,8,0,7,14,0,9,1,7,6,5,0,9,10,22,9,16,2,0,4,27,9,4,2,0,6,0,20,2,1
180348B0100,18,6,1,13,0,21,7,0,10,15,3,13,0,8,9,10,0,3,16,26,9,27,11,0,8,28,3,4,0,0,2,1,26,7,3
180348C0100,18,6,0,13,0,24,10,0,10,19,0,7,0,12,10,14,0,5,11,32,10,30,6,0,6,16,7,3,0,0,5,5,23,1,0
180348C0200,18,6,1,3,3,28,13,1,14,11,1,11,2,13,8,9,0,8,13,32,8,20,4,0,6,25,7,6,0,0,5,5,22,7,0
180349B0100,18,6,0,12,1,20,6,0,9,11,3,8,2,11,12,9,0,7,9,16,3,12,1,0,10,24,9,10,0,0,4,1,11,7,2
180349C0100,18,6,0,13,0,31,5,0,7,13,0,8,1,9,9,10,0,3,12,20,9,16,5,0,8,20,5,3,0,0,6,0,12,3,2
180350B0100,18,1,0,8,0,32,7,0,9,13,0,7,0,18,6,4,0,9,16,16,7,20,6,0,5,19,7,7,0,0,9,2,17,2,1
180350C0100,18,1,0,15,2,31,9,0,7,9,1,8,1,13,7,7,2,5,18,19,10,12,10,0,3,28,7,10,0,0,3,4,15,1,1
180350S0100,18,1,5,27,5,51,19,0,29,26,0,20,1,18,14,25,1,11,37,60,25,58,14,1,12,69,17,10,0,0,20,6,37,9,2
180351B0100,18,8,1,6,1,12,11,0,6,7,0,10,0,6,8,8,1,4,8,17,10,11,5,0,11,16,5,0,0,0,7,2,11,0,1
180351C0100,18,8,1,8,0,14,4,0,6,6,2,10,2,9,7,7,0,5,9,16,7,12,6,0,4,27,6,3,0,0,5,0,17,2,0
180352B0100,18,8,1,11,5,13,10,0,11,20,1,14,0,15,5,11,2,8,15,26,7,27,9,0,9,29,4,7,0,0,5,4,19,4,0
180352C0100,18,8,1,14,2,34,6,0,8,12,3,9,0,15,7,15,0,10,9,22,5,22,13,0,7,26,6,7,1,0,9,1,16,3,2
180352C0200,18,8,1,14,3,31,6,0,11,15,1,10,0,10,7,11,0,4,6,24,7,31,3,0,6,28,10,9,0,0,4,2,21,3,1
180353B0100,18,6,2,7,1,15,7,0,12,10,2,4,0,13,15,5,0,4,9,24,4,21,4,0,3,18,3,3,0,0,3,1,11,2,0
180354B0100,18,6,1,8,0,16,3,0,9,7,1,9,1,7,2,10,0,4,9,10,9,14,5,1,5,15,3,2,0,0,0,1,6,0,1
180355B0100,18,6,0,4,1,10,5,0,5,5,1,3,0,7,9,7,0,2,5,10,5,10,5,0,6,10,3,2,0,0,3,0,3,1,0
180356B0100,18,8,2,8,1,21,12,0,12,11,0,10,0,3,5,9,0,4,5,17,6,19,4,0,9,16,4,2,0,0,3,0,14,1,1
180356C0100,18,8,0,5,0,18,2,0,8,13,3,4,3,7,8,10,0,6,12,24,5,10,3,0,7,18,5,2,0,1,9,0,11,1,0
180357B0100,18,8,0,12,0,42,8,0,21,11,0,11,0,12,13,9,1,4,15,29,8,29,7,0,9,31,4,5,0,0,9,0,18,4,0
180358B0100,18,6,0,5,0,19,6,0,8,5,1,4,0,7,10,12,0,10,8,15,7,9,6,0,5,17,6,1,0,0,2,0,15,3,0
180359B0100,18,8,0,13,1,23,9,0,11,14,0,14,0,13,13,19,0,6,9,33,18,40,5,0,10,29,9,8,0,0,5,4,21,2,0
180360B0100,18,8,1,21,3,49,18,1,7,19,0,12,1,13,6,12,0,4,15,26,22,34,13,0,5,40,6,10,0,0,7,1,14,3,0
180361B0100,18,8,1,13,1,19,6,0,15,6,0,4,0,13,6,10,0,7,7,14,6,19,6,0,6,30,8,2,1,0,8,0,20,4,1
180361C0100,18,8,0,12,0,25,12,0,7,9,2,7,0,9,8,12,1,8,6,21,9,17,5,1,5,23,3,2,0,0,6,1,20,6,0
180362B0100,18,6,0,5,1,10,7,1,6,5,2,5,0,8,5,9,1,3,3,16,6,8,4,0,1,18,9,2,0,0,3,0,9,3,1
180364B0100,18,6,0,3,0,6,3,0,3,2,0,3,0,1,0,3,0,2,2,5,6,7,1,0,1,4,2,1,0,0,2,0,5,0,1
180365B0100,18,6,1,4,1,21,9,0,17,11,0,9,0,7,6,4,1,2,8,16,5,15,4,0,7,19,4,6,0,1,6,0,12,4,1
180366B0100,18,6,1,11,1,28,13,1,11,15,0,10,0,5,10,8,1,9,14,29,11,35,8,0,7,35,4,11,0,1,7,0,13,5,1
180367B0100,18,6,0,12,0,27,9,0,12,9,2,8,1,6,11,5,3,9,13,37,3,28,8,0,4,31,9,4,0,0,5,2,19,3,0
180367C0100,18,6,0,8,2,33,7,0,9,6,1,13,0,11,11,11,1,6,16,22,17,26,3,0,11,30,8,8,0,0,10,1,14,2,0
180368B0100,18,6,0,6,2,13,14,1,7,11,0,4,1,3,3,7,0,3,14,13,8,16,4,0,4,25,5,6,0,0,6,1,26,4,0
180369B0100,18,8,1,10,1,23,10,0,11,14,0,12,1,7,7,7,0,5,13,21,7,22,4,0,10,26,6,2,0,0,4,2,7,2,0
180370B0100,18,8,1,10,0,38,14,0,13,5,2,8,1,9,2,10,0,5,11,20,11,18,5,0,5,20,3,5,0,0,5,4,10,4,0
180372B0100,18,6,0,5,0,13,9,0,10,3,1,6,1,5,3,8,1,6,5,10,5,8,1,0,5,11,4,1,1,0,2,0,8,1,0
180373B0100,18,6,0,7,2,18,5,0,7,4,2,10,0,5,12,12,1,3,4,23,6,15,4,0,8,18,2,3,0,0,4,1,12,2,1
180374B0100,18,6,0,4,0,7,3,0,6,5,0,4,0,3,4,3,0,0,7,11,4,5,1,0,2,9,1,0,0,0,4,1,5,0,0
180375B0100,18,6,0,1,0,8,1,0,3,4,0,2,0,0,2,4,0,1,3,7,1,6,1,0,4,9,2,3,0,0,3,0,6,2,0
180376B0100,18,6,0,13,0,37,9,0,13,8,2,5,0,12,10,8,0,7,14,36,7,30,13,1,9,38,11,6,0,0,8,5,22,6,0
180376C0100,18,6,0,14,1,31,6,0,9,13,0,13,1,6,11,12,0,6,10,31,10,28,11,0,8,25,4,6,1,0,4,0,11,4,2
180378B0100,18,6,0,2,0,13,4,0,5,3,0,3,0,3,5,3,0,2,7,12,3,7,4,0,2,11,4,0,0,0,5,0,9,1,0
180378E0100,18,6,0,2,0,5,2,0,0,1,0,1,0,0,1,0,0,1,2,2,2,2,3,0,1,2,0,0,0,0,2,2,3,0,0
180380B0100,18,6,0,6,2,11,6,0,3,2,1,3,1,2,1,1,0,3,7,9,2,10,5,0,1,7,1,4,0,0,2,1,7,0,0
180381B0100,18,6,0,5,0,5,3,0,4,2,0,2,2,2,3,3,0,2,2,9,0,8,2,0,4,8,1,0,0,0,1,1,7,1,1
180382B0100,18,8,0,12,2,33,8,0,13,12,1,11,1,11,8,13,0,10,10,22,11,22,8,1,9,30,7,10,1,0,9,1,16,3,2
180382C0100,18,8,1,12,3,22,11,0,10,13,1,14,1,7,15,11,2,7,11,18,6,27,6,0,9,33,6,4,0,0,3,2,19,1,0
180383B0100,18,6,1,10,2,26,7,0,18,4,1,6,1,13,5,7,1,6,15,25,9,9,6,0,5,20,4,3,0,0,8,1,12,5,2
180383C0100,18,6,1,5,1,19,7,0,10,9,2,6,0,12,4,9,0,1,10,18,8,25,4,0,7,25,11,4,0,0,5,1,14,2,0
180384B0100,18,6,0,6,1,16,7,1,6,9,1,8,1,12,5,7,1,2,10,17,8,10,5,0,2,23,4,7,0,0,5,1,9,3,0
180385B0100,18,6,0,6,0,23,9,0,10,4,0,5,2,11,13,8,0,6,9,12,3,16,3,0,8,20,4,5,0,0,6,2,13,1,0
180385C0100,18,6,0,8,1,23,8,1,15,12,3,6,0,5,8,9,2,7,10,16,4,25,5,0,6,24,7,4,0,0,5,1,12,3,1
180386B0100,18,8,0,15,2,24,8,0,5,21,0,9,0,10,12,22,0,9,15,26,9,26,9,0,6,27,8,8,0,0,9,0,21,4,1
180386C0100,18,8,1,16,3,26,9,0,9,10,1,5,0,9,12,8,1,9,20,26,10,32,8,1,9,39,6,6,0,1,5,1,22,9,1
180387B0100,18,6,1,11,0,19,6,0,10,17,3,11,0,9,11,8,2,6,6,22,5,18,6,0,4,22,3,4,1,0,5,1,13,5,0
180387C0100,18,6,1,9,3,21,9,0,8,14,2,5,0,12,7,3,1,4,17,15,7,20,7,1,4,28,5,10,2,0,5,0,16,1,0
180388B0100,18,8,1,9,0,35,11,0,9,21,2,13,2,13,14,12,2,7,14,17,13,23,6,0,14,38,2,3,0,0,7,1,14,7,0
180389B0100,18,8,1,18,0,38,17,2,16,16,0,10,0,12,7,8,0,10,13,25,5,35,5,0,9,34,8,8,0,0,6,2,24,6,1
180390B0100,18,6,0,10,1,24,9,1,12,10,1,18,1,10,8,15,1,5,8,28,7,23,5,0,3,19,8,5,0,0,10,2,13,4,1
180390C0100,18,6,2,9,0,17,7,1,12,10,2,13,0,12,9,5,0,7,10,26,8,25,9,0,5,25,10,10,0,0,5,2,12,1,1
180391B0100,18,6,0,11,2,18,4,0,4,9,1,4,0,4,2,5,0,1,8,11,9,12,3,0,2,19,1,4,0,0,3,1,8,0,0
180392B0100,18,8,0,13,1,37,12,0,16,15,1,10,0,12,15,16,2,5,13,33,15,29,5,1,11,31,7,5,0,0,9,1,22,1,2
180393B0100,18,8,1,6,1,33,5,0,6,7,1,9,1,4,11,9,2,3,11,29,10,19,11,2,5,28,6,5,1,0,5,1,12,2,0
180394B0100,18,6,0,4,3,14,2,0,5,8,0,7,0,4,5,7,1,3,1,21,3,16,0,0,6,16,1,1,0,0,1,1,11,1,0
180395B0100,18,6,1,10,0,27,9,0,6,15,3,8,0,9,5,13,1,7,18,25,7,19,2,0,3,28,9,3,0,0,2,2,12,1,0
180395C0100,18,6,0,8,1,20,5,0,9,9,0,7,0,9,7,14,0,9,10,22,8,13,1,0,6,20,8,8,0,0,6,2,14,1,2
180396B0100,18,6,0,4,0,10,5,1,5,7,0,2,0,6,4,4,0,3,2,9,6,8,3,0,3,15,4,4,0,0,3,0,9,1,1
180396E0100,18,6,0,1,0,2,1,0,2,2,0,1,0,0,0,1,0,2,1,4,0,3,2,0,2,4,1,1,0,0,1,0,3,0,0
180398B0100,18,3,0,8,0,20,7,0,12,4,1,8,1,1,6,5,2,7,12,15,11,15,1,0,2,24,2,4,1,0,6,0,12,5,3
180398C0100,18,3,1,15,1,17,7,0,9,10,2,11,0,7,4,6,0,8,15,22,6,20,3,0,4,25,3,4,0,0,5,4,11,1,2
180399B0100,18,3,0,7,0,19,11,0,4,10,0,8,0,4,3,8,0,3,11,25,4,21,6,0,6,21,4,6,0,0,5,5,15,3,1
180399C0100,18,3,0,5,1,20,6,0,6,5,0,3,3,7,7,5,0,5,12,16,8,15,5,0,2,22,3,4,0,0,7,1,16,3,0
180400B0100,18,5,1,14,0,17,5,0,8,9,0,7,1,8,5,8,0,4,8,17,6,15,3,0,2,24,4,4,0,0,4,1,15,0,0
180400C0100,18,5,1,7,1,26,5,0,15,10,3,5,0,15,9,10,0,1,7,22,10,8,6,1,3,19,3,6,0,0,3,3,13,4,0
180401B0100,18,3,0,11,0,29,8,0,10,9,0,6,1,11,10,13,0,5,4,25,9,22,8,0,7,29,9,6,0,0,3,2,21,3,0
180401C0100,18,3,1,13,2,19,8,1,4,15,1,11,1,14,4,7,0,9,18,30,11,16,2,0,6,26,4,7,0,0,1,2,17,4,0
180402B0100,18,7,0,6,1,10,3,0,4,5,0,3,1,6,2,4,0,0,6,13,1,8,1,0,0,8,2,3,0,0,1,1,3,0,0
180403B0100,18,7,0,6,0,11,4,0,2,7,2,4,0,5,3,7,1,3,11,7,3,11,3,1,2,18,3,3,0,0,5,0,10,6,0
180404B0100,18,7,1,4,0,16,4,2,11,6,0,7,0,6,6,10,0,5,7,11,3,12,4,0,7,18,3,4,0,0,0,0,23,4,0
180405B0100,18,9,0,3,0,6,3,0,4,3,0,2,0,1,3,1,0,3,6,4,2,0,1,0,5,5,0,4,0,0,1,0,3,0,0
180406B0100,18,9,1,12,3,25,10,1,12,16,1,9,0,10,10,9,0,6,9,29,7,18,3,1,11,23,3,7,0,0,11,3,18,1,1
180407B0100,18,7,0,4,1,14,7,0,7,6,2,2,0,6,4,4,1,1,5,16,5,10,3,0,3,18,3,0,0,0,2,1,16,0,0
180408B0100,18,7,0,12,2,28,5,1,9,5,2,10,1,8,11,6,0,8,9,22,9,23,6,1,5,28,6,5,0,0,9,0,20,3,0
180409B0100,18,9,0,8,2,10,6,0,9,6,1,3,0,3,3,9,0,6,5,16,5,12,7,0,7,19,6,0,0,0,4,0,12,3,0
180410B0100,18,9,0,20,1,41,9,0,16,17,2,10,1,13,7,12,2,9,12,28,8,21,11,0,6,39,12,5,1,0,12,1,24,5,0
180411B0100,18,5,1,11,2,39,17,0,14,11,0,8,1,11,7,10,2,7,14,22,13,31,8,0,8,22,6,7,0,0,7,1,13,5,2
180411C0100,18,5,3,10,1,18,9,1,8,6,1,7,0,14,13,8,0,8,14,32,3,24,9,0,8,39,3,5,0,0,10,3,20,1,1
180411C0200,18,5,0,10,1,24,11,1,11,8,4,9,1,10,6,12,0,5,9,26,5,22,7,0,9,26,5,11,0,0,5,4,33,4,1
180412B0100,18,5,2,10,3,33,20,0,19,19,0,7,2,12,13,13,1,9,21,37,14,32,13,0,14,37,4,14,0,0,7,3,20,4,2
180412C0100,18,5,1,12,1,37,14,0,11,22,5,12,1,13,14,17,0,9,17,41,17,29,7,0,14,32,6,12,0,0,9,0,23,7,1
180412C0200,18,5,1,17,1,38,16,0,19,11,1,7,0,14,13,13,0,5,23,31,11,27,12,1,9,41,8,6,0,0,7,0,19,8,2
180413B0100,18,7,0,8,0,10,3,2,4,11,0,3,1,3,4,4,0,6,3,13,5,6,2,0,4,11,6,2,0,0,5,0,12,0,0
180414B0100,18,7,1,7,1,15,2,0,9,6,0,11,2,6,8,10,1,9,7,18,8,19,5,1,6,31,7,8,0,0,2,0,17,6,1
180414E0100,18,7,0,8,0,27,6,0,6,8,0,6,0,7,2,8,0,3,5,16,3,21,4,1,9,14,4,3,0,0,5,2,18,0,0
180415B0100,18,9,1,13,2,38,14,0,11,14,2,13,1,7,10,13,1,5,18,36,13,26,7,1,8,39,8,13,0,0,7,3,25,5,2
180416B0100,18,9,1,21,0,29,9,0,14,18,1,8,2,8,6,14,1,4,15,31,7,31,7,0,11,33,13,9,0,0,9,2,25,5,3
180416C0100,18,9,0,9,2,29,13,0,20,10,0,12,1,12,15,11,0,5,17,27,9,22,7,2,7,32,9,6,0,0,14,0,30,3,0
180417B0100,18,7,0,5,0,11,4,0,3,1,0,1,0,2,3,5,0,3,7,8,9,6,1,0,5,9,2,2,0,0,1,1,5,3,0
