CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CNR,NULOS
082821C0400,8,10,7,16,43,0,2,15,3,70,39,22,14,34,49,24,3,8,1,33
082821C0500,8,10,8,15,52,0,2,5,2,81,30,17,13,30,36,18,4,2,2,39
082821C0600,8,10,5,16,52,0,2,6,5,75,25,18,11,22,50,26,3,6,2,26
082821C0700,8,10,14,14,60,1,5,4,5,61,30,19,13,23,57,19,7,10,0,19
082821C0800,8,10,12,17,49,1,2,6,5,78,32,18,11,27,35,9,8,5,3,34
082821C0900,8,10,4,16,47,0,1,11,5,67,29,27,10,25,47,20,6,8,0,28
082821C1000,8,10,9,13,43,0,2,8,4,58,36,25,3,24,53,20,5,9,3,35
082821C1100,8,10,6,12,45,0,1,10,4,76,41,16,11,15,42,20,7,8,1,44
082821C1200,8,10,9,17,54,1,1,9,4,80,31,23,14,25,44,12,10,12,3,33
082821C1300,8,10,8,11,59,0,1,14,1,71,28,9,8,22,46,18,6,14,0,42
082821C1400,8,10,5,15,48,1,1,11,6,79,31,13,20,26,35,17,4,9,1,30
082821C1500,8,10,10,17,61,0,3,9,6,83,27,18,13,20,32,20,5,8,1,36
082821C1600,8,10,11,15,60,1,0,4,3,60,36,17,10,27,41,22,2,12,4,24
082822B0100,8,1,6,9,24,0,3,11,1,43,12,13,5,14,27,7,4,2,1,14
082822C0100,8,1,4,9,26,0,1,5,4,48,16,12,7,10,16,10,3,6,2,17
082823B0100,8,10,13,8,45,0,0,12,5,72,21,23,17,25,51,20,5,9,1,37
082823C0100,8,10,7,10,54,0,0,9,3,74,24,21,8,30,52,14,5,9,1,34
082823C0200,8,10,8,12,57,0,1,9,4,60,42,23,12,30,38,16,3,7,1,35
082823C0300,8,10,3,6,52,1,2,6,4,83,39,17,11,26,49,22,4,8,3,34
082823C0400,8,10,5,17,58,0,2,6,3,76,32,18,10,27,25,17,7,8,6,32
082823C0500,8,10,3,10,53,1,5,8,3,56,39,24,10,23,51,16,10,10,1,30
082823C0600,8,10,11,11,54,0,3,10,2,70,32,24,11,28,48,20,3,10,3,38
082823C0700,8,10,11,8,53,0,1,6,2,76,39,24,10,33,32,20,6,9,1,39
082823C0800,8,10,7,14,54,1,4,10,4,75,42,21,13,24,40,14,2,9,0,22
082823C0900,8,10,8,13,55,0,5,7,5,64,30,15,11,26,33,13,7,7,2,25
082823C1000,8,10,8,6,55,0,1,7,1,66,28,27,12,29,38,24,7,9,3,28
082823C1100,8,10,7,12,48,0,0,10,2,75,35,23,13,26,49,20,8,4,2,32
082823C1200,8,10,7,22,57,0,1,2,3,51,36,15,9,35,48,19,7,9,1,24
082823C1300,8,10,10,15,51,0,3,6,2,65,34,25,12,20,52,17,6,10,4,23
082824B0100,8,10,6,10,45,0,0,11,3,54,31,12,8,25,42,11,4,5,2,31
082824C0100,8,10,8,9,48,1,2,4,2,60,33,15,9,25,44,14,4,4,2,28
082825B0100,8,10,5,11,32,0,3,10,1,47,26,22,12,17,42,17,3,9,0,23
082825C0100,8,10,3,8,52,0,3,5,2,62,18,16,8,16,32,14,6,4,4,23
082825C0200,8,10,4,8,39,0,4,10,3,58,30,18,12,30,32,16,4,9,1,15
082826B0100,8,10,6,11,49,0,3,4,2,60,36,18,7,26,33,7,3,7,1,24
082826C0100,8,10,8,12,52,0,3,5,3,53,38,20,7,25,34,13,3,4,3,27
082827B0100,8,10,10,13,49,0,0,8,5,57,31,15,17,19,29,14,8,7,4,34
082827C0100,8,10,4,7,44,0,2,5,2,65,43,14,8,18,28,17,2,5,1,34
082829B0100,8,3,6,13,32,0,2,9,3,58,17,6,7,17,36,14,7,8,3,20
082829C0100,8,3,9,9,41,0,0,6,3,49,25,10,7,19,31,14,6,7,2,24
082830B0100,8,12,4,9,40,1,1,8,5,68,19,16,9,31,39,18,1,3,1,33
082830C0100,8,12,8,6,53,0,0,12,2,57,23,16,8,34,35,17,8,6,1,24
082830C0200,8,12,3,10,40,0,1,6,2,56,33,22,7,17,36,15,5,5,1,22
082830C0300,8,12,3,11,41,1,1,10,3,60,28,17,10,27,36,17,1,7,2,29
082831B0100,8,12,6,6,41,0,5,4,4,59,27,12,10,31,32,17,2,12,0,26
082831C0100,8,12,6,13,46,0,2,8,2,55,23,17,8,22,38,10,3,16,1,25
082832B0100,8,12,6,13,36,1,0,8,5,62,25,20,7,29,33,14,5,9,1,20
082832C0100,8,12,8,9,30,1,2,5,1,60,26,14,8,9,38,11,4,6,1,37
082832C0200,8,12,6,13,44,0,0,5,3,53,31,21,10,17,28,13,3,11,0,26
082832C0300,8,12,5,5,48,0,1,2,4,44,33,12,8,23,46,13,5,4,0,23
082833B0100,8,12,5,9,44,0,0,4,2,56,31,13,12,24,36,26,4,6,1,27
082833C0100,8,12,5,15,55,0,1,11,6,63,35,18,13,30,30,16,6,2,3,28
082833C0200,8,12,8,10,46,0,2,2,4,67,24,21,18,27,38,16,4,6,0,27
082834B0100,8,3,4,8,25,0,1,2,4,49,20,10,7,12,30,17,2,6,0,15
082835B0100,8,3,2,8,38,0,1,3,3,49,25,11,4,20,30,20,2,1,2,10
082835C0100,8,3,3,5,35,0,3,5,3,39,21,11,6,19,30,10,1,3,3,30
082836B0100,8,3,4,12,33,1,0,3,2,46,21,17,10,15,26,11,0,3,1,16
082836C0100,8,3,2,6,31,0,2,5,3,39,33,12,1,21,29,8,3,5,1,19
082837B0100,8,3,4,10,28,0,5,2,3,40,21,13,4,13,23,16,1,5,0,19
082838B0100,8,1,3,9,30,0,1,7,4,63,22,10,16,18,22,11,4,4,0,20
082838C0100,8,1,4,11,37,0,1,6,7,55,13,19,9,17,29,16,4,9,0,23
082839B0100,8,1,4,6,39,1,2,5,3,39,26,15,5,20,35,12,2,5,1,21
082839C0100,8,1,2,9,36,0,2,4,4,43,18,17,4,14,34,12,5,5,2,16
082840B0100,8,1,4,10,31,0,2,3,4,36,24,12,3,11,27,10,0,2,0,12
082840C0100,8,1,4,6,26,0,1,3,2,40,15,6,11,21,21,8,4,6,0,15
082841B0100,8,10,8,11,46,1,5,11,5,63,36,24,7,17,51,18,4,4,2,34
082842B0100,8,1,3,5,28,0,2,6,7,34,20,15,10,19,32,6,3,9,1,19
082842C0100,8,1,1,12,40,0,2,7,2,50,24,17,5,19,35,13,3,6,1,29
082843B0100,8,1,0,10,45,0,1,10,1,43,25,10,5,21,26,16,3,3,3,15
082843C0100,8,1,6,5,40,1,2,9,2,56,21,14,10,23,31,9,6,6,2,21
082844B0100,8,15,9,18,50,0,2,7,2,56,37,17,16,33,42,17,2,14,3,33
082844C0100,8,15,8,17,49,0,0,5,1,64,36,18,14,21,43,22,6,10,0,35
082844C0200,8,15,8,12,53,1,3,6,5,70,42,17,12,29,40,22,4,11,2,32
082844C0300,8,15,7,20,44,0,3,12,2,74,33,21,16,19,58,16,2,10,2,34
082844C0400,8,15,3,11,55,0,1,10,5,70,39,16,22,19,35,23,4,13,0,33
082844C0500,8,15,10,14,48,0,2,8,3,67,43,15,19,33,37,15,4,6,4,31
082845B0100,8,6,4,4,36,0,1,8,2,36,21,11,8,14,21,12,1,7,2,9
082845C0100,8,6,3,6,27,2,1,4,2,42,25,9,7,11,16,14,1,9,0,20
082846B0100,8,6,7,6,45,0,0,7,1,34,18,16,9,16,23,9,2,8,2,21
082847B0100,8,6,5,7,32,0,0,6,1,43,21,17,5,11,25,17,3,4,3,14
082847C0100,8,6,4,5,23,0,3,1,2,45,20,14,10,16,22,10,2,7,1,23
082848B0100,8,15,7,13,37,0,2,8,3,57,34,19,14,19,39,22,11,7,3,25
082848C0100,8,15,8,11,51,0,3,7,2,69,26,13,8,20,35,24,11,4,3,25
082848C0200,8,15,8,11,38,0,2,7,0,60,26,22,11,21,36,13,4,8,2,20
082848C0300,8,15,6,13,54,0,2,16,4,58,26,26,16,25,47,19,2,12,3,28
082848C0400,8,15,12,10,46,0,1,8,2,63,26,20,9,25,38,19,5,3,1,27
082848C0500,8,15,3,13,46,0,2,9,3,65,34,25,7,24,28,14,2,8,1,20
082849B0100,8,15,12,14,46,0,1,6,5,66,40,24,9,23,44,22,7,11,2,30
082849C0100,8,15,5,9,47,0,2,7,3,78,41,22,10,23,50,12,7,7,1,30
082850B0100,8,6,9,6,28,0,0,4,3,45,21,11,4,18,31,10,1,5,2,19
082850C0100,8,6,6,13,24,0,1,5,2,43,26,10,12,17,29,8,1,7,1,15
082851B0100,8,6,6,6,30,1,0,5,1,51,25,7,5,17,25,16,4,6,1,10
082851C0100,8,6,1,8,14,1,0,6,1,39,15,8,3,12,33,15,1,3,1,17
082852B0100,8,15,3,18,46,0,1,7,5,85,33,19,12,24,36,13,7,7,2,20
082853B0100,8,6,2,8,35,0,2,1,3,39,21,14,11,21,26,18,4,8,0,21
082853C0100,8,6,5,8,27,0,1,4,5,39,30,13,8,18,34,13,5,8,2,20
082854B0100,8,6,3,8,28,0,3,2,3,34,22,13,4,8,24,7,1,6,2,19
082854C0100,8,6,3,11,27,0,0,2,2,31,24,11,10,11,28,6,1,4,0,27
082855B0100,8,6,4,11,36,0,1,6,1,35,31,11,12,18,22,13,7,7,1,27
082855C0100,8,6,4,5,38,0,1,4,1,35,19,14,7,26,28,11,3,2,1,26
082856B0100,8,6,2,7,26,0,0,2,3,40,20,13,7,19,22,15,7,4,0,17
082856C0100,8,6,6,9,32,0,0,4,4,42,11,8,11,14,33,9,4,2,3,17
082857B0100,8,15,3,10,61,0,2,13,4,72,39,19,11,23,37,12,4,6,0,26
082858B0100,8,15,5,12,53,0,1,4,0,51,35,17,8,20,47,20,2,7,0,31
082858C0100,8,15,6,14,44,0,0,7,3,58,43,15,7,18,38,17,1,3,0,24
082858C0200,8,15,9,10,42,0,1,6,2,52,29,14,15,20,45,20,3,8,6,25
082859B0100,8,15,4,6,55,0,3,8,4,49,26,11,9,22,37,11,9,11,4,22
082859C0100,8,15,3,13,29,0,2,7,3,42,25,27,10,23,34,19,3,8,1,28
082860B0100,8,6,3,10,33,0,2,7,2,47,24,13,8,30,30,9,6,7,1,25
082860C0100,8,6,2,7,30,0,3,6,3,53,23,12,6,18,30,10,0,6,2,15
082861B0100,8,15,8,16,39,1,2,10,6,65,29,18,9,15,36,14,4,13,1,22
082862B0100,8,6,6,5,34,0,1,10,3,27,21,15,12,15,29,11,3,7,2,24
082862C0100,8,6,4,6,44,0,0,8,0,44,26,11,8,18,27,14,6,4,2,22
082863B0100,8,6,4,9,42,0,0,9,2,36,15,9,6,21,26,18,1,2,0,15
082864B0100,8,6,4,10,28,2,0,4,2,44,13,16,6,17,28,8,0,5,2,20
082864C0100,8,6,1,10,31,0,0,5,2,40,15,11,9,18,25,12,1,7,0,22
082865B0100,8,6,2,10,30,0,3,2,2,41,21,9,13,24,19,8,3,2,1,30
082865C0100,8,6,7,8,27,0,0,1,1,37,27,17,9,17,34,13,3,5,0,19
082866B0100,8,6,5,13,37,0,0,3,4,57,20,11,10,24,32,12,4,8,2,29
082867B0100,8,6,7,12,29,0,0,4,2,42,14,11,7,17,26,11,5,8,0,17
082867C0100,8,6,4,11,29,1,0,2,2,52,20,18,5,10,31,16,4,1,1,27
082868B0100,8,6,6,11,42,0,0,7,4,37,22,13,4,26,17,8,8,7,1,8
082868C0100,8,6,3,9,33,1,1,7,2,51,16,17,6,17,29,15,6,8,2,19
082869B0100,8,6,10,9,46,0,2,6,5,43,22,18,10,19,26,14,6,5,2,21
082869C0100,8,6,4,14,44,1,2,5,2,45,19,10,8,21,41,12,3,4,3,12
082870B0100,8,6,5,8,36,0,4,2,3,50,16,15,11,18,33,10,3,7,4,25
082870C0100,8,6,5,11,42,1,2,5,3,36,27,15,16,14,31,10,4,6,0,22
082871B0100,8,6,5,9,35,0,3,5,2,41,25,12,10,22,30,7,2,5,1,16
082871C0100,8,6,7,9,25,0,1,1,3,43,30,17,11,13,29,13,4,4,2,22
082872B0100,8,6,4,5,39,0,0,4,0,31,23,9,8,16,36,9,3,8,3,27
082872C0100,8,6,3,12,31,0,2,4,1,46,24,13,7,23,26,6,1,12,0,22
082873B0100,8,6,5,7,22,0,1,8,0,39,21,14,11,10,23,14,3,2,2,20
082873C0100,8,6,4,6,33,0,0,6,3,27,18,8,7,17,23,10,1,3,0,15
082874B0100,8,6,5,5,32,0,1,6,3,53,17,12,7,24,30,9,7,7,2,25
082874C0100,8,6,13,5,34,0,2,3,1,35,21,13,13,13,23,7,5,5,1,27
082875B0100,8,6,4,4,32,0,0,5,4,49,19,11,8,17,18,12,2,5,0,21
082875C0100,8,6,5,6,33,0,2,5,5,37,24,15,7,17,26,12,2,6,2,12
082876B0100,8,6,3,4,29,0,1,4,5,33,18,3,9,17,30,9,2,3,1,26
082876C0100,8,6,8,9,19,0,0,2,3,45,17,14,7,19,20,10,3,6,3,14
082877B0100,8,6,8,10,30,0,0,4,1,34,21,19,8,17,33,10,5,4,2,29
082877C0100,8,6,5,9,26,0,1,4,3,64,28,19,10,13,20,17,6,3,1,19
082878B0100,8,6,3,8,32,0,2,6,2,37,20,16,6,17,21,13,2,5,1,18
082878C0100,8,6,4,7,33,0,0,3,0,29,14,10,8,14,36,12,3,6,0,14
082879B0100,8,15,7,9,43,1,0,11,5,60,24,25,14,25,33,19,5,9,2,20
082880B0100,8,6,5,9,34,0,1,3,1,56,22,10,5,15,31,9,5,7,1,26
082880C0100,8,6,2,14,34,0,0,5,5,42,14,16,10,17,25,16,2,4,3,26
082881B0100,8,15,5,9,55,0,1,4,0,40,33,25,11,16,30,10,2,8,0,30
082882B0100,8,6,9,11,36,0,1,7,4,44,16,10,15,18,28,13,4,6,1,16
082882C0100,8,6,1,12,26,0,2,9,2,50,22,7,12,17,28,5,3,2,5,22
082883B0100,8,6,3,4,44,0,0,4,4,43,21,13,9,14,30,16,2,6,1,20
082883C0100,8,6,6,8,42,0,1,4,1,27,19,9,9,16,33,11,8,5,0,19
082884B0100,8,6,6,10,40,0,2,3,0,48,22,19,5,11,38,12,4,4,3,15
082884C0100,8,6,5,13,28,1,0,3,0,44,23,14,4,14,30,14,4,8,0,18
082885B0100,8,8,3,8,19,0,1,7,1,46,15,15,7,14,25,12,3,3,0,22
082885C0100,8,8,1,3,22,0,1,2,2,32,27,17,7,15,31,12,5,6,1,18
082886B0100,8,17,6,12,51,0,2,4,4,78,47,22,12,21,53,23,5,9,3,29
082887B0100,8,17,6,15,58,0,4,9,1,77,31,18,11,29,51,14,4,12,2,35
082888B0100,8,6,4,10,34,0,2,5,3,36,18,9,7,10,22,10,4,1,1,19
082888C0100,8,6,3,5,23,0,1,2,1,41,26,13,8,17,28,8,2,3,2,19
082889B0100,8,6,5,7,30,0,1,4,2,30,23,9,3,12,29,10,5,3,0,13
082889C0100,8,6,3,7,25,0,3,6,1,39,17,4,4,12,16,12,3,7,0,14
082890B0100,8,6,3,10,30,0,1,5,6,31,26,8,3,17,28,14,5,5,2,17
082890C0100,8,6,6,10,41,0,2,3,2,53,15,9,5,13,26,8,3,3,2,13
082891B0100,8,6,5,3,38,0,0,4,1,41,19,9,11,15,23,11,2,6,0,19
082891C0100,8,6,2,6,42,0,5,4,0,27,19,15,13,11,24,11,5,5,2,21
082892B0100,8,6,3,6,36,0,0,6,4,42,22,11,5,19,32,17,4,8,2,24
082892C0100,8,6,11,9,29,0,1,6,2,40,20,10,12,18,28,19,1,3,4,12
082893B0100,8,6,7,13,29,0,1,5,2,40,23,17,9,18,19,11,3,6,2,18
082893C0100,8,6,2,9,22,0,0,9,1,30,19,5,6,17,40,11,3,6,2,17
082894B0100,8,6,6,8,32,1,0,3,2,46,26,10,12,25,37,6,2,4,0,20
082894C0100,8,6,5,9,35,0,2,2,4,50,21,18,9,24,33,10,1,8,2,16
082895B0100,8,8,10,8,40,0,0,6,2,51,21,10,8,17,25,9,4,4,2,25
082895C0100,8,8,4,10,32,0,1,3,4,39,27,14,9,12,30,15,2,5,1,18
082896B0100,8,8,4,7,36,0,1,6,2,53,24,14,5,21,36,13,2,3,3,17
082896C0100,8,8,5,7,30,0,1,3,1,47,22,19,6,12,32,20,0,7,2,24
082897B0100,8,8,8,6,30,0,0,4,4,43,20,10,4,16,24,13,1,10,1,12
082897C0100,8,8,2,13,26,0,1,2,1,39,16,11,9,18,24,9,1,2,1,9
082898B0100,8,8,3,11,32,0,2,4,1,56,35,24,11,17,28,15,2,8,0,25
082898C0100,8,8,6,11,41,0,1,4,3,37,17,15,7,22,28,13,3,7,1,17
082899B0100,8,8,6,12,30,0,1,3,3,48,28,15,11,18,37,17,2,3,3,29
082899C0100,8,8,1,7,31,0,0,4,1,42,26,17,5,12,31,15,5,7,2,29
082900B0100,8,8,4,6,39,1,1,5,1,58,23,23,8,14,35,6,2,9,1,22
082900C0100,8,8,7,7,46,0,2,7,1,50,24,11,9,23,38,12,4,6,3,17
082901B0100,8,8,2,3,38,0,3,3,2,44,21,11,9,18,32,11,0,7,2,25
082901C0100,8,8,6,16,29,0,0,4,0,49,12,14,7,9,33,15,1,7,5,19
082902B0100,8,8,8,9,40,0,3,3,3,48,21,20,9,12,21,12,6,3,2,20
082902C0100,8,8,3,8,39,1,2,1,1,50,33,19,12,15,25,11,3,4,0,19
082903B0100,8,2,3,5,18,0,1,5,2,42,24,8,4,13,29,14,1,3,2,21
082903C0100,8,2,2,9,29,0,1,7,3,29,8,13,8,12,21,5,4,4,1,15
082904B0100,8,11,4,9,52,0,1,9,8,56,29,17,12,19,36,18,5,5,2,30
082905B0100,8,11,5,13,53,0,0,9,6,67,27,12,9,23,32,16,11,9,2,28
082906B0100,8,2,2,12,34,0,1,2,2,47,14,11,7,10,21,18,7,8,1,20
082906C0100,8,2,6,6,37,0,0,6,2,35,17,9,4,19,36,11,2,4,1,14
082907B0100,8,11,11,14,66,0,1,10,4,84,32,22,12,28,40,17,5,4,1,21
082908B0100,8,2,4,7,38,0,1,3,1,34,15,20,10,16,21,4,3,3,1,19
082908C0100,8,2,1,11,30,0,0,2,2,36,14,10,10,16,24,18,2,8,1,12
082909B0100,8,2,5,9,29,0,3,3,8,47,17,14,6,17,31,12,2,11,0,13
082909C0100,8,2,6,4,26,1,1,2,3,49,26,19,8,14,35,17,3,4,2,11
082910B0100,8,2,2,7,25,1,3,4,5,29,11,16,7,16,21,11,2,4,1,26
082910C0100,8,2,3,10,32,0,1,3,5,36,22,12,7,11,36,11,2,5,2,11
082911B0100,8,11,7,15,44,1,1,9,3,64,26,21,9,19,44,11,7,13,2,27
082912B0100,8,2,3,12,33,0,0,4,2,42,16,11,6,22,24,12,3,2,0,32
082912C0100,8,2,5,11,43,0,2,4,3,39,19,12,9,15,28,15,2,5,1,18
082913B0100,8,11,8,9,45,0,2,15,6,68,40,11,14,28,30,16,3,7,3,43
082914B0100,8,11,4,14,41,0,1,4,5,59,22,14,10,28,29,13,3,7,2,23
082915B0100,8,2,7,8,35,0,2,4,1,43,17,20,5,14,37,11,6,6,0,28
082915C0100,8,2,6,13,34,0,1,6,2,48,23,14,11,12,30,13,0,7,3,26
082915C0200,8,2,5,9,38,0,1,8,5,50,22,18,4,18,29,12,5,3,1,17
082916B0100,8,11,5,14,51,0,1,5,5,57,29,26,8,27,40,14,6,8,0,17
082916C0100,8,11,7,9,48,1,2,7,2,62,31,23,10,22,45,16,3,5,3,23
082916C0200,8,11,4,11,55,0,1,8,2,47,20,19,9,26,41,15,7,6,3,23
082917B0100,8,11,2,8,43,0,0,4,3,63,34,12,7,18,23,12,3,7,2,25
082917C0100,8,11,2,13,41,1,1,8,1,38,36,17,11,27,33,10,2,6,2,25
082917C0200,8,11,4,12,46,0,1,3,1,46,30,11,10,24,32,9,4,7,2,28
082918B0100,8,11,6,18,56,0,0,6,6,60,27,17,4,29,36,13,2,6,1,32
082918C0100,8,11,3,9,55,0,3,6,4,74,34,15,12,20,32,15,2,7,3,29
082918C0200,8,11,10,13,59,1,2,3,4,69,26,14,8,21,34,16,3,6,0,23
082919B0100,8,2,2,10,42,0,2,2,4,44,31,11,8,22,48,7,4,7,2,26
082919C0100,8,2,6,13,40,0,0,4,2,46,21,12,4,25,33,19,3,9,1,23
082920B0100,8,2,3,9,38,0,1,5,3,38,17,15,4,16,30,9,5,1,0,20
082920C0100,8,2,2,8,27,0,2,2,2,46,15,15,5,13,19,17,2,5,1,14
082921B0100,8,11,5,13,59,0,2,8,4,49,29,18,6,26,26,15,0,5,1,19
082922B0100,8,11,6,12,48,0,1,9,3,59,38,11,11,15,54,15,5,12,2,33
082923B0100,8,2,7,9,45,0,1,8,5,57,19,15,10,19,39,12,3,8,0,18
082924B0100,8,11,4,10,50,0,1,6,6,59,34,17,14,15,39,13,5,5,2,31
082924C0100,8,11,5,12,47,0,1,0,6,67,30,20,15,29,35,16,6,9,5,17
082924C0200,8,11,6,12,54,0,2,8,2,75,23,24,6,20,36,15,6,9,2,25
082924C0300,8,11,10,14,34,0,1,10,4,67,32,23,10,30,32,15,4,6,2,35
082924C0400,8,11,6,11,52,1,1,10,5,61,26,23,10,21,31,18,5,6,0,25
082925B0100,8,11,7,8,40,0,1,11,0,56,28,13,10,26,29,16,3,9,1,25
082926B0100,8,2,3,7,29,0,2,9,5,38,21,10,12,9,34,8,7,6,0,19
082926C0100,8,2,8,5,30,0,0,5,1,35,23,10,11,16,24,4,2,4,1,23
082927B0100,8,2,4,6,34,0,0,5,1,37,23,6,11,16,24,6,2,2,1,16
082927C0100,8,2,6,6,27,0,1,3,1,33,18,10,7,9,31,7,4,7,1,18
082928B0100,8,2,3,6,34,0,0,3,3,38,24,8,9,28,19,13,2,2,2,18
082928C0100,8,2,3,11,33,0,4,4,6,35,18,11,8,22,20,7,2,4,1,15
082929B0100,8,11,6,6,45,0,2,7,5,64,32,21,8,22,36,10,2,8,0,25
082929C0100,8,11,2,15,46,0,0,9,4,76,26,14,8,21,41,17,3,7,0,23
082929C0200,8,11,6,11,62,1,0,4,3,70,30,16,8,26,39,20,5,6,1,26
082929C0300,8,11,4,12,38,0,0,6,5,47,30,28,14,19,33,23,5,11,0,27
082930B0100,8,11,9,15,49,1,1,9,3,74,33,24,15,27,46,17,5,4,2,29
082930C0100,8,11,5,19,48,2,1,8,6,65,33,17,14,25,48,16,6,9,2,32
082930C0200,8,11,7,11,53,0,2,4,1,65,28,20,14,28,44,15,5,11,1,42
082930C0300,8,11,3,17,47,1,2,12,2,46,46,30,14,22,48,16,7,8,2,19
082930C0400,8,11,8,16,41,0,1,10,4,65,35,26,16,25,44,25,3,5,1,28
082930C0500,8,11,7,18,58,1,0,8,8,79,35,13,15,22,42,13,4,9,2,40
082930C0600,8,11,5,19,35,0,1,7,5,66,31,18,13,23,33,21,4,8,2,33
082930C0700,8,11,6,13,52,0,0,7,1,72,27,20,9,30,38,21,2,6,2,27
082930C0800,8,11,7,17,61,2,3,7,4,66,31,17,9,20,44,19,8,3,1,30
082930C0900,8,11,10,12,40,0,0,8,3,64,28,15,11,28,45,20,7,7,5,36
082931B0100,8,11,6,13,39,0,0,10,1,50,38,14,13,15,33,11,4,4,2,27
082931C0100,8,11,6,16,46,0,1,2,6,58,27,11,5,16,30,21,3,8,6,22
082932B0100,8,2,3,5,27,0,1,4,0,46,28,10,5,19,26,14,8,5,4,22
082933B0100,8,11,6,12,48,0,0,8,6,64,37,15,8,27,41,16,7,10,0,38
082934B0100,8,2,4,8,23,0,3,3,5,25,20,7,5,18,29,8,4,5,4,13
082934C0100,8,2,4,10,25,0,0,2,3,36,19,10,5,16,27,10,1,5,2,19
082935B0100,8,11,9,9,38,0,2,8,0,49,28,14,11,20,23,16,4,9,0,20
082936B0100,8,2,4,7,30,1,2,7,2,35,21,12,4,20,19,9,3,1,1,17
082936C0100,8,2,2,6,33,0,2,1,2,28,18,14,6,16,21,14,3,8,1,25
082937B0100,8,10,3,12,45,0,1,6,3,47,28,19,6,27,38,19,4,7,1,26
082937C0100,8,10,7,11,35,0,3,8,5,55,28,23,16,23,30,9,3,5,1,29
082937C0200,8,10,11,12,46,1,1,8,2,59,41,10,8,17,36,8,2,3,3,25
082938B0100,8,10,8,7,55,0,3,7,3,70,30,18,10,25,50,19,4,10,2,31
082939B0100,8,1,6,5,25,0,0,7,2,28,10,10,2,14,16,9,5,2,0,22
082940B0100,8,1,2,5,11,0,0,4,1,26,7,7,3,11,8,6,0,1,0,8
082941B0100,8,10,8,9,44,0,2,4,4,71,30,18,10,23,46,11,6,8,3,28
082942B0100,8,1,5,7,22,0,2,6,2,25,19,7,4,13,25,9,1,6,3,13
082943B0100,8,1,7,4,35,0,2,7,0,45,20,8,9,15,26,10,4,4,3,19
082944B0100,8,10,11,6,52,0,2,11,2,61,32,15,7,19,38,18,2,4,5,34
082945B0100,8,10,4,19,52,1,0,5,5,45,25,17,9,25,22,9,4,6,2,20
082946B0100,8,1,6,13,27,1,0,9,2,40,16,11,5,15,24,15,1,3,1,17
082947B0100,8,10,6,4,40,0,0,8,1,45,26,20,12,25,39,14,6,9,0,21
082948B0100,8,1,2,9,25,2,1,3,1,43,25,18,10,12,26,12,2,5,0,17
082949B0100,8,1,2,5,16,0,0,2,1,34,13,13,4,15,20,8,1,4,2,8
082950B0100,8,10,4,16,45,0,1,5,3,39,28,15,11,24,42,15,6,8,2,24
082951B0100,8,1,1,4,21,0,0,5,0,30,10,6,2,10,18,8,3,6,0,5
082952B0100,8,1,1,3,18,0,1,1,2,24,7,8,1,6,16,6,1,5,0,6
082953B0100,8,1,7,2,23,0,1,1,5,37,16,11,5,14,19,6,3,7,0,13
082954B0100,8,1,7,4,40,0,1,3,3,35,14,10,7,14,22,15,2,2,2,21
082955B0100,8,1,2,13,33,0,1,10,2,37,11,16,8,19,26,13,5,10,0,27
082956B0100,8,1,4,3,26,0,0,4,3,23,15,4,4,10,16,6,2,5,3,13
082957B0100,8,1,5,9,30,1,0,4,2,46,19,16,7,15,25,13,1,3,2,21
082958B0100,8,1,8,9,28,0,1,4,1,45,15,8,9,13,30,10,5,2,1,15
082959B0100,8,10,6,13,56,0,1,6,2,70,29,28,10,21,46,17,7,9,1,28
082960B0100,8,1,3,9,40,2,2,3,2,28,8,13,6,18,23,12,2,2,0,15
082961B0100,8,1,2,1,20,0,0,2,1,26,16,6,2,11,20,9,4,1,0,10
082962B0100,8,1,6,11,34,0,0,1,3,44,20,15,11,19,22,10,4,7,0,24
082962C0100,8,1,6,7,40,1,3,5,0,48,22,15,9,15,16,4,3,5,2,12
082963B0100,8,1,4,6,30,0,2,6,2,39,23,19,5,17,31,4,6,6,1,15
082964B0100,8,1,4,10,29,1,2,3,1,45,23,13,11,11,22,6,2,3,1,14
082965B0100,8,1,5,6,30,0,0,4,1,35,16,9,6,13,21,10,4,3,0,18
082966B0100,8,1,3,5,35,0,0,6,1,42,19,16,6,16,21,10,3,3,3,18
082967B0100,8,1,2,6,23,1,1,3,1,36,15,8,7,17,14,8,4,6,1,11
082968B0100,8,1,0,6,11,0,0,3,2,22,18,7,2,5,15,7,0,2,2,7
082969B0100,8,1,3,1,18,0,2,2,3,23,12,7,3,10,21,7,1,4,0,6
082970B0100,8,1,0,6,14,0,0,4,0,22,9,11,2,7,15,9,0,2,0,14
082971B0100,8,10,10,7,57,0,2,9,4,77,26,24,9,20,34,16,5,9,2,25
082971C0100,8,10,8,20,47,1,0,6,3,58,40,10,14,18,44,13,9,8,2,23
082971C0200,8,10,9,16,49,0,2,5,5,61,25,16,4,19,38,19,4,7,3,40
082971C0300,8,10,7,11,53,0,1,6,1,55,31,16,11,16,44,16,7,7,1,34
082971C0400,8,10,2,13,48,0,2,3,7,67,34,15,11,20,49,20,4,10,3,33
