CLAVE_CASILLA,ID_ESTADO,estrato,PT,MORENA,PT_MORENA,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM,MC,PES,RSP,FPM,CNR,NULOS
162391B0100,16,19,15,15,31,28,27,6,5,18,30,28,11,23,7,31,16,29,11
162391C0100,16,19,14,12,29,29,25,13,13,16,21,21,12,22,12,37,20,19,9
162391C0200,16,19,11,18,25,34,18,18,9,16,17,28,15,32,1,27,27,27,8
162391C0300,16,19,10,12,23,37,38,7,13,24,20,29,12,28,6,29,17,23,7
162391C0400,16,19,21,11,27,27,24,17,7,24,12,27,12,35,12,22,24,29,7
162392B0100,16,19,8,19,32,26,31,8,8,36,24,24,8,19,11,22,28,26,9
162392C0100,16,19,13,19,32,35,20,16,11,28,13,26,12,24,8,25,30,20,8
162392C0200,16,19,17,19,17,19,31,10,12,19,20,26,18,28,13,34,29,29,12
162393B0100,16,7,5,9,20,19,16,9,6,19,20,23,5,18,11,28,14,23,6
162393C0100,16,7,12,10,24,27,21,10,4,16,17,19,9,17,7,21,20,13,9
162394B0100,16,7,10,16,28,22,19,9,6,23,11,17,6,17,6,27,24,25,8
162394C0100,16,7,8,14,19,17,20,10,7,24,21,27,14,21,10,23,26,22,4
162395B0100,16,19,17,15,24,23,25,11,9,20,9,28,7,25,8,28,27,13,8
162396B0100,16,19,20,12,37,29,24,10,8,28,21,33,10,22,15,29,32,24,12
162396C0100,16,19,13,17,30,22,36,8,9,29,20,35,8,24,12,31,30,18,16
162397B0100,16,7,9,12,23,16,15,7,12,14,12,19,3,19,5,20,22,22,8
162397C0100,16,7,12,9,19,19,15,6,9,21,9,21,3,14,8,29,23,25,5
162398B0100,16,7,6,7,11,10,17,4,8,16,14,14,7,16,5,20,14,14,7
162398C0100,16,7,5,7,23,19,15,7,8,12,9,12,5,11,5,18,13,13,5
162399B0100,16,19,16,18,30,35,26,14,11,29,19,25,9,23,8,36,26,29,11
162399C0100,16,19,8,17,25,25,19,7,7,25,10,30,17,33,6,29,29,27,14
162399S0100,16,7,25,30,50,49,38,17,15,47,33,64,8,39,16,69,52,55,15
162400B0100,16,19,17,12,38,35,23,15,10,24,15,25,17,28,14,24,23,32,6
162400S0100,16,7,24,22,63,53,32,25,8,49,23,54,20,48,15,47,44,48,22
162401B0100,16,19,13,22,41,36,28,9,6,32,21,37,12,18,7,24,24,22,9
162402B0100,16,7,9,10,9,16,15,6,6,8,12,30,9,5,13,16,18,18,3
162402C0100,16,7,11,9,21,13,17,7,8,9,10,15,4,14,5,11,20,13,8
162403B0100,16,7,11,10,18,22,24,12,7,18,24,13,10,17,8,25,18,17,7
162403C0100,16,7,8,14,20,19,31,12,8,21,9,22,7,12,3,21,27,26,8
162404B0100,16,19,15,17,27,22,21,6,8,25,12,28,8,17,5,28,25,34,7
162404C0100,16,19,10,13,26,19,31,7,7,21,24,19,9,26,8,32,25,27,5
162404C0200,16,19,7,18,14,24,26,7,5,22,16,24,9,22,11,21,20,27,11
162405B0100,16,7,8,9,24,11,27,9,10,22,17,10,4,15,11,23,17,16,6
162405C0100,16,7,7,10,21,20,22,4,5,11,17,20,7,18,3,26,19,16,8
162406B0100,16,7,15,10,14,23,23,9,9,20,12,26,8,22,10,22,23,20,6
162406C0100,16,7,9,7,21,18,26,11,8,17,14,20,6,22,8,21,17,22,6
162406C0200,16,7,15,8,27,25,20,8,5,18,15,26,5,19,4,24,20,19,7
162407B0100,16,7,17,11,21,24,25,5,3,24,17,24,12,15,12,18,26,23,6
162407C0100,16,7,11,8,20,22,31,11,6,24,16,17,14,24,6,26,24,23,7
162407C0200,16,7,10,13,21,24,22,7,9,29,24,22,11,25,6,23,31,27,8
162408B0100,16,7,12,19,22,16,18,9,8,20,16,22,8,26,10,27,24,21,7
162408C0100,16,7,11,15,30,24,23,6,6,15,20,19,14,22,10,29,35,18,5
162409B0100,16,19,11,6,24,27,22,8,13,18,13,20,12,27,8,32,25,19,4
162409C0100,16,19,14,14,22,19,27,7,8,18,18,26,10,21,15,35,19,32,11
162409S0100,16,7,24,26,45,47,49,14,13,47,32,58,25,40,20,54,46,45,17
162410B0100,16,7,11,9,22,33,36,12,8,23,17,27,7,13,14,29,17,28,8
162410C0100,16,7,15,8,18,24,26,9,8,19,26,30,8,27,7,28,20,34,6
162411B0100,16,19,14,13,27,27,24,6,5,27,11,19,19,32,5,30,36,28,5
162411C0100,16,19,19,13,30,28,30,7,10,27,15,23,13,19,14,36,20,17,14
162411C0200,16,19,15,16,32,24,34,11,5,16,16,30,11,26,4,32,31,22,8
162411C0300,16,19,12,8,38,28,23,8,7,25,18,26,14,21,9,19,31,23,7
162411C0400,16,19,13,12,28,27,23,6,13,17,17,25,9,17,9,25,30,26,14
162412B0100,16,7,9,10,23,23,22,16,9,21,18,29,8,17,5,24,23,18,4
162412C0100,16,7,16,8,18,22,22,11,3,22,18,17,6,17,14,31,28,31,6
162412C0200,16,7,14,13,16,20,16,20,5,26,25,20,10,10,9,22,24,18,6
162413B0100,16,19,11,10,26,22,25,7,11,24,13,16,8,24,9,30,21,35,11
162413C0100,16,19,14,8,30,28,17,11,11,20,15,26,15,15,10,27,32,29,5
162414B0100,16,19,15,15,27,26,31,10,8,27,19,24,11,26,9,30,29,21,10
162414C0100,16,19,10,13,40,20,33,14,10,19,18,29,11,17,9,41,24,34,14
162415B0100,16,7,10,9,23,23,18,6,7,18,15,25,9,27,6,23,24,20,5
162415C0100,16,7,9,11,26,13,20,14,10,19,10,18,8,20,8,17,27,26,8
162415C0200,16,7,16,14,28,18,17,9,8,25,19,31,14,16,9,29,13,28,3
162417B0100,16,19,15,18,19,35,28,12,10,27,23,33,10,29,10,35,33,26,14
162418B0100,16,7,7,8,24,18,19,9,7,19,16,24,8,17,4,22,30,17,9
162418C0100,16,7,15,15,26,21,18,8,5,23,11,22,1,27,9,30,16,22,4
162419B0100,16,19,13,13,30,33,26,11,8,23,16,18,7,22,11,34,30,32,12
162419C0100,16,19,10,15,22,18,30,8,10,18,17,29,12,21,10,24,24,23,8
162420B0100,16,19,21,15,35,20,27,9,8,19,16,24,9,21,11,24,39,33,10
162420C0100,16,19,11,9,31,27,36,14,11,23,23,35,13,22,16,30,29,22,8
162421B0100,16,7,6,17,17,26,22,6,10,13,14,18,8,16,7,28,24,18,8
162421C0100,16,7,10,8,18,17,17,9,2,17,13,24,9,33,9,15,26,23,3
162422B0100,16,19,14,12,25,26,29,9,10,26,23,27,10,26,8,28,20,24,10
162422C0100,16,19,10,17,33,27,22,20,13,17,19,27,6,19,9,31,18,35,14
162422E0100,16,7,4,10,11,14,16,8,2,19,6,12,7,13,4,16,15,8,4
162423B0100,16,19,13,13,24,22,19,8,14,18,24,31,9,24,8,36,26,22,9
162423C0100,16,19,19,18,20,26,40,10,13,17,13,29,13,17,11,25,24,27,8
162423E0100,16,7,6,8,17,20,24,8,10,20,16,25,2,19,8,22,16,18,5
162424B0100,16,7,6,7,20,14,13,8,8,13,16,15,5,23,2,22,18,23,11
162425B0100,16,7,3,7,13,12,18,4,7,18,6,20,6,18,9,25,21,15,6
162425C0100,16,7,7,12,19,14,13,5,7,14,17,13,3,21,6,21,15,6,6
162426B0100,16,19,12,12,32,27,36,13,7,18,19,18,8,21,6,34,25,28,7
162427B0100,16,19,8,16,27,32,28,9,13,21,22,27,13,28,12,35,35,23,11
162428B0100,16,7,2,7,17,10,15,7,11,12,10,22,5,18,3,15,17,17,4
162428C0100,16,7,5,6,18,15,10,7,2,17,10,15,5,10,11,17,18,16,8
162429B0100,16,19,13,7,23,21,28,6,10,17,20,24,14,23,14,26,22,28,3
162430B0100,16,7,5,9,11,7,16,8,6,14,11,25,4,10,8,15,21,21,8
162430C0100,16,7,7,7,19,17,11,7,4,16,10,14,4,21,5,14,10,11,4
162431B0100,16,19,14,19,37,41,31,10,8,19,18,24,9,19,13,29,37,23,11
162432B0100,16,19,13,10,30,27,23,9,9,29,21,30,10,26,9,35,31,35,6
162433B0100,16,7,11,9,13,13,12,7,7,17,16,18,6,16,5,21,12,15,7
162433C0100,16,7,8,10,12,15,13,6,5,10,12,21,4,17,11,21,17,20,4
162434B0100,16,19,21,15,27,26,32,8,12,25,19,25,12,25,18,28,27,20,15
162435B0100,16,7,5,2,15,13,12,3,7,15,9,14,4,3,4,13,12,17,0
162436B0100,16,17,9,17,27,26,34,8,8,22,17,20,8,30,5,35,22,24,6
162436C0100,16,17,13,15,20,28,24,14,12,26,12,25,13,18,5,27,30,23,7
162436C0200,16,17,15,8,23,22,23,10,12,19,26,35,4,24,6,28,25,29,9
162437B0100,16,5,10,21,15,21,21,3,4,13,7,25,6,11,9,16,19,17,5
162437C0100,16,5,14,5,20,18,16,9,5,20,15,18,5,8,7,19,16,9,9
162438B0100,16,17,22,13,24,31,27,8,6,22,14,36,6,23,10,22,19,18,4
162438C0100,16,17,21,17,26,29,29,8,9,22,26,26,15,24,6,25,21,29,3
162438C0200,16,17,9,11,27,31,34,9,11,23,12,22,9,16,10,29,32,32,9
162438C0300,16,17,8,12,22,27,33,7,4,29,16,21,10,23,4,37,36,21,9
162439B0100,16,5,4,10,16,21,18,7,8,19,15,19,8,16,10,24,19,22,8
162439C0100,16,5,14,10,15,28,19,12,7,13,17,19,6,17,8,15,18,26,9
162439E0100,16,5,7,1,9,9,5,3,4,11,2,8,1,9,1,9,3,7,4
162440B0100,16,5,12,17,34,19,20,8,9,21,19,23,7,15,8,27,24,24,7
162440C0100,16,5,9,13,27,24,21,7,9,22,21,13,3,23,3,22,22,21,9
162441B0100,16,17,16,18,22,26,26,6,19,31,27,19,14,23,9,24,13,15,12
162441C0100,16,17,14,18,17,26,26,9,10,18,20,24,5,25,11,30,24,20,8
162441C0200,16,17,9,13,28,18,27,16,10,19,25,37,6,28,7,32,29,18,11
162441C0300,16,17,12,12,27,26,22,11,13,24,24,27,10,21,12,29,14,19,6
162442B0100,16,17,13,11,32,31,30,5,16,23,23,24,11,25,7,31,26,22,9
162442C0100,16,17,12,24,31,33,32,6,13,18,25,39,9,27,8,25,27,27,8
162442C0200,16,17,13,21,24,37,28,8,7,27,16,32,7,20,8,36,30,26,3
162442C0300,16,17,8,16,20,26,27,12,15,25,17,27,11,18,6,23,39,34,16
162443B0100,16,17,8,13,35,28,22,8,10,32,16,27,9,17,5,34,24,22,10
162443C0100,16,17,8,16,23,23,30,11,7,28,19,27,11,34,14,40,18,22,11
162443C0200,16,17,10,16,30,32,27,14,5,26,23,27,11,27,7,27,30,33,6
162443C0300,16,17,15,10,24,28,27,11,10,22,17,22,7,30,14,28,30,27,11
162444B0100,16,5,11,9,23,27,24,9,11,10,15,21,6,17,8,21,29,17,4
162444C0100,16,5,6,12,18,25,28,6,9,19,17,25,8,14,14,18,27,25,4
162445B0100,16,17,17,8,26,19,26,7,10,23,17,28,12,23,11,28,28,23,9
162445C0100,16,17,8,9,21,31,20,10,10,20,19,23,7,25,15,28,32,23,8
162445C0200,16,17,16,13,26,27,26,7,12,18,7,14,12,27,5,30,31,30,20
162445C0300,16,17,10,10,26,32,23,13,12,25,19,28,10,24,7,29,30,29,7
162445C0400,16,17,15,23,26,26,29,10,7,19,13,19,10,22,17,26,24,21,8
162445C0500,16,17,8,13,30,25,25,15,10,29,15,28,6,22,12,26,28,19,8
162446B0100,16,5,11,13,19,13,19,10,9,14,15,18,8,14,6,18,19,11,8
162446C0100,16,5,7,8,19,27,23,7,3,16,12,21,6,18,7,17,11,16,4
162447B0100,16,17,15,17,30,31,29,7,12,26,16,25,8,21,10,28,31,29,10
162447C0100,16,17,13,10,41,18,30,9,5,27,23,18,13,29,8,37,17,36,9
162447C0200,16,17,11,18,36,29,21,23,11,22,24,31,12,27,14,34,30,26,5
162447C0300,16,17,12,15,27,14,27,13,6,28,18,32,12,16,9,31,35,31,7
162448B0100,16,17,12,7,19,31,26,13,8,31,14,34,8,26,11,27,19,25,2
162448C0100,16,17,15,13,30,27,27,14,9,14,16,22,9,28,8,27,24,32,10
162448C0200,16,17,16,14,19,20,35,12,6,16,16,21,8,33,10,30,22,27,9
162448C0300,16,17,4,9,25,32,22,13,7,25,17,25,4,30,11,35,21,24,11
162448C0400,16,17,14,20,26,20,25,11,6,20,19,21,15,23,8,37,30,29,7
162449B0100,16,17,12,12,23,26,20,11,9,21,20,33,13,24,10,30,25,27,11
162449C0100,16,17,13,14,23,33,19,9,10,33,12,27,7,19,4,42,20,26,8
162449C0200,16,17,15,10,30,33,18,15,12,18,19,28,8,18,11,33,36,34,5
162449C0300,16,17,13,14,29,30,22,10,7,25,16,26,9,32,11,19,33,25,12
162450B0100,16,17,9,20,30,39,30,6,12,24,20,32,11,25,8,42,24,25,9
162450C0100,16,17,9,15,25,26,25,6,11,26,23,42,11,20,7,42,33,24,11
162450C0200,16,17,16,17,29,23,31,13,7,23,17,19,7,22,12,28,40,30,12
162451B0100,16,17,20,10,30,33,25,11,12,22,23,22,8,24,9,32,21,16,10
162451C0100,16,17,16,12,34,29,19,10,10,24,15,28,5,30,4,23,25,19,9
162451C0200,16,17,11,14,42,27,23,11,5,19,23,27,11,17,12,24,28,32,9
162451C0300,16,17,9,5,23,33,27,7,6,28,20,32,9,25,6,29,36,23,12
162451C0400,16,17,8,16,20,22,32,15,9,20,18,30,10,11,14,29,24,28,10
162452B0100,16,17,16,15,38,23,25,11,12,24,15,26,7,21,8,22,21,29,6
162452C0100,16,17,11,16,17,31,27,11,10,21,20,29,14,29,11,28,21,33,2
162453B0100,16,5,9,12,26,19,19,8,6,29,19,25,19,21,8,21,24,21,8
162453C0100,16,5,17,7,26,24,24,9,8,21,14,27,10,19,10,22,20,23,9
162453C0200,16,5,10,10,18,29,25,5,7,26,21,19,10,30,6,29,27,22,8
162454B0100,16,17,9,10,29,27,22,7,10,25,19,25,6,27,10,37,30,23,10
162454C0100,16,17,17,14,30,19,25,11,14,32,20,27,4,26,7,26,22,23,10
162454C0200,16,17,11,10,24,31,20,10,11,25,14,33,9,18,13,29,26,22,9
162455B0100,16,5,9,10,19,12,14,11,11,15,15,18,8,13,8,23,12,15,7
162455C0100,16,5,10,11,16,14,15,6,9,14,21,17,7,16,0,16,21,18,13
162456B0100,16,5,13,12,20,24,17,12,3,20,17,22,6,19,8,23,21,24,7
162456C0100,16,5,13,14,25,14,13,9,11,14,9,16,8,9,6,23,23,24,6
162457B0100,16,5,15,15,26,25,20,8,7,25,15,23,8,17,5,28,25,24,8
162457C0100,16,5,13,13,18,26,28,8,9,23,18,32,8,12,9,23,18,23,6
162458B0100,16,5,10,16,16,19,28,6,3,17,23,23,9,13,6,21,14,15,7
162458C0100,16,5,4,8,20,25,22,5,7,17,13,14,14,15,9,28,24,21,6
162459B0100,16,5,12,14,30,24,20,11,12,21,12,32,3,14,8,27,33,21,5
162459C0100,16,5,9,15,30,26,28,7,10,23,15,30,10,14,10,36,24,13,4
162460B0100,16,5,9,15,18,32,23,10,9,24,19,21,15,23,6,27,15,28,10
162460C0100,16,5,10,11,25,29,16,2,6,19,19,22,4,18,8,34,34,25,8
162461B0100,16,5,7,15,25,20,17,7,9,24,13,22,6,14,8,25,13,22,10
162462B0100,16,17,15,15,25,26,32,12,12,28,25,26,10,24,11,27,23,32,9
162462C0100,16,17,9,18,29,27,30,6,12,24,24,22,8,37,10,31,25,21,14
162462C0200,16,17,17,11,45,27,28,11,17,24,13,24,7,18,14,48,31,28,9
162462C0300,16,17,16,17,34,26,28,15,7,30,21,44,15,21,19,19,22,27,8
162462C0400,16,17,16,12,23,24,35,10,12,24,23,41,12,22,11,40,18,36,11
162462C0500,16,17,13,16,32,27,26,17,9,24,14,34,8,27,16,32,32,31,8
162462C0600,16,17,15,12,34,23,28,8,7,33,17,32,12,18,11,31,33,32,11
162462C0700,16,17,13,19,26,33,37,18,8,25,24,28,9,23,13,26,29,30,12
162462C0800,16,17,11,13,30,38,28,10,12,25,16,26,12,21,9,37,38,32,6
162462C0900,16,17,16,19,32,36,27,14,11,23,19,21,17,21,9,38,29,28,14
162462C1000,16,17,21,13,32,27,25,7,4,31,16,31,11,28,13,24,28,26,6
162462E0100,16,17,9,15,26,21,41,8,6,32,19,32,12,25,6,32,25,33,7
162462E0101,16,17,15,17,32,32,27,6,10,20,22,32,5,26,13,25,25,26,13
162463B0100,16,5,9,14,19,19,20,9,7,19,16,20,8,17,12,26,20,18,7
162463C0100,16,5,12,12,15,26,25,10,7,21,14,10,12,15,11,28,24,14,6
162464B0100,16,17,11,11,29,21,31,13,7,21,15,24,13,23,9,26,25,31,11
162465B0100,16,17,14,7,28,29,24,6,7,34,19,29,12,22,6,21,25,20,6
162466B0100,16,5,9,15,15,20,34,6,8,13,7,19,6,23,6,12,10,13,6
162466C0100,16,5,10,13,17,19,20,7,12,19,10,14,8,17,6,21,18,21,2
162467B0100,16,5,1,13,13,16,16,12,9,15,13,11,11,22,8,23,14,19,5
162467C0100,16,5,10,12,16,11,22,5,5,17,18,21,12,19,5,23,20,26,7
162468B0100,16,5,10,14,30,24,19,6,5,18,21,20,7,15,5,20,27,22,6
162468C0100,16,5,11,17,15,19,11,2,3,21,19,17,10,18,4,28,24,13,7
162469B0100,16,5,9,10,28,23,20,10,14,26,13,32,11,14,12,28,24,21,8
162469C0100,16,5,12,17,22,17,20,9,3,27,14,21,5,28,9,19,19,22,8
162470B0100,16,5,13,13,20,24,18,7,8,25,14,23,8,20,5,23,22,20,5
162470C0100,16,5,18,15,27,22,21,13,3,29,15,25,11,17,11,24,28,18,6
162470C0200,16,5,16,10,21,25,16,12,6,16,10,23,9,24,3,36,22,13,8
162470C0300,16,5,11,12,25,19,25,12,5,18,18,25,13,19,4,29,16,29,5
162471B0100,16,5,16,14,28,27,25,4,10,21,16,30,10,25,7,21,25,18,7
162471C0100,16,5,10,16,12,23,31,10,12,21,15,25,8,20,4,19,23,23,8
162472B0100,16,17,12,15,25,35,28,8,12,22,25,31,9,26,8,28,25,27,12
162472C0100,16,17,18,15,32,24,28,18,7,26,21,23,10,18,14,25,30,28,8
162473B0100,16,5,9,14,27,23,23,4,9,21,15,18,6,18,11,25,20,17,3
162474B0100,16,5,14,12,30,27,24,13,9,19,18,23,16,19,8,21,33,20,7
162475B0100,16,5,4,9,22,24,24,12,5,19,18,32,9,17,9,31,18,21,12
162476B0100,16,17,15,26,39,27,22,11,10,19,26,37,11,26,10,33,27,21,8
162476C0100,16,17,7,18,28,39,33,14,7,30,29,40,11,24,7,23,28,27,9
162476C0200,16,17,14,20,36,34,29,17,8,31,21,36,11,30,14,39,28,18,9
162476C0300,16,17,14,12,36,36,27,13,10,27,23,33,10,31,6,37,22,25,8
162476E0100,16,17,12,18,33,28,32,13,5,35,20,26,11,37,4,34,34,26,9
162476E0101,16,17,13,18,23,31,30,12,7,25,17,28,0,26,16,42,24,33,14
162476E0102,16,17,10,18,36,29,25,6,9,29,21,42,9,25,12,30,34,29,7
162476E0103,16,17,16,14,27,30,29,11,3,27,22,36,9,26,13,26,29,43,11
162476E0104,16,17,22,13,38,30,34,15,4,20,16,24,8,34,8,41,35,31,7
162476E0105,16,17,12,19,32,25,33,9,8,26,19,34,11,24,11,32,32,27,12
162476E0106,16,17,19,12,29,34,21,16,12,25,19,24,7,32,10,43,27,31,9
162476S0100,16,5,24,30,43,51,33,14,9,35,33,48,21,47,19,59,46,56,17
162477B0100,16,17,12,17,26,25,25,13,8,18,17,32,12,29,14,31,35,29,7
162477C0100,16,17,18,12,40,25,24,9,5,23,22,26,9,20,9,27,35,27,13
162478B0100,16,17,19,19,34,34,24,16,6,29,25,25,5,22,5,32,27,18,13
162478C0100,16,17,13,20,29,25,26,13,12,22,18,34,10,26,16,30,31,24,9
162479B0100,16,5,10,8,29,21,19,12,5,21,19,22,8,21,7,25,23,15,5
162480B0100,16,17,11,17,31,24,24,9,10,20,18,32,14,27,9,27,25,19,8
162480S0100,16,5,25,26,41,43,49,19,12,46,33,52,26,46,21,56,47,40,6
162481B0100,16,5,14,10,19,14,9,6,5,13,8,15,6,10,5,13,17,18,7
162482B0100,16,5,8,10,23,14,21,7,8,18,12,24,7,21,7,23,24,17,11
162483B0100,16,5,11,6,9,16,18,5,2,10,8,23,11,11,6,17,21,19,7
162484B0100,16,5,9,6,17,24,17,6,1,14,13,16,2,10,9,15,22,17,3
162485B0100,16,5,14,10,18,25,14,7,4,16,15,24,12,13,10,20,21,13,7
162485C0100,16,5,16,6,17,15,15,7,9,29,10,14,3,15,7,21,14,21,9
162486B0100,16,5,6,9,17,20,11,4,6,15,7,19,4,13,7,17,9,15,4
162486C0100,16,5,14,5,18,19,12,9,3,14,14,13,7,20,8,16,18,10,4
162487B0100,16,5,9,7,22,17,23,6,8,17,11,28,10,27,10,20,25,22,3
162487C0100,16,5,11,12,25,20,15,11,6,15,7,20,8,34,9,31,23,22,7
162488B0100,16,5,5,9,35,13,17,3,9,12,14,21,7,15,9,10,13,23,8
162488C0100,16,5,11,8,16,9,12,8,7,20,14,8,6,24,8,17,22,19,5
162489B0100,16,5,5,18,17,22,10,12,9,22,13,20,7,21,8,25,17,15,9
162489C0100,16,5,10,9,23,16,20,9,4,12,15,26,8,14,9,20,25,21,11
162489C0200,16,5,10,9,27,15,16,8,8,16,10,17,11,17,3,23,18,22,11
162490B0100,16,17,13,13,26,31,23,13,8,15,16,27,10,23,11,17,22,24,12
162490C0100,16,17,17,10,21,18,30,9,9,25,12,24,9,28,5,25,23,18,1
162491B0100,16,5,8,11,27,30,24,4,9,20,21,16,10,11,7,26,16,22,9
162491C0100,16,5,8,13,29,15,26,9,4,20,21,26,12,26,3,14,28,17,7
162492B0100,16,5,11,10,14,22,23,12,3,15,15,21,6,14,7,19,21,14,4
162492C0100,16,5,10,10,21,21,13,4,3,14,22,13,8,21,5,26,22,22,3
162493B0100,16,5,9,7,22,19,19,8,7,22,16,17,11,14,7,23,18,18,4
162493C0100,16,5,12,7,18,16,17,5,7,13,14,17,10,17,5,21,24,19,8
162494B0100,16,17,13,20,28,30,26,9,11,27,13,25,8,27,9,31,30,28,8
162495B0100,16,17,13,15,31,32,31,9,6,27,16,23,13,23,10,29,22,24,9
162495C0100,16,17,12,11,24,28,22,4,10,22,16,29,15,21,4,36,23,27,12
162495C0200,16,17,10,15,30,24,20,10,8,22,15,32,8,23,4,22,22,19,10
162496B0100,16,5,12,6,11,20,24,7,8,20,5,17,3,19,6,19,16,12,6
162496C0100,16,5,7,11,19,17,17,10,5,14,13,26,7,20,9,16,16,15,9
162497B0100,16,17,12,7,29,19,24,12,4,22,10,33,10,26,12,26,14,24,9
162497C0100,16,17,17,11,23,25,20,10,10,27,30,32,9,23,7,21,20,27,8
162498B0100,16,17,16,14,26,29,21,8,11,18,8,34,11,24,5,32,21,20,12
162498C0100,16,17,13,17,29,28,24,12,9,20,20,26,10,22,10,31,23,25,14
162499B0100,16,5,21,14,21,27,31,8,5,27,12,18,7,22,10,16,17,26,12
162499C0100,16,5,7,11,29,26,16,12,6,18,12,14,14,31,9,22,23,26,11
162500B0100,16,17,10,10,24,29,15,7,12,25,23,30,8,21,10,30,26,18,12
162500C0100,16,17,5,12,29,18,29,7,10,20,15,37,9,23,15,32,15,26,10
162501B0100,16,5,9,6,19,17,24,4,4,21,22,24,8,22,8,22,16,21,14
162501C0100,16,5,14,7,21,14,21,7,5,16,12,30,11,22,7,20,17,29,8
162501C0200,16,5,6,10,17,23,21,5,6,25,17,24,11,21,4,20,22,14,9
162502B0100,16,17,16,16,29,23,30,11,5,27,21,32,10,22,10,29,45,26,6
162502C0100,16,17,14,13,23,19,43,13,11,29,17,25,7,31,10,31,23,24,3
162503B0100,16,5,10,16,21,23,26,11,4,26,10,17,6,27,8,25,23,15,8
162503C0100,16,5,14,11,27,22,23,7,5,20,14,20,8,24,6,26,31,16,4
162504B0100,16,5,11,8,13,11,17,6,8,16,16,23,10,14,5,19,7,19,7
162504C0100,16,5,7,18,19,15,25,5,9,10,17,17,5,25,5,20,23,14,6
162505B0100,16,17,14,18,28,33,37,12,8,19,21,29,16,18,12,33,27,26,12
162506B0100,16,5,10,16,33,22,22,8,6,17,16,27,11,18,7,24,19,26,3
162506C0100,16,5,11,12,24,22,29,10,3,20,16,22,11,18,10,30,18,27,8
162507B0100,16,5,17,14,26,28,28,10,6,15,12,21,12,19,5,30,19,17,5
162507C0100,16,5,3,16,23,24,23,7,8,13,20,29,6,12,4,26,22,29,10
162507C0200,16,5,15,16,27,23,24,8,5,17,13,14,5,16,9,29,24,22,7
162508B0100,16,17,18,17,25,23,26,9,8,27,16,29,6,26,6,27,24,26,11
162508C0100,16,17,14,14,22,30,33,11,8,17,18,22,18,27,8,31,29,22,10
162509B0100,16,5,11,10,31,23,22,14,6,10,18,26,5,24,10,24,23,28,9
162509C0100,16,5,6,11,15,21,27,12,4,23,15,27,7,28,7,21,27,16,12
162509E0100,16,5,4,8,13,8,10,5,1,8,11,14,2,8,5,13,14,10,4
162510B0100,16,17,17,17,26,28,18,13,8,30,24,25,14,21,6,41,24,18,9
162510C0100,16,17,11,19,29,20,28,11,10,24,18,33,10,27,9,39,23,29,5
162510C0200,16,17,8,12,33,29,29,11,11,25,18,24,10,33,11,37,25,27,9
162510C0300,16,17,14,16,26,23,33,9,5,25,24,29,11,29,10,42,17,22,7
162510C0400,16,17,13,16,24,26,20,8,13,25,17,32,10,16,5,35,32,24,7
162511B0100,16,5,9,10,17,20,12,7,4,15,9,9,4,23,3,12,9,20,2
162511C0100,16,5,4,9,9,18,14,9,5,16,15,15,3,16,5,20,12,12,7
162512B0100,16,5,9,10,13,28,19,10,6,19,17,19,4,12,4,21,25,20,5
162513B0100,16,5,9,18,20,24,29,8,7,15,16,26,5,25,6,29,29,21,8
162513E0100,16,5,10,7,10,11,21,2,4,12,12,18,3,8,3,23,13,13,5
162514B0100,16,17,18,13,33,37,27,10,9,24,25,20,4,22,14,31,23,27,10
162514C0100,16,17,11,21,37,31,31,7,10,23,16,18,11,21,11,28,25,22,6
162515B0100,16,5,16,15,25,27,22,11,5,25,18,21,10,14,6,34,28,20,7
162515C0100,16,5,9,19,29,30,32,3,6,23,13,17,10,25,9,32,23,24,4
162516B0100,16,5,13,14,31,23,21,11,5,7,12,20,10,26,7,30,22,18,12
162517B0100,16,17,12,11,28,32,14,5,8,24,14,29,10,24,13,19,21,24,6
162518B0100,16,5,8,8,20,25,28,8,5,21,10,21,11,17,12,25,25,11,11
162519B0100,16,5,8,13,21,23,25,11,5,25,17,30,6,21,12,24,16,24,4
162519C0100,16,5,16,10,27,18,29,9,4,15,13,25,6,19,5,20,22,23,8
162519C0200,16,5,13,12,23,23,20,9,8,24,17,17,6,13,9,33,20,15,12
162520B0100,16,5,13,14,18,22,24,3,6,32,13,20,15,22,13,27,29,32,4
162520C0100,16,5,8,6,23,22,26,9,8,20,16,19,8,27,6,23,19,34,8
162520C0200,16,5,11,9,23,15,26,8,11,18,17,29,10,20,6,23,20,28,7
162520E0100,16,17,15,14,21,24,28,7,8,14,17,20,8,13,7,38,34,21,3
162521B0100,16,5,6,14,20,22,21,11,6,20,16,22,10,18,8,15,27,25,8
162521C0100,16,5,12,9,36,26,21,9,3,13,12,26,6,20,8,23,21,15,6
162521C0200,16,5,12,7,26,16,21,5,6,18,11,21,9,12,10,32,23,21,4
162522B0100,16,17,10,13,26,34,30,13,14,27,10,28,12,16,8,37,26,20,16
162522C0100,16,17,21,15,25,36,22,8,6,20,14,26,7,29,10,36,23,29,9
162522E0100,16,5,4,4,12,15,9,7,3,7,10,15,11,13,7,17,9,16,5
162523B0100,16,5,9,13,19,23,24,5,11,21,13,23,6,23,9,21,18,22,7
162523C0100,16,5,12,16,25,16,24,7,7,17,15,13,8,23,7,17,19,21,4
