CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PES,RSP,FPM,CNR,NULOS
321402B0100,32,9,2,2,12,12,4,1,1,6,6,1,6,5,18,14,5,8,2,0,26,27,5,2,4,6,72,2,2,0,4,19,9
321403B0100,32,9,0,0,8,15,4,0,1,6,2,1,2,2,6,6,1,3,8,2,20,17,5,2,5,1,38,0,3,0,6,8,5
321404B0100,32,9,0,0,4,6,2,0,0,3,2,0,5,1,5,4,2,0,1,1,7,4,3,0,0,1,30,1,0,0,0,10,4
321405B0100,32,9,0,1,8,10,3,0,0,5,2,2,2,1,8,3,1,3,2,0,17,7,2,0,1,5,31,3,0,0,2,4,1
321407B0100,32,9,0,1,5,10,1,1,2,6,2,2,2,1,10,6,3,4,3,1,17,7,1,0,7,3,29,1,1,0,0,8,5
321409B0100,32,9,1,0,6,7,1,0,2,7,2,0,3,0,8,3,4,1,2,0,7,12,4,2,4,2,36,3,0,0,1,5,4
321411B0100,32,9,1,0,7,10,3,1,0,7,0,1,5,0,11,3,2,5,1,0,16,17,2,1,7,2,41,1,2,0,3,8,8
321412B0100,32,2,1,1,11,19,2,1,0,6,3,1,4,4,21,13,1,4,2,3,18,9,3,2,5,7,53,2,2,0,5,10,6
321413B0100,32,2,0,2,9,8,0,1,0,9,5,1,3,1,10,6,4,5,6,0,21,13,5,4,3,1,49,3,2,0,1,6,8
321414B0100,32,5,0,2,7,13,4,0,0,6,3,2,6,5,19,10,3,6,6,1,27,13,2,2,9,8,65,2,1,0,5,15,9
321415B0100,32,2,2,0,5,10,2,1,2,9,1,1,2,2,15,6,3,5,3,2,21,11,6,3,3,4,45,2,1,0,5,12,9
321416B0100,32,5,1,1,12,26,1,1,1,14,2,0,7,2,20,12,6,11,2,0,31,16,2,5,8,8,77,3,2,0,5,14,6
321417B0100,32,5,2,5,21,15,1,1,0,7,6,5,7,4,27,11,5,11,7,0,24,30,3,3,4,11,67,2,2,0,6,17,12
321418B0100,32,2,1,0,5,13,3,3,1,7,1,1,3,3,12,9,6,5,4,1,13,15,4,5,5,4,48,0,1,0,2,10,10
321419B0100,32,2,0,0,8,6,3,1,1,9,1,1,3,2,3,6,6,5,4,2,17,13,2,1,1,3,41,0,1,0,3,13,6
321420B0100,32,9,1,1,8,16,4,1,2,5,1,0,6,2,19,3,2,3,7,0,16,18,4,3,4,10,43,0,3,0,2,17,4
321421B0100,32,9,0,1,6,2,1,0,0,3,0,0,3,2,3,1,0,2,2,0,7,2,1,0,1,2,13,0,1,0,0,4,2
321422B0100,32,9,0,1,5,8,2,0,1,4,1,0,1,0,5,3,3,2,3,3,11,6,0,0,3,2,24,2,0,0,2,3,3
321423B0100,32,5,1,2,15,21,3,5,2,9,4,2,8,2,16,9,8,6,6,2,25,18,4,2,6,6,68,1,4,0,5,10,8
321423C0100,32,5,0,1,13,21,2,1,1,15,2,4,8,4,19,14,8,7,4,1,20,16,7,5,8,4,61,1,2,0,0,16,13
321425B0100,32,9,0,0,1,7,2,0,1,1,1,0,1,2,7,3,1,1,1,1,6,6,2,1,0,1,13,2,1,0,0,4,2
321427B0100,32,9,1,0,2,4,2,0,0,2,1,0,3,1,6,2,2,2,4,1,10,9,2,0,3,4,16,2,1,0,1,4,2
321428B0100,32,9,0,0,3,7,1,0,1,1,0,0,2,0,1,0,0,1,0,0,5,4,3,0,2,3,20,0,1,0,1,5,3
321429B0100,32,9,1,0,3,4,0,0,0,3,0,0,1,0,3,2,1,3,2,0,2,3,1,1,0,1,15,1,0,0,0,2,2
321430B0100,32,9,1,2,9,12,6,0,1,3,3,0,5,3,8,5,4,7,5,1,10,12,3,5,6,3,48,4,5,0,1,13,4
321430C0100,32,9,0,1,4,17,0,1,1,7,2,0,6,1,15,2,7,5,1,1,20,17,6,2,4,8,62,1,1,0,5,9,12
321431B0100,32,9,0,1,0,4,1,0,1,3,0,0,3,0,6,1,1,7,1,1,9,11,2,0,1,3,16,1,0,0,1,6,5
321432B0100,32,9,0,0,6,11,0,0,1,4,1,1,7,0,14,4,2,3,4,0,17,6,2,2,1,1,29,0,1,0,1,6,3
321433B0100,32,2,1,3,9,11,2,4,0,8,0,0,3,2,12,6,4,6,5,1,20,11,1,2,2,4,63,2,2,0,1,15,5
321434B0100,32,2,0,0,10,14,1,0,0,5,2,2,0,3,10,5,3,7,4,2,24,13,1,2,7,4,43,2,1,0,1,9,5
321435B0100,32,5,5,1,8,30,3,1,4,11,4,1,7,3,20,13,6,16,9,1,37,24,7,3,8,12,67,4,2,0,6,18,14
321436B0100,32,9,1,0,1,4,0,0,0,4,0,1,3,0,3,4,0,3,2,1,7,7,0,1,1,2,14,1,1,0,0,0,2
321437B0100,32,2,0,0,5,6,0,0,0,4,1,0,1,0,7,0,1,3,2,0,13,11,0,0,2,3,15,1,0,0,1,6,2
321438B0100,32,9,0,1,3,3,2,0,0,4,0,1,2,2,8,3,1,5,2,2,15,9,1,4,3,0,23,3,0,0,3,7,7
321439B0100,32,2,1,2,3,9,3,0,0,6,0,1,4,3,11,6,2,3,1,1,19,9,4,1,4,6,28,1,2,0,1,6,3
321440B0100,32,9,0,0,1,4,0,0,1,2,1,0,2,0,3,3,1,2,3,0,8,3,0,1,1,1,18,1,1,0,2,1,1
321442B0100,32,9,1,0,11,18,2,0,3,7,0,2,9,1,20,12,3,9,9,1,30,23,7,4,4,9,69,0,2,0,6,18,6
321443B0100,32,9,0,1,10,14,0,0,0,11,1,0,4,3,5,6,5,8,1,0,23,16,1,1,6,6,35,1,1,0,1,7,9
321444B0100,32,9,1,0,5,5,3,0,1,7,0,1,2,2,6,6,0,1,2,0,10,9,2,1,2,4,20,2,1,0,3,5,5
321447B0100,32,9,0,1,7,9,1,0,0,2,2,1,3,0,3,4,3,1,3,0,10,9,3,3,2,4,33,2,0,0,2,6,4
321448B0100,32,9,0,1,2,9,0,2,0,3,1,1,2,1,5,1,0,3,0,0,4,5,2,3,3,9,27,0,1,0,3,4,3
321450B0100,32,9,0,1,6,16,1,0,2,12,3,0,8,2,14,7,5,8,4,2,18,16,3,1,5,7,37,3,3,0,3,12,9
321452B0100,32,9,1,1,14,15,1,3,1,7,3,4,5,2,12,9,4,6,3,1,25,18,5,2,4,9,47,2,1,0,4,13,5
321453B0100,32,9,1,0,10,19,5,0,2,7,3,0,3,2,13,10,1,6,7,1,15,12,3,1,4,2,47,2,6,0,4,18,6
321454B0100,32,9,0,0,2,5,0,1,2,5,1,1,4,0,5,9,4,4,1,1,14,5,5,0,3,2,32,0,2,0,1,4,4
321455B0100,32,9,2,2,10,14,1,0,1,7,2,1,4,3,11,6,1,6,4,1,28,16,3,1,4,7,41,4,3,0,0,11,7
321460B0100,32,9,1,1,4,5,1,0,0,0,0,0,1,0,7,2,1,2,2,2,8,9,1,1,1,2,13,1,2,0,0,1,5
321462B0100,32,9,0,0,4,3,0,0,0,0,0,0,0,2,3,0,2,3,2,0,5,9,0,0,1,0,14,0,0,0,0,2,4
321463B0100,32,9,0,0,1,4,2,1,0,5,1,0,2,0,3,4,2,6,4,0,17,6,6,0,5,4,25,1,1,0,0,6,2
321465B0100,32,5,1,1,7,15,1,0,1,9,1,1,8,2,19,5,2,4,5,0,25,13,4,1,1,4,54,4,2,0,1,11,8
321465C0100,32,5,0,1,7,15,2,0,3,4,3,1,2,1,15,5,6,8,5,0,14,13,3,5,1,7,55,0,0,0,2,9,7
321466B0100,32,5,0,0,14,16,2,1,1,14,3,0,5,5,11,7,2,8,3,1,34,24,5,2,6,4,63,0,0,0,3,12,11
321467B0100,32,5,0,1,11,12,1,1,2,2,1,0,8,1,14,6,1,2,5,0,21,13,1,1,7,2,45,0,4,0,4,13,7
321467C0100,32,5,0,0,6,15,2,1,1,7,2,1,3,2,15,1,4,5,3,1,12,17,3,2,8,5,45,1,1,0,2,11,13
321468B0100,32,5,0,0,7,11,3,1,3,7,2,0,7,1,14,7,8,7,2,0,25,13,5,0,5,7,45,1,1,0,4,18,16
321468C0100,32,5,1,2,13,11,2,1,1,5,5,0,5,2,9,5,1,5,4,0,23,11,2,3,4,6,52,0,2,0,2,15,9
321470B0100,32,9,1,0,14,18,1,1,1,3,0,1,5,0,16,6,6,6,1,0,20,12,5,7,3,7,47,3,2,0,3,9,7
321470C0100,32,9,2,2,9,19,3,0,0,7,2,1,4,1,14,4,5,3,8,1,18,10,5,0,6,7,43,2,3,0,4,12,7
321471B0100,32,5,3,1,9,13,4,0,0,11,2,1,7,2,10,4,4,6,2,2,24,17,4,4,7,6,54,2,2,0,0,13,12
321472B0100,32,2,1,1,8,18,5,1,3,12,0,0,8,2,17,6,5,11,2,0,26,19,1,2,8,3,66,2,0,0,1,10,9
321473B0100,32,9,0,0,4,5,2,0,0,2,3,1,4,0,6,1,1,1,2,0,3,4,1,0,2,2,12,1,0,0,0,5,5
321474B0100,32,9,0,0,5,5,0,0,1,3,0,0,1,0,1,2,4,2,0,1,13,0,1,2,2,1,14,0,0,0,0,1,1
321475B0100,32,9,1,2,7,11,1,0,0,4,2,1,1,1,5,1,3,3,3,0,12,9,2,2,5,3,27,0,1,0,5,4,4
321476B0100,32,9,2,0,5,5,0,1,0,3,1,1,4,0,5,2,3,2,4,1,4,3,1,0,5,1,16,0,0,0,2,2,2
321478B0100,32,9,1,3,5,9,2,0,3,7,2,2,3,2,10,10,7,5,3,0,17,13,5,1,1,4,35,0,3,0,3,9,10
321479B0100,32,9,0,0,3,9,5,0,0,1,0,0,2,0,7,3,1,0,2,1,7,7,2,1,2,2,18,1,0,0,2,0,3
321480B0100,32,9,0,2,5,8,1,0,0,4,3,0,5,2,7,1,3,0,4,1,11,13,0,2,1,0,27,1,1,0,2,8,1
321481B0100,32,2,0,1,3,7,0,0,1,3,1,1,4,1,12,6,5,2,1,2,12,9,2,1,2,3,45,0,2,0,1,10,5
321482B0100,32,9,1,1,9,6,0,0,0,3,2,1,3,1,15,4,0,6,5,2,16,12,3,2,0,1,37,2,1,0,1,15,5
321483B0100,32,9,0,0,1,2,1,0,0,3,1,0,1,2,5,3,0,3,2,1,6,6,0,1,2,4,23,1,1,0,2,6,3
321484B0100,32,2,0,2,2,5,0,0,0,4,2,0,1,1,4,6,3,0,1,0,8,6,1,1,2,0,15,0,0,0,2,3,3
321485B0100,32,9,3,3,15,23,5,0,2,7,4,3,7,5,24,11,7,13,10,1,33,30,9,3,8,14,72,5,0,0,1,16,14
321485E0100,32,9,0,1,5,6,2,1,1,4,1,1,5,1,5,2,2,3,3,0,7,7,2,0,3,3,18,1,0,0,2,6,1
321486B0100,32,5,2,1,14,19,0,3,0,6,3,1,4,3,16,9,3,13,3,0,31,12,4,4,8,4,59,1,2,0,4,10,14
321486C0100,32,5,1,2,8,17,2,1,3,16,0,1,9,0,14,14,4,9,6,0,30,12,3,2,5,1,56,0,2,0,1,12,13
321486C0200,32,5,0,0,8,11,2,1,3,5,1,0,4,2,20,7,3,10,7,2,25,18,5,7,5,8,70,4,2,0,3,13,5
321487B0100,32,5,0,1,5,21,3,0,0,10,2,0,3,3,13,10,3,3,7,1,24,12,1,4,2,2,42,1,3,0,3,6,6
321487C0100,32,5,2,1,10,12,5,0,0,8,2,1,4,4,12,8,2,6,4,0,21,18,3,2,6,3,35,3,1,0,4,15,9
321488B0100,32,2,2,0,3,3,2,1,0,4,0,0,4,0,12,1,2,2,2,0,14,2,4,0,2,0,32,1,0,0,3,5,4
321489B0100,32,5,2,2,14,16,2,0,1,16,3,3,12,2,21,8,5,14,7,1,42,32,10,3,7,6,95,7,3,0,7,19,10
321490B0100,32,5,1,0,10,21,6,2,0,12,2,1,7,1,25,8,1,11,11,1,25,18,7,7,5,8,71,2,3,0,2,12,10
321491B0100,32,5,1,1,6,20,2,2,1,12,3,4,7,1,17,13,5,7,6,3,25,24,3,3,7,1,50,2,1,0,4,20,9
321492B0100,32,5,3,1,12,26,4,0,3,13,4,1,9,6,22,8,7,12,10,2,35,25,8,3,8,14,81,5,4,0,3,21,16
321493B0100,32,2,2,0,13,15,3,2,0,12,1,2,6,0,17,4,3,7,4,1,35,14,2,2,6,6,46,1,0,0,2,18,8
321493C0100,32,2,1,2,5,17,3,0,3,11,3,2,5,2,17,6,1,7,4,0,26,16,3,2,6,4,50,3,1,0,4,7,8
321494B0100,32,5,0,2,7,8,1,1,3,13,5,1,4,5,13,7,2,10,4,1,26,18,7,1,3,4,52,3,5,0,4,10,13
321494S0100,32,5,4,1,24,28,5,1,2,17,6,2,10,4,29,13,7,18,10,3,69,44,15,7,19,11,149,3,7,0,16,39,23
321495B0100,32,2,0,0,18,8,3,2,1,9,2,1,3,4,11,10,2,10,3,4,23,19,3,3,2,2,69,2,2,0,4,8,13
321495C0100,32,2,0,1,11,10,2,0,2,9,3,1,5,2,10,3,6,2,2,3,16,16,3,2,5,6,54,0,3,0,0,19,6
321496B0100,32,5,5,0,12,19,3,0,0,10,2,3,3,2,15,9,4,1,1,0,28,12,4,3,5,3,58,0,4,0,2,11,15
321497B0100,32,5,1,1,20,27,6,0,2,10,5,3,9,5,14,4,5,14,7,1,29,29,8,6,10,12,95,5,5,0,4,23,16
321497C0100,32,5,3,1,12,21,4,0,4,13,6,3,13,3,31,12,5,12,7,2,30,18,6,3,5,12,101,4,3,0,4,27,16
321498B0100,32,5,3,3,11,18,3,1,0,9,2,5,3,3,12,9,4,9,6,1,41,32,5,3,7,6,93,2,8,0,5,12,13
321498C0100,32,5,2,2,9,14,3,2,4,14,3,1,6,4,19,5,2,11,7,0,42,29,4,3,9,8,76,6,4,0,1,25,12
321498C0200,32,5,1,2,10,13,3,1,5,11,4,4,4,0,24,14,7,8,11,1,29,16,10,7,6,11,76,5,3,0,6,12,11
321498C0300,32,5,0,1,12,27,4,1,2,7,3,2,7,2,23,15,7,6,7,1,26,18,5,4,7,9,82,3,2,0,6,16,9
321499B0100,32,5,0,1,13,20,2,2,1,10,4,1,7,1,15,10,6,5,4,3,24,11,8,6,8,3,64,6,5,0,7,21,14
321499C0100,32,5,4,2,5,18,5,0,1,11,2,4,9,3,20,13,4,7,5,0,25,20,6,7,10,9,69,3,0,0,1,17,15
321501B0100,32,9,0,1,8,10,1,0,1,5,3,8,5,0,12,6,2,2,0,0,14,17,1,2,5,3,35,1,1,0,1,13,8
321502B0100,32,2,1,1,13,28,5,2,4,11,6,3,4,0,15,9,6,8,9,1,40,16,7,3,14,4,80,3,4,0,4,18,14
321503B0100,32,9,0,0,3,8,3,0,2,2,1,0,0,1,4,1,1,3,4,1,11,8,2,0,1,3,22,2,0,0,2,5,9
321504B0100,32,9,2,2,4,5,0,0,0,5,0,0,2,0,6,3,1,4,2,1,7,6,2,0,2,2,32,0,0,0,4,7,6
321505B0100,32,9,2,0,2,8,1,0,2,3,0,0,2,3,8,7,0,1,2,1,9,12,1,2,2,3,23,2,2,0,0,4,1
321506B0100,32,9,0,2,7,7,1,2,1,8,2,1,2,0,6,3,2,1,0,0,14,13,4,2,2,1,46,0,0,0,2,9,3
321507B0100,32,9,1,1,14,15,4,2,2,9,2,0,6,2,13,13,2,6,2,3,29,18,4,1,2,8,50,1,4,0,5,15,11
321508B0100,32,9,3,1,9,15,4,0,1,6,3,3,6,4,19,16,5,9,9,1,33,19,8,2,6,9,47,1,4,0,1,15,8
321510B0100,32,9,2,0,4,14,1,0,1,3,0,1,0,4,15,5,2,3,4,1,11,5,4,0,2,3,30,1,0,0,2,5,1
321510E0100,32,9,1,0,7,13,1,0,3,8,1,1,3,4,12,7,5,5,0,0,19,15,3,0,5,5,41,1,3,0,4,9,10
321511B0100,32,9,1,0,8,11,3,1,0,6,2,1,4,1,12,9,3,5,7,1,17,12,4,1,3,7,48,5,1,0,1,12,20
321511C0100,32,9,0,2,2,9,1,0,1,7,5,2,4,1,9,8,3,3,4,1,18,15,4,2,3,8,47,1,0,0,3,10,4
321512B0100,32,9,0,0,4,7,1,0,0,3,1,1,4,1,5,2,1,1,1,1,12,6,1,1,1,5,17,0,0,0,1,1,1
321513B0100,32,9,0,0,2,4,0,0,1,1,0,0,2,1,1,5,0,2,3,0,10,7,2,1,1,2,17,1,1,0,1,4,5
321514B0100,32,9,0,1,7,9,5,1,3,8,4,0,2,1,16,7,5,6,4,0,24,10,2,2,4,2,44,0,0,0,2,9,6
321515B0100,32,9,0,0,2,1,0,0,1,1,2,0,0,2,6,2,0,2,1,0,2,6,1,1,5,1,20,1,2,0,1,1,4
321518B0100,32,9,1,0,2,5,1,0,0,6,2,1,2,1,9,4,1,3,1,0,6,7,3,0,4,1,32,1,0,0,2,2,2
321519B0100,32,9,2,2,6,4,0,1,0,0,4,3,1,1,7,4,1,2,0,0,9,6,2,0,3,6,36,2,1,0,1,8,4
321520B0100,32,9,0,2,1,3,1,0,0,1,2,0,2,1,9,3,2,2,0,0,4,7,2,2,0,1,14,1,1,0,0,6,2
321521B0100,32,9,0,0,4,7,0,1,0,7,0,0,2,2,2,1,5,0,2,2,9,6,1,1,1,2,19,0,1,0,4,3,5
321522B0100,32,9,0,0,3,7,1,0,0,3,1,2,3,2,9,5,1,3,2,0,15,8,1,1,1,3,23,0,0,0,0,6,8
321523B0100,32,5,1,1,6,19,3,0,1,11,2,2,3,3,13,6,1,8,5,0,20,17,3,2,0,7,52,2,1,0,2,11,10
321523C0100,32,5,3,1,6,9,1,0,2,2,2,1,7,2,17,2,8,5,9,0,18,13,0,3,5,5,49,3,1,0,1,13,3
321524B0100,32,9,1,2,6,8,0,1,2,5,2,0,2,1,5,3,2,5,2,0,11,12,1,1,3,1,19,0,1,0,0,4,3
321525B0100,32,5,2,4,18,20,2,0,2,9,3,0,9,1,18,13,4,10,5,1,35,28,8,5,9,12,81,2,1,0,3,16,13
321526B0100,32,5,2,2,5,18,3,0,4,11,3,2,3,2,11,3,2,10,6,1,20,13,2,3,4,6,59,2,3,0,5,11,5
321526C0100,32,5,1,1,5,17,5,0,2,3,2,0,2,4,11,10,4,6,6,1,25,19,2,0,9,7,47,4,1,0,1,17,9
321527B0100,32,5,1,2,14,24,4,2,1,12,2,0,10,7,19,15,4,12,9,3,25,23,8,2,6,11,88,6,3,0,5,18,13
321527C0100,32,5,0,0,9,17,5,1,2,9,2,4,6,2,22,10,6,7,9,0,31,35,3,6,7,6,94,2,1,0,5,16,12
321528B0100,32,9,3,1,11,23,6,0,0,13,4,3,7,2,18,10,7,12,9,2,38,22,5,5,4,12,85,3,2,0,8,22,16
321529B0100,32,5,1,0,8,18,2,2,1,5,2,2,8,3,13,4,3,14,0,0,17,23,6,4,8,5,48,3,0,0,2,12,12
321530B0100,32,2,0,4,5,8,3,0,0,8,3,0,4,3,13,17,4,7,3,1,34,21,2,0,4,4,42,2,4,0,1,9,7
321531B0100,32,5,0,2,16,20,4,2,0,8,3,1,8,2,25,10,5,8,7,1,24,22,3,0,4,12,52,3,5,0,6,12,18
321531C0100,32,5,0,0,13,14,2,1,3,7,3,4,7,2,18,7,3,7,7,1,36,28,7,4,8,8,60,1,1,0,0,16,9
321532B0100,32,5,3,1,8,21,4,0,0,14,7,5,2,3,20,9,6,10,7,2,37,19,6,2,4,4,73,3,2,0,6,20,12
321533B0100,32,5,0,2,11,19,4,1,2,16,4,1,14,1,19,12,7,13,11,1,35,24,3,2,5,9,76,6,3,0,7,23,14
321534B0100,32,2,1,0,8,15,1,0,0,7,1,0,4,2,18,11,3,4,3,2,22,12,6,2,11,2,56,1,1,0,2,11,9
321534C0100,32,2,1,1,3,12,2,2,1,7,3,2,3,1,8,7,2,6,9,0,26,18,3,3,2,5,48,3,1,0,3,10,6
321535B0100,32,5,0,4,14,28,4,2,3,13,2,4,5,3,19,10,5,3,9,1,29,32,7,8,9,8,94,3,6,0,4,23,13
321535C0100,32,5,4,1,14,25,5,0,0,12,6,1,11,3,24,7,7,7,9,3,35,23,6,2,6,12,115,1,1,0,5,17,16
321535C0200,32,5,6,1,11,24,5,2,2,11,11,4,16,4,32,11,4,11,4,1,40,32,5,4,4,9,75,2,5,0,5,14,17
321536B0100,32,5,2,0,8,8,3,0,4,7,3,1,4,2,10,11,8,9,5,2,35,18,8,3,6,6,59,2,2,0,2,15,7
321537B0100,32,2,1,0,4,7,1,0,0,4,3,1,3,0,6,3,2,4,7,2,9,8,2,1,1,2,33,1,2,0,4,6,8
321538B0100,32,2,0,2,20,13,5,1,2,12,3,1,5,2,14,8,9,10,11,4,39,31,3,1,4,5,78,4,2,0,4,18,13
321538C0100,32,2,4,0,9,29,2,1,4,4,1,1,11,6,24,10,1,7,6,0,28,14,5,4,8,14,70,7,3,0,4,16,18
321539B0100,32,9,2,0,14,16,3,0,4,9,3,1,4,1,14,6,2,7,6,1,18,26,7,0,6,8,57,3,3,0,4,9,15
321540B0100,32,2,0,1,6,6,0,2,0,5,2,0,3,1,11,0,0,1,3,1,14,7,0,0,1,6,21,3,3,0,4,9,4
321541B0100,32,9,1,1,7,20,0,0,2,9,1,0,4,1,13,6,5,6,7,2,12,11,4,2,4,3,37,1,3,0,4,12,12
321542B0100,32,9,2,0,5,3,0,0,0,3,1,1,1,0,6,1,0,3,2,0,8,7,0,0,0,2,16,0,0,0,1,3,1
321543B0100,32,9,1,2,4,10,3,1,1,6,3,0,2,1,11,6,2,4,5,1,18,10,8,4,5,2,34,1,0,0,6,8,9
321544B0100,32,2,0,0,4,7,0,1,1,3,1,1,4,2,5,3,1,3,1,0,14,9,1,0,2,2,25,1,2,0,0,8,4
321545B0100,32,9,0,0,6,4,1,0,0,6,0,1,6,0,10,2,1,3,1,0,9,14,3,1,3,4,30,2,1,0,5,8,6
321546B0100,32,2,1,1,8,8,1,0,0,4,1,1,4,2,12,4,4,3,5,0,7,11,0,0,2,2,35,1,0,0,0,7,4
321547B0100,32,9,1,0,1,3,2,0,0,2,2,0,3,0,4,2,0,5,3,0,5,9,2,0,3,2,20,0,2,0,0,6,4
321549B0100,32,9,0,1,5,14,2,0,1,7,0,1,5,2,10,9,2,5,4,0,11,13,2,0,3,4,39,2,0,0,1,9,7
321550B0100,32,9,0,0,3,4,1,0,0,1,1,0,2,0,4,4,2,2,1,0,7,3,2,0,2,2,18,0,0,0,0,5,3
321551B0100,32,9,0,0,10,15,2,2,0,8,2,2,7,2,18,3,3,12,4,0,27,24,8,2,9,8,40,3,2,0,4,16,9
321552B0100,32,9,2,1,6,8,1,0,1,1,1,2,1,1,6,2,1,3,2,1,6,5,0,1,4,6,27,1,1,0,3,3,7
321553B0100,32,9,0,0,5,9,0,1,2,6,0,0,5,1,10,5,1,4,3,1,12,9,2,2,0,6,38,0,1,0,2,7,6
321555B0100,32,9,0,0,4,14,3,1,1,4,2,1,7,0,11,4,2,3,2,2,18,13,4,1,6,7,34,1,3,0,2,10,8
321557B0100,32,9,2,2,4,11,6,1,2,10,1,1,5,1,11,9,5,7,4,0,17,15,6,2,4,4,45,5,3,0,6,17,9
321558B0100,32,9,1,0,5,7,1,1,0,3,0,2,3,1,12,2,3,5,2,1,17,3,0,1,5,1,28,3,0,0,3,5,4
321559B0100,32,5,1,1,20,29,5,6,3,11,3,4,11,3,19,10,5,9,9,1,40,22,8,0,8,4,89,2,5,0,5,17,20
321560B0100,32,2,2,1,6,11,2,0,1,7,2,2,4,1,15,11,3,5,2,0,18,17,2,3,3,7,55,1,2,0,1,13,9
321561B0100,32,9,1,2,8,9,2,0,1,9,0,0,5,2,22,6,5,12,6,0,19,17,5,2,5,3,65,3,3,0,1,20,6
321562B0100,32,9,3,0,7,13,4,1,0,8,2,3,5,1,14,12,4,6,3,3,25,15,4,2,9,12,66,2,2,0,3,10,4
321563B0100,32,9,0,0,7,13,0,2,1,11,3,1,5,2,8,6,2,3,4,2,20,14,2,1,3,5,46,1,2,0,8,8,5
321563C0100,32,9,1,1,9,12,3,0,0,7,1,0,9,3,14,7,2,2,1,1,19,17,3,2,4,8,34,1,1,0,3,10,6
321564B0100,32,9,0,1,2,5,1,0,2,3,6,1,8,3,10,11,4,9,3,2,20,13,4,3,2,4,31,1,1,0,4,5,3
321566B0100,32,9,0,0,5,5,0,1,0,1,2,0,3,2,6,3,4,2,3,0,5,9,2,0,2,1,20,2,0,0,0,2,3
321567B0100,32,9,0,0,6,1,0,0,0,2,2,0,1,4,0,3,2,4,0,0,5,9,2,2,0,3,21,2,0,0,4,3,4
321568B0100,32,9,0,1,0,6,0,0,1,0,0,0,3,0,4,1,1,2,0,1,4,4,0,0,1,1,12,0,0,0,0,4,3
321569B0100,32,9,0,2,7,20,1,2,0,5,0,0,3,0,7,6,6,2,4,4,20,13,1,4,4,6,40,3,4,0,4,19,9
321570B0100,32,2,0,0,4,2,2,0,0,4,0,0,3,2,7,1,3,6,2,1,17,9,3,0,1,2,21,0,2,0,2,15,6
321571B0100,32,9,0,0,3,11,2,1,0,6,0,1,2,3,13,2,2,2,2,1,9,3,6,2,1,2,34,3,0,0,2,2,3
321573B0100,32,9,1,2,5,6,0,3,1,10,3,1,6,0,13,4,3,6,3,0,28,12,1,2,6,5,31,1,1,0,4,9,4
321575B0100,32,9,1,0,4,9,1,0,1,3,3,1,1,1,3,3,2,2,4,1,11,8,3,2,0,3,26,1,1,0,1,8,6
321576B0100,32,9,1,0,4,11,1,0,2,6,1,0,3,0,7,7,0,4,1,0,15,9,2,1,1,3,31,2,1,0,1,4,2
321577B0100,32,9,2,0,7,11,5,0,1,7,1,1,6,2,14,6,2,2,4,0,22,14,5,0,3,6,41,1,1,0,3,9,6
321578B0100,32,9,2,1,6,16,2,0,1,11,1,0,4,3,21,8,6,2,6,4,22,31,4,3,13,10,85,0,0,0,4,18,13
321579B0100,32,9,0,0,4,2,1,0,2,0,1,1,1,1,3,2,0,1,2,0,9,7,1,1,1,6,21,0,0,0,3,5,3
321580B0100,32,9,1,0,3,13,0,1,1,7,2,0,4,3,7,7,3,4,2,0,12,15,4,1,4,1,38,2,1,0,0,14,7
321582B0100,32,9,1,0,4,7,1,1,0,2,0,0,2,0,1,2,1,3,0,0,5,5,0,0,2,1,14,0,0,0,0,3,5
321584B0100,32,9,0,0,7,8,2,1,1,9,3,3,2,2,17,7,3,5,4,1,17,15,4,3,9,7,41,1,1,0,3,11,5
321585B0100,32,9,0,0,2,7,0,2,1,7,1,1,4,2,7,6,1,5,5,3,14,17,2,4,5,4,35,0,2,0,2,11,10
321586B0100,32,9,3,1,19,19,4,2,1,10,2,3,9,0,26,11,2,13,8,2,36,27,5,3,7,8,80,2,2,0,4,10,12
321587B0100,32,9,0,0,4,6,0,0,0,3,1,0,2,0,6,4,0,2,2,0,7,7,3,0,1,3,20,1,1,0,1,3,3
321588B0100,32,9,0,0,6,7,0,0,0,3,0,0,3,1,5,1,2,2,3,0,12,8,2,0,1,1,28,1,2,0,1,9,3
321588E0100,32,9,0,0,0,3,0,0,0,1,0,0,0,1,1,1,0,2,0,0,5,2,0,1,2,1,11,1,0,0,4,2,0
321589B0100,32,9,0,0,4,6,1,0,1,6,1,0,1,1,6,2,3,2,2,0,11,6,3,1,2,4,26,1,0,0,2,5,7
321590B0100,32,9,0,1,8,10,0,0,0,7,0,1,1,0,13,5,1,8,4,0,9,12,7,2,6,4,35,1,2,0,3,10,6
321591B0100,32,9,0,0,7,6,0,0,1,4,1,0,2,1,10,2,1,1,0,0,19,4,1,1,1,2,27,0,0,0,0,2,5
