CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CI1,CI2,CNR,NULOS
'082475B0100',8,7,18,11,2,1,3,2,23,23,8,2,3,13,13,3,2,0,0,8,8,9
'082477B0100',8,14,24,35,0,3,4,7,50,24,17,6,21,30,14,3,2,3,1,23,23,18
'082478B0100',8,5,19,22,0,1,2,1,44,16,12,11,10,15,13,5,2,0,1,15,16,17
'082479B0100',8,5,14,24,0,1,1,1,51,19,9,10,18,22,2,1,6,0,0,14,15,15
'082479C0100',8,5,11,21,0,2,4,3,34,20,10,7,13,19,7,4,5,1,0,13,19,17
'082480B0100',8,14,22,53,0,2,10,4,65,34,15,11,11,33,20,5,6,5,0,24,18,27
'082481B0100',8,5,17,36,0,0,8,2,44,22,12,11,23,35,10,5,7,1,0,16,18,18
'082481C0100',8,5,26,34,0,0,9,3,41,18,15,7,16,24,14,5,3,4,0,22,13,16
'082481S0100',8,5,42,64,1,3,10,6,98,43,36,14,34,54,29,7,7,4,3,50,49,30
'082482B0100',8,5,11,25,0,0,10,3,36,13,10,4,14,23,5,1,3,2,0,18,8,12
'082482C0100',8,5,13,25,0,0,2,1,27,21,7,11,14,24,10,2,2,0,0,9,14,13
'082483B0100',8,14,32,52,0,1,7,1,59,25,21,4,26,32,19,1,6,3,1,23,23,22
'082483C0100',8,14,30,35,2,2,9,2,46,24,21,5,25,33,17,3,9,1,0,32,20,27
'082484B0100',8,14,17,36,0,2,3,3,44,26,11,8,20,31,14,3,7,0,1,23,14,19
'082485B0100',8,14,18,30,0,1,3,2,51,29,15,10,22,37,15,6,5,5,1,25,26,21
'082486B0100',8,5,18,23,0,0,2,3,40,16,8,5,6,25,17,3,3,0,0,14,23,22
'082486C0100',8,5,24,38,0,2,6,1,31,18,9,4,12,19,11,2,6,1,0,16,9,14
'082487B0100',8,5,11,34,0,1,9,2,37,27,10,5,14,27,14,4,10,2,0,21,19,17
'082487C0100',8,5,18,38,2,0,6,3,43,20,11,7,15,19,15,3,5,3,1,15,10,16
'082488B0100',8,14,10,45,0,0,9,1,55,28,11,10,13,28,11,3,4,4,0,21,20,22
'082488C0100',8,14,14,51,0,1,6,0,48,22,17,11,24,28,16,3,7,0,1,15,30,14
'082489B0100',8,14,27,34,1,4,6,1,57,40,19,9,29,42,14,6,4,4,0,25,28,21
'082489C0100',8,14,24,35,0,0,8,6,65,27,15,14,25,32,17,3,9,2,0,26,33,24
'082490B0100',8,14,22,34,0,0,6,1,30,30,17,10,17,26,16,9,10,3,0,23,18,12
'082490C0100',8,14,20,42,0,2,4,7,40,25,10,11,13,36,13,3,6,5,0,13,26,18
'082491B0100',8,14,12,43,0,1,6,1,53,17,19,10,18,26,10,5,3,1,1,23,26,25
'082491C0100',8,14,22,52,0,0,8,0,50,37,15,9,16,32,12,8,5,4,0,20,18,26
'082491C0200',8,14,18,44,0,1,4,2,49,25,18,8,19,29,14,4,7,1,0,23,17,12
'082492B0100',8,14,27,35,1,3,5,0,43,17,14,9,20,38,15,5,4,4,0,21,22,14
'082492C0100',8,14,24,40,0,0,7,0,42,22,27,17,15,33,12,4,6,1,1,22,15,24
'082492C0200',8,14,17,42,1,0,4,2,57,27,17,9,19,32,12,2,7,1,0,23,16,18
'082492C0300',8,14,25,44,0,0,4,0,50,21,18,11,17,32,11,2,7,3,1,22,10,23
'082492C0400',8,14,28,45,0,0,7,0,41,28,12,10,16,39,13,5,11,4,0,22,15,18
'082493B0100',8,14,27,43,0,1,9,2,48,21,13,9,34,27,15,2,2,2,3,23,19,29
'082493C0100',8,14,22,46,1,2,4,4,54,36,15,3,28,27,14,11,5,4,0,24,22,19
'082493C0200',8,14,13,49,1,3,8,2,55,22,17,6,12,36,12,6,7,6,1,31,12,26
'082493C0300',8,14,27,35,1,1,3,3,57,36,17,8,18,27,9,5,5,0,0,19,27,17
'082495B0100',8,5,5,8,0,0,1,0,12,6,1,3,3,9,5,0,2,0,0,6,1,7
'082498B0100',8,5,5,13,0,2,1,1,14,9,4,3,4,11,4,1,2,2,0,8,7,5
'082499B0100',8,5,7,17,0,1,3,2,33,7,9,3,13,18,3,1,5,1,0,14,6,6
'082500B0100',8,14,23,39,0,3,8,4,47,23,16,8,20,21,11,3,6,3,0,16,22,22
'082501B0100',8,5,6,18,0,1,2,0,17,9,4,7,4,13,9,0,1,0,0,6,7,7
'082502B0100',8,5,7,18,1,0,3,0,16,7,5,3,6,3,1,0,1,2,0,3,3,1
'082503B0100',8,5,4,12,0,0,1,0,5,8,2,2,3,11,3,1,2,1,0,5,4,9
'082504B0100',8,5,10,18,0,2,6,0,22,9,4,3,6,18,4,1,0,1,0,10,9,8
'082505B0100',8,5,9,15,0,0,3,1,20,7,3,3,6,8,5,1,2,0,0,15,6,10
'082507B0100',8,14,16,35,1,0,3,1,45,28,12,13,27,27,12,3,11,5,1,20,25,22
'082507C0100',8,5,20,22,0,0,2,3,41,21,14,6,9,26,19,3,8,1,0,14,15,16
'082507C0200',8,5,14,33,0,2,8,6,49,23,10,15,15,21,18,6,6,1,1,17,11,14
'082509B0100',8,11,19,43,0,0,4,7,55,31,10,7,15,32,9,2,6,2,0,17,14,22
'082510B0100',8,2,18,24,0,1,5,2,32,17,8,2,17,19,7,2,6,1,0,14,14,12
'082510C0100',8,2,13,20,0,0,2,1,27,18,12,7,14,13,13,2,8,0,1,13,10,15
'082511B0100',8,11,23,38,0,0,10,1,45,25,9,8,17,26,10,3,9,0,1,19,17,20
'082511C0100',8,11,15,33,0,2,11,2,44,15,19,10,23,31,11,4,5,4,0,21,16,17
'082512B0100',8,2,20,21,0,0,1,0,35,19,11,9,11,14,3,1,4,0,0,9,9,10
'082513B0100',8,11,20,39,0,2,7,2,39,28,8,9,13,30,14,3,11,1,0,21,17,21
'082514B0100',8,2,21,19,0,0,3,0,29,20,13,6,12,15,7,5,7,0,3,13,12,11
'082515B0100',8,11,16,38,1,2,5,4,48,15,15,12,21,29,17,3,7,1,0,8,20,20
'082516B0100',8,11,21,35,0,1,5,0,57,41,9,18,29,26,24,8,6,1,1,32,25,20
'082517B0100',8,2,17,32,0,2,7,0,46,12,13,6,14,24,10,5,10,1,0,7,15,15
'082518B0100',8,16,31,40,0,0,5,5,62,22,14,9,17,29,10,3,7,7,0,27,24,23
'082519B0100',8,16,25,33,0,0,2,6,53,24,12,5,17,27,8,1,6,0,0,16,16,16
'082519C0100',8,16,15,33,0,0,2,0,50,18,9,9,16,24,12,1,8,2,0,18,16,18
'082519C0200',8,16,19,18,1,0,4,2,46,26,9,11,12,28,13,4,3,4,1,21,33,17
'082520B0100',8,16,31,48,0,1,7,1,54,26,14,7,26,32,17,3,6,5,1,24,21,21
'082520C0100',8,16,20,50,0,1,7,3,68,27,20,9,26,38,16,8,3,6,1,13,24,19
'082520C0200',8,16,31,40,0,1,6,5,49,25,14,10,21,45,16,9,8,2,1,23,17,15
'082520C0300',8,16,22,34,0,1,8,3,55,32,11,8,24,38,14,7,10,1,0,24,17,22
'082520C0400',8,16,24,41,0,3,3,3,44,28,20,11,17,33,15,4,6,3,0,26,19,19
'082520C0500',8,16,20,40,0,0,6,2,54,27,14,14,19,32,14,4,3,2,0,22,22,27
'082521B0100',8,7,7,12,0,0,3,0,12,9,3,2,12,8,7,0,3,1,0,10,3,9
'082522B0100',8,7,8,7,0,0,2,0,11,4,6,2,1,7,3,0,4,1,0,9,3,3
'082523B0100',8,7,12,23,0,1,5,0,21,10,8,2,5,15,6,1,0,2,1,15,10,6
'082524B0100',8,7,7,10,0,0,3,0,10,5,5,3,3,8,7,1,2,1,0,6,8,2
'082525B0100',8,7,7,12,0,1,5,0,12,6,4,3,2,20,8,0,4,2,0,5,8,2
'082527B0100',8,7,2,9,0,0,0,0,12,6,3,3,3,1,4,0,0,0,0,1,3,2
'082528B0100',8,14,32,44,1,1,8,3,44,26,22,10,27,50,14,6,8,3,0,27,13,18
'082528C0100',8,14,23,46,0,2,5,2,66,27,23,12,20,32,10,2,4,3,2,14,22,22
'082528C0200',8,14,23,44,0,1,9,1,45,27,17,10,21,38,11,5,4,2,1,21,21,19
'082529B0100',8,5,18,38,0,0,2,3,28,17,8,11,11,26,10,2,2,0,0,14,11,19
'082529C0100',8,5,11,32,0,1,1,3,43,19,14,11,20,22,10,2,4,0,0,15,13,19
'082530B0100',8,5,10,22,1,0,3,4,30,22,7,7,11,23,13,1,5,0,0,15,9,12
'082530C0100',8,5,19,27,0,2,2,1,27,14,8,5,14,21,9,1,4,3,1,16,18,11
'082531B0100',8,14,29,47,0,0,7,1,64,31,20,12,28,33,13,3,9,5,1,28,22,18
'082531C0100',8,14,29,40,0,0,6,1,44,29,15,12,14,32,22,2,10,1,0,30,33,20
'082532B0100',8,5,10,19,0,0,3,0,16,8,9,7,7,15,6,1,3,0,0,9,6,12
'082533B0100',8,14,27,41,0,0,9,2,58,15,15,10,15,43,12,5,13,1,1,18,18,24
'082534B0100',8,14,21,51,0,0,1,4,45,18,12,12,17,39,12,3,9,4,0,30,29,29
'082535B0100',8,5,12,23,0,2,3,2,31,12,11,0,16,14,7,3,0,1,0,11,15,16
'082537B0100',8,5,22,28,0,0,2,1,43,24,18,8,10,19,11,3,9,2,0,14,13,14
'082537C0100',8,5,18,27,0,2,5,2,34,14,13,9,19,17,12,6,2,0,1,16,17,18
'082538B0100',8,14,22,36,0,1,4,1,52,35,21,10,20,33,15,5,5,3,1,22,26,19
'082538C0100',8,14,13,38,1,0,4,0,67,24,15,15,20,28,11,4,4,2,0,24,24,22
'082539B0100',8,5,7,8,0,1,1,1,23,18,9,9,10,16,6,4,8,0,0,10,12,8
'082540B0100',8,5,13,11,0,0,4,0,22,17,10,5,11,13,8,1,3,1,1,9,7,15
'082541B0100',8,14,21,41,0,1,8,1,49,22,19,14,24,36,17,3,6,7,1,19,22,28
'082542B0100',8,14,18,33,0,1,7,1,55,28,13,5,17,29,10,3,5,2,0,18,22,17
'082542C0100',8,14,16,39,0,4,6,3,52,25,9,11,9,33,10,2,8,0,0,19,19,18
'082542C0200',8,14,17,34,0,0,5,3,59,19,13,8,22,30,10,2,2,3,0,15,23,12
'082543B0100',8,14,22,47,1,2,7,1,54,19,14,5,15,35,17,4,5,2,0,17,23,15
'082544B0100',8,5,12,27,0,0,3,2,28,14,13,9,10,25,12,3,4,0,0,14,17,12
'082544C0100',8,5,15,23,1,0,2,2,23,19,9,8,13,22,5,3,3,1,0,15,12,10
'082545B0100',8,9,11,24,0,2,2,0,23,13,6,8,14,16,8,2,9,1,0,11,17,9
'082545C0100',8,9,16,30,0,0,2,4,24,16,9,5,6,30,10,0,3,0,0,15,13,9
'082546B0100',8,18,19,36,0,0,3,1,55,27,16,5,19,30,7,5,8,1,0,25,19,18
'082547B0100',8,9,5,9,0,1,4,1,29,8,7,6,6,8,6,2,3,2,0,4,8,7
'082548B0100',8,9,24,35,1,0,3,4,46,32,15,8,17,22,13,4,2,1,0,13,15,19
'082549B0100',8,18,22,40,0,0,2,5,46,31,19,11,17,33,11,1,7,1,0,23,24,22
'082550B0100',8,18,23,59,0,1,5,2,49,27,26,11,25,44,16,2,3,3,0,29,20,21
'082552B0100',8,9,5,4,0,0,4,1,11,4,2,0,3,4,4,0,0,0,0,2,2,3
'082554B0100',8,9,14,14,0,1,2,0,17,13,8,8,10,14,1,1,4,0,0,9,4,7
'082555B0100',8,9,5,6,0,1,2,1,7,4,2,0,3,4,3,1,2,1,0,4,5,3
'082557B0100',8,9,11,16,0,2,4,2,26,7,7,5,15,18,8,0,3,0,1,9,15,1
'082558B0100',8,9,2,16,1,0,1,2,15,5,5,0,5,11,5,1,1,1,0,7,10,3
'082559B0100',8,14,19,39,0,4,6,3,42,25,21,12,20,30,13,2,3,5,0,23,24,17
'082560B0100',8,14,20,30,0,2,2,2,48,22,17,2,14,29,6,1,6,3,1,33,21,25
'082561B0100',8,14,22,42,0,2,8,5,67,27,18,14,23,33,21,7,8,2,0,25,19,20
'082562B0100',8,5,14,21,0,2,1,1,22,14,5,5,13,8,3,1,3,2,0,6,12,8
'082563B0100',8,5,8,9,0,0,0,1,14,3,3,2,5,9,5,0,2,0,0,6,6,7
'082564B0100',8,5,10,16,0,2,1,0,11,6,8,2,6,10,10,1,2,1,0,10,8,10
'082566B0100',8,9,11,26,0,2,2,1,30,14,8,4,3,19,12,5,4,1,0,15,14,11
'082566C0100',8,9,8,25,0,0,3,2,30,19,11,5,10,23,11,1,4,4,2,15,8,8
'082567B0100',8,9,15,16,0,0,2,1,38,15,10,9,8,23,13,2,5,1,0,8,12,5
'082568B0100',8,9,14,29,0,0,2,2,24,13,8,6,11,21,6,1,2,0,0,11,11,9
'082569B0100',8,9,12,28,0,1,2,1,27,13,10,4,6,20,15,3,7,1,0,10,17,10
'082570B0100',8,9,8,19,0,0,3,1,19,5,7,5,9,14,9,1,2,1,0,4,19,8
'082571B0100',8,9,17,20,1,0,4,3,22,13,9,4,5,20,7,1,3,6,1,10,7,10
'082572B0100',8,9,12,24,1,1,2,0,32,16,12,4,10,18,7,2,1,1,0,9,10,11
'082573B0100',8,9,14,28,1,0,7,2,40,16,12,7,16,26,7,4,5,0,0,15,24,22
'082574B0100',8,9,11,29,0,2,3,3,29,18,7,9,8,22,11,5,2,3,0,12,9,14
'082575B0100',8,9,8,25,0,1,5,2,31,11,10,5,6,17,9,2,6,2,0,10,8,12
'082576B0100',8,9,4,10,0,0,3,1,14,9,1,0,2,5,5,1,4,0,1,4,3,6
'082578B0100',8,9,7,10,0,0,1,0,12,6,4,2,6,9,3,3,0,0,0,5,7,4
'082579B0100',8,9,16,18,0,0,3,2,24,13,5,4,5,21,4,4,4,1,0,6,13,10
'082580B0100',8,9,8,14,1,1,1,0,17,7,4,3,6,13,3,1,3,0,0,11,5,4
'082581B0100',8,9,13,18,0,0,5,1,28,21,13,4,16,15,8,4,2,2,0,11,17,11
'082582B0100',8,9,7,25,1,0,2,2,21,12,10,4,7,20,6,4,5,2,0,18,10,9
'082583B0100',8,18,16,36,0,2,7,3,50,18,15,9,24,31,7,3,6,2,0,20,26,17
'082584B0100',8,9,13,25,0,0,5,1,38,24,12,8,15,27,6,4,6,2,0,17,17,17
'082585B0100',8,18,17,48,0,3,3,2,53,17,15,10,13,23,16,5,6,2,0,21,19,24
'082586B0100',8,9,14,23,0,3,1,3,30,18,12,4,10,23,12,1,7,1,0,18,13,18
'082587B0100',8,18,21,39,2,2,10,2,51,24,14,16,21,31,9,2,7,1,0,23,26,22
'082588B0100',8,18,23,36,0,1,3,3,48,23,21,10,23,28,11,7,3,2,0,27,20,28
'082589B0100',8,9,14,19,0,4,1,1,14,11,10,6,9,15,5,0,2,0,1,14,14,7
'082590B0100',8,18,19,44,1,0,1,3,55,16,7,10,21,40,15,4,6,2,1,28,22,24
'082591B0100',8,9,15,23,0,1,1,2,41,14,11,2,10,23,9,2,1,3,0,16,17,16
'082591C0100',8,9,17,29,1,0,4,4,32,20,8,6,16,23,11,0,7,2,0,12,12,6
'082592B0100',8,9,20,23,0,2,11,2,28,13,7,5,12,20,11,3,2,1,0,16,19,11
'082593B0100',8,9,17,30,0,1,5,2,44,17,18,5,13,18,9,3,3,3,0,13,12,21
'082594B0100',8,9,9,14,0,0,5,1,18,8,8,3,5,16,4,0,3,0,0,7,11,4
'082595B0100',8,9,12,23,0,2,5,4,36,14,17,9,13,22,6,3,2,1,0,14,14,22
'082595C0100',8,9,18,20,0,1,5,1,33,22,10,7,9,27,9,3,5,3,0,13,17,18
'082597B0100',8,9,5,7,0,0,2,1,20,6,4,1,7,9,1,0,2,0,0,5,7,4
'082599B0100',8,9,8,6,0,1,2,0,15,6,3,1,4,14,1,1,2,0,0,6,5,2
'082601B0100',8,9,10,16,0,0,5,1,23,18,6,5,11,17,5,0,6,1,1,14,17,8
'082602B0100',8,9,14,24,0,0,3,1,35,11,15,10,9,23,14,2,6,2,0,18,16,18
'082603B0100',8,9,13,12,0,0,2,1,15,2,4,2,5,8,6,3,0,0,0,10,8,7
'082604B0100',8,9,9,8,0,2,4,2,22,12,5,6,8,19,6,2,2,0,0,15,7,9
'082605B0100',8,9,3,7,0,0,1,1,13,4,2,2,5,7,6,0,2,1,0,4,6,3
'082606B0100',8,9,17,33,0,1,3,3,46,27,8,5,7,28,10,7,6,3,0,15,14,6
'082607B0100',8,9,8,19,0,0,1,2,19,7,3,4,7,7,6,0,3,2,0,10,10,8
'082608B0100',8,9,25,27,0,1,6,1,33,16,10,8,19,18,12,1,6,2,2,13,14,14
'082609B0100',8,9,9,11,0,0,0,0,19,14,9,3,4,10,6,2,0,0,0,8,6,6
'082611B0100',8,9,8,17,0,0,3,4,21,9,5,3,6,17,3,2,1,0,0,8,12,13
'082612B0100',8,9,2,9,0,2,2,0,14,5,3,0,8,6,3,1,2,2,0,6,3,5
'082613B0100',8,18,15,45,1,2,8,1,37,30,15,5,16,31,12,5,4,4,1,15,20,18
'082614B0100',8,9,7,12,0,0,3,3,11,10,6,1,6,5,3,0,0,1,0,5,9,6
'082615B0100',8,14,26,38,2,1,4,3,58,23,14,13,21,33,12,8,6,2,2,24,28,18
'082615C0100',8,14,21,38,0,3,6,4,46,29,11,12,15,43,14,1,8,4,0,16,17,20
'082616B0100',8,14,28,37,1,4,5,5,52,20,17,5,17,30,17,5,7,6,1,26,23,31
'082617B0100',8,5,11,22,0,1,3,1,28,21,7,2,20,14,9,2,3,3,0,13,11,11
'082618B0100',8,5,21,32,0,0,5,0,34,10,8,8,17,31,9,2,2,2,0,15,18,13
'082619B0100',8,5,15,18,0,0,6,2,44,20,13,12,23,27,15,0,5,3,0,19,21,17
'082620B0100',8,5,18,39,0,1,3,0,47,23,7,3,14,29,12,4,3,1,0,11,12,14
'082620C0100',8,5,14,25,1,2,6,3,37,18,7,8,11,32,7,2,4,1,1,15,19,14
'082621B0100',8,14,25,37,0,0,5,1,54,26,18,6,18,28,8,1,6,1,0,19,22,19
'082622B0100',8,5,28,30,0,3,8,1,43,20,15,13,13,17,9,4,7,1,0,17,21,13
'082622C0100',8,5,16,36,0,0,6,2,52,17,11,10,8,28,16,4,4,0,0,17,20,24
'082622C0200',8,5,13,34,0,1,2,2,52,25,15,8,13,24,21,0,2,0,0,16,16,12
'082623B0100',8,14,18,38,0,2,5,2,49,35,14,7,19,24,16,3,5,1,0,22,23,16
'082624B0100',8,14,24,35,0,1,5,3,43,28,12,10,12,28,10,4,6,1,1,22,20,28
'082624C0100',8,14,28,49,0,0,4,3,57,26,14,5,21,35,14,3,10,2,0,16,16,20
'082625B0100',8,14,22,55,0,2,4,1,61,27,15,7,16,31,13,11,15,1,1,18,21,19
'082625C0100',8,14,19,46,0,2,6,2,53,24,14,10,25,41,9,3,7,5,0,19,19,23
'082626B0100',8,14,29,35,0,3,5,3,52,32,12,11,19,37,11,3,8,3,0,24,33,17
'082627B0100',8,14,30,39,2,1,8,3,72,27,21,8,22,26,23,2,4,8,0,15,17,33
'082627C0100',8,14,21,46,1,1,8,0,62,32,20,6,29,28,14,4,6,2,1,18,33,19
'082628B0100',8,14,22,46,1,0,5,3,49,32,12,7,23,39,9,5,8,2,0,22,21,23
'082630B0100',8,5,11,20,0,0,7,1,26,9,4,7,10,22,9,1,3,4,0,16,13,13
'082631B0100',8,14,24,33,0,2,9,5,46,26,22,9,23,42,18,4,8,3,0,27,35,18
'082632B0100',8,14,15,32,0,1,6,5,41,16,12,10,20,25,12,7,5,4,0,15,22,21
'082633B0100',8,14,20,32,0,1,4,2,53,30,14,7,19,26,13,2,6,2,0,23,20,24
'082634B0100',8,14,18,35,0,1,3,2,37,21,16,6,24,31,16,5,3,3,1,17,14,24
'082634C0100',8,14,15,31,0,3,8,4,63,21,11,11,17,35,13,2,8,2,0,29,18,23
'082635B0100',8,5,12,28,1,1,8,3,46,29,11,11,9,29,7,3,3,1,0,17,17,17
'082636B0100',8,14,27,40,0,3,8,3,62,28,13,9,17,36,17,1,7,5,0,31,27,29
'082637B0100',8,14,22,46,0,3,6,3,60,25,16,14,20,30,19,7,9,2,0,23,12,30
'082638B0100',8,5,15,28,0,1,5,2,38,16,13,8,18,37,10,0,5,1,0,21,22,19
'082638C0100',8,5,23,37,2,1,3,2,48,21,8,5,15,28,8,2,7,1,0,20,23,12
'082639B0100',8,14,24,44,1,0,8,3,66,25,19,10,23,34,19,5,4,2,1,14,27,21
'082640B0100',8,5,8,27,0,0,0,4,34,23,8,5,8,25,14,7,6,1,0,22,11,17
'082640C0100',8,5,21,23,0,1,2,0,41,18,14,8,15,22,13,4,5,0,1,19,13,11
'082641B0100',8,14,19,41,0,0,5,2,55,28,13,11,15,28,8,4,6,4,0,25,19,22
'082642B0100',8,5,14,28,0,1,5,1,40,17,8,13,8,13,7,2,4,2,0,13,15,12
'082642C0100',8,5,10,24,0,2,6,3,29,18,10,4,14,19,14,5,4,1,0,19,11,22
'082643B0100',8,5,21,18,2,1,6,2,32,18,6,4,16,32,8,5,4,1,1,13,9,8
'082643C0100',8,5,24,20,1,0,4,0,25,9,10,5,15,22,6,1,4,1,0,14,19,16
'082644B0100',8,5,9,13,0,0,2,2,23,8,7,2,7,9,5,3,3,0,0,12,2,9
'082644E0100',8,5,10,20,0,1,3,2,29,12,9,1,5,16,4,2,5,2,0,14,9,9
'082645B0100',8,5,18,35,0,2,4,5,33,16,15,4,13,28,8,3,6,0,0,14,11,11
'082646B0100',8,14,19,41,0,0,8,2,35,24,11,8,19,27,9,1,6,3,1,16,19,14
'082647B0100',8,14,20,48,1,4,7,1,66,32,26,9,24,31,16,4,12,1,0,22,32,18
'082648B0100',8,7,9,22,1,2,4,1,41,21,5,9,17,19,10,3,5,2,0,15,15,15
'082649B0100',8,7,22,33,0,1,3,2,52,20,9,9,15,21,13,2,7,3,2,17,18,16
'082649C0100',8,7,12,45,0,0,3,2,43,23,9,7,16,23,11,2,6,1,1,20,27,19
'082650B0100',8,7,10,10,0,2,3,0,15,9,8,3,3,12,9,2,3,1,0,10,4,8
'082651B0100',8,7,8,11,0,0,0,2,17,12,0,1,4,8,6,1,3,0,0,8,9,5
'082652B0100',8,7,8,17,0,0,1,1,20,5,1,6,6,11,9,0,4,2,0,8,10,7
'082653B0100',8,7,17,34,0,0,4,0,46,24,10,5,12,19,11,2,2,1,0,16,24,14
'082654B0100',8,7,6,10,1,1,0,0,7,3,6,1,2,2,3,0,0,1,1,7,4,4
'082655B0100',8,7,14,21,0,0,1,1,20,8,4,5,3,11,5,0,2,2,0,12,8,6
'082655E0100',8,7,5,17,0,0,2,0,19,6,8,4,3,12,3,1,0,0,0,6,6,2
'082656B0100',8,7,7,20,1,0,4,1,20,16,10,4,12,22,9,3,7,3,0,12,11,8
'082657B0100',8,7,9,14,0,1,2,0,20,11,2,1,5,10,2,0,2,1,0,8,7,4
'082659B0100',8,7,11,37,0,1,10,2,37,23,9,8,15,15,12,2,3,0,0,18,16,15
'082659C0100',8,7,17,36,0,0,2,4,43,14,9,3,14,26,11,0,7,3,0,11,20,20
'082660B0100',8,7,18,25,0,1,7,4,30,11,9,9,10,22,3,2,0,0,0,11,5,16
'082661B0100',8,18,22,43,0,3,5,5,56,27,21,13,23,32,18,3,6,1,0,14,22,20
'082662B0100',8,9,15,26,0,0,1,2,26,19,10,7,9,14,9,1,2,1,1,13,12,9
'082663B0100',8,9,24,38,0,0,6,5,48,20,16,10,19,40,11,3,5,2,0,13,19,14
'082664B0100',8,9,9,25,0,0,5,1,23,14,5,2,11,15,5,1,2,0,0,7,6,6
'082665B0100',8,9,9,19,0,0,2,0,27,14,5,5,13,19,7,4,2,1,0,13,13,10
'082667B0100',8,9,3,11,0,0,1,0,10,7,3,2,4,8,2,0,1,0,0,4,2,1
'082668B0100',8,18,19,37,0,2,8,2,50,25,19,6,25,33,16,4,6,5,0,15,24,17
'082668C0100',8,18,23,43,0,2,6,2,46,26,23,9,23,24,14,5,5,1,2,21,24,16
'082669B0100',8,9,14,19,0,0,3,2,42,17,12,6,12,14,11,2,6,1,0,16,18,16
'082669C0100',8,9,15,21,0,0,5,0,36,24,7,7,9,21,6,0,4,1,0,11,18,9
'082670B0100',8,18,29,37,0,1,3,4,49,22,20,9,12,39,17,3,5,1,1,20,24,15
'082671B0100',8,18,27,35,0,1,3,3,52,27,10,4,19,29,14,3,7,1,0,23,24,16
'082671C0100',8,18,16,38,0,2,10,3,50,25,10,9,22,29,16,4,5,2,0,24,23,19
'082671C0200',8,18,17,33,0,0,7,2,62,32,16,7,16,32,19,6,7,3,2,19,29,23
'082672B0100',8,9,4,27,0,2,4,1,34,16,5,9,10,21,8,3,6,5,0,7,10,11
'082673B0100',8,18,19,35,0,2,7,2,53,32,15,7,21,27,14,0,8,3,0,13,19,16
'082673C0100',8,18,17,21,0,1,8,1,52,28,9,6,13,32,21,3,4,1,0,15,14,25
'082674B0100',8,9,12,29,0,1,2,3,41,17,12,4,9,26,9,2,3,1,0,15,12,14
'082675B0100',8,9,13,29,0,0,8,2,32,25,13,9,13,20,18,0,3,2,0,16,9,15
'082676B0100',8,18,26,37,1,2,8,3,50,20,12,6,20,30,22,7,8,2,0,22,15,12
'082676C0100',8,18,21,36,0,1,9,2,49,23,15,11,15,34,9,1,3,3,0,13,19,21
'082677B0100',8,9,2,2,0,0,1,0,12,6,5,1,9,4,4,0,0,0,0,4,5,6
'082677E0100',8,9,5,8,0,0,3,0,13,1,6,6,4,8,4,1,1,0,0,5,4,6
'082678B0100',8,9,12,18,0,0,5,0,27,15,10,2,13,29,7,3,3,0,0,7,14,14
'082678E0100',8,9,11,41,0,0,4,2,31,15,7,4,15,20,8,2,6,3,1,19,17,14
'082679B0100',8,9,13,24,0,0,5,3,32,23,11,3,13,22,6,3,3,1,0,14,14,19
'082679C0100',8,9,10,25,0,0,4,2,22,11,13,9,13,16,7,4,7,3,1,14,13,14
'082679E0100',8,9,11,17,0,0,4,1,27,13,9,6,15,20,5,0,4,1,0,11,10,14
'082680B0100',8,9,8,9,1,0,1,0,16,10,1,2,7,9,3,0,1,0,0,4,5,8
'082681B0100',8,9,12,30,0,1,4,3,40,21,8,5,14,23,9,2,2,1,2,16,13,19
'082682B0100',8,9,16,20,0,0,6,2,29,23,11,7,13,20,10,1,5,1,0,8,12,19
'082682E0100',8,18,15,36,0,2,7,3,54,32,12,10,20,41,16,8,2,4,0,29,25,17
'082682E0101',8,18,24,34,0,2,7,2,53,26,16,10,16,35,15,1,4,6,0,28,20,22
'082683B0100',8,9,7,32,0,0,3,2,41,18,4,6,12,30,12,2,2,0,1,11,25,17
'082684B0100',8,7,16,24,0,0,2,2,31,18,10,5,12,21,8,2,4,4,1,20,10,11
'082684C0100',8,7,18,29,0,0,5,2,31,21,8,3,14,19,11,1,5,1,0,14,13,7
'082685B0100',8,7,18,31,0,2,3,4,46,22,13,4,12,28,12,4,2,1,0,12,15,28
'082685E0100',8,7,11,24,0,0,2,0,26,15,9,6,11,15,12,0,0,0,0,11,12,12
'082685E0200',8,7,14,26,0,4,4,1,30,23,11,4,8,30,9,3,6,5,1,19,15,11
'082686B0100',8,7,11,12,0,0,4,0,17,13,4,5,8,11,8,0,1,1,0,9,6,2
'082686E0100',8,7,0,5,0,1,3,0,12,4,3,2,5,2,1,2,1,1,0,5,4,3
'082687B0100',8,7,9,25,1,1,2,2,24,11,3,6,9,17,10,4,4,2,0,8,12,16
'082689B0100',8,7,8,18,0,1,2,1,18,6,3,6,7,18,12,0,3,0,0,3,13,8
'082690B0100',8,7,12,19,0,0,4,2,19,10,6,5,7,18,12,3,2,2,0,8,16,8
