CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PFP,PES,RSP,FPM,CNR,NULOS
'321417B0100',32,5,6,6,0,29,21,2,6,4,2,51,2,1,0,3,16,14,14,5,1,36,8,0,1,8,4,4,2,1,1,0,2,30
'321418B0100',32,2,2,3,0,11,9,2,2,3,2,34,1,2,0,2,10,7,13,4,2,30,8,0,0,21,2,5,0,0,1,0,0,19
'321419B0100',32,2,5,3,1,8,6,4,1,4,2,26,1,0,0,1,14,6,16,1,1,21,5,1,1,8,2,6,2,0,0,0,0,20
'321420B0100',32,9,2,2,1,13,9,2,1,6,6,37,0,4,0,2,19,5,14,4,7,24,6,0,0,11,2,5,1,0,0,1,0,17
'321421B0100',32,9,0,0,1,9,3,1,1,1,1,8,0,0,0,1,5,1,5,6,0,3,0,0,0,1,0,1,0,0,0,0,0,10
'321422B0100',32,9,2,2,0,5,3,1,1,0,3,15,1,1,0,2,12,3,2,0,5,13,3,0,0,5,1,4,3,0,0,0,0,14
'321423B0100',32,5,2,4,1,24,28,5,3,8,7,48,0,1,0,3,17,6,14,8,10,35,10,2,0,16,4,4,0,0,1,0,0,29
'321423C0100',32,5,3,4,0,19,16,0,1,3,6,59,1,1,0,1,12,14,19,7,3,31,6,0,0,21,2,8,1,1,0,0,0,28
'321425B0100',32,9,0,1,0,4,4,1,0,0,1,9,0,0,0,2,0,2,3,0,2,8,7,0,0,4,1,0,0,0,0,0,0,5
'321427B0100',32,9,1,0,0,4,6,2,2,0,3,19,0,1,0,0,6,2,4,1,0,14,5,0,0,2,3,2,0,0,0,0,0,9
'321428B0100',32,9,1,3,0,4,4,1,2,0,1,6,1,1,0,0,1,3,2,1,1,9,3,1,0,4,1,1,0,0,0,0,0,5
'321429B0100',32,9,0,1,0,2,4,1,0,1,0,7,0,0,0,1,4,4,2,0,0,6,2,0,0,6,1,2,0,0,1,0,0,4
'321430B0100',32,9,5,3,1,10,13,2,2,4,2,37,0,0,0,1,13,9,10,6,4,20,3,1,0,11,3,5,1,0,1,0,2,19
'321430C0100',32,9,4,1,2,13,7,0,5,3,3,36,2,3,0,2,9,13,11,4,4,21,13,2,0,4,2,4,1,0,1,2,1,27
'321431B0100',32,9,1,1,0,8,2,1,0,1,1,19,2,0,0,0,6,1,3,1,1,10,4,0,0,3,1,2,0,0,0,0,1,9
'321432B0100',32,9,7,3,0,13,6,2,2,3,3,24,0,1,0,0,7,4,7,3,0,20,2,0,0,4,1,2,1,0,0,0,0,12
'321433B0100',32,2,6,3,0,24,13,2,2,6,7,27,2,0,0,4,8,8,13,6,2,17,5,0,0,21,10,4,0,0,1,1,0,26
'321434B0100',32,2,1,2,0,17,8,1,0,6,2,30,2,2,0,4,14,11,13,5,2,17,3,0,1,8,2,7,0,0,1,0,0,21
'321435B0100',32,5,7,9,0,24,14,3,2,9,5,67,2,6,0,5,23,12,22,2,5,52,8,0,0,24,5,8,0,0,0,2,0,29
'321436B0100',32,9,1,0,0,6,3,1,0,1,2,12,0,1,0,1,6,4,6,1,1,8,1,0,0,7,1,2,1,0,2,0,2,6
'321437B0100',32,2,3,0,0,7,4,3,0,3,0,12,2,1,0,0,6,1,3,1,2,9,1,0,1,8,2,3,0,0,0,0,0,9
'321438B0100',32,9,5,0,1,11,6,0,0,2,2,22,0,0,0,2,6,3,6,4,0,12,4,1,0,7,2,3,3,1,0,0,0,11
'321439B0100',32,2,2,1,1,6,8,1,0,1,4,22,2,2,0,4,10,6,5,2,1,15,1,0,0,15,1,2,0,0,1,0,0,17
'321440B0100',32,9,0,0,1,2,4,1,0,5,1,9,0,0,0,0,6,3,4,3,0,12,2,0,0,1,2,0,0,0,2,0,1,0
'321442B0100',32,9,6,7,1,16,16,4,2,4,8,52,2,4,0,4,15,10,13,4,3,39,6,1,1,19,9,2,1,1,0,1,2,30
'321443B0100',32,9,5,2,4,16,11,2,3,1,6,33,2,1,0,1,10,12,10,3,2,21,6,0,0,12,3,1,1,0,0,0,0,13
'321444B0100',32,9,3,2,0,10,6,0,1,0,2,19,0,0,0,0,13,3,2,2,0,12,5,0,0,5,2,4,1,0,1,0,0,10
'321447B0100',32,9,3,1,0,11,4,3,0,0,1,20,0,0,0,2,6,10,6,0,0,13,3,1,0,8,1,2,0,1,0,0,0,10
'321448B0100',32,9,6,2,0,8,6,3,1,1,2,23,1,0,0,2,6,2,3,1,2,20,7,0,0,5,3,3,0,0,0,0,0,11
'321450B0100',32,9,5,3,0,10,16,1,1,4,5,31,2,1,0,2,11,8,16,4,2,19,14,0,1,9,0,6,3,0,1,0,1,27
'321452B0100',32,9,8,3,3,11,14,2,1,3,4,47,3,3,0,1,10,2,16,6,2,19,8,2,1,18,5,5,3,0,0,1,2,23
'321453B0100',32,9,7,5,0,14,8,3,0,5,2,41,2,1,0,0,14,8,10,5,0,27,6,0,0,15,7,3,1,0,1,0,0,18
'321454B0100',32,9,3,0,1,7,7,1,0,1,3,26,1,1,0,1,8,4,8,6,0,20,4,0,0,8,0,5,0,0,0,1,1,16
'321455B0100',32,9,4,3,0,17,13,1,1,3,3,38,1,4,0,4,12,10,11,4,3,36,9,2,1,11,3,3,0,1,0,0,1,21
'321460B0100',32,9,4,0,0,5,5,0,1,2,2,19,0,1,0,1,9,2,8,4,0,6,1,0,0,12,4,6,0,0,0,0,0,11
'321462B0100',32,9,0,0,0,6,1,1,0,1,1,7,1,0,0,2,1,1,4,1,1,6,4,0,0,5,2,1,0,0,0,0,1,8
'321463B0100',32,9,4,0,0,6,10,0,1,2,4,14,0,2,0,1,3,1,3,1,1,16,4,0,0,7,2,1,1,0,0,0,1,9
'321465B0100',32,5,3,3,1,17,5,2,1,7,4,35,1,3,0,1,8,13,7,2,5,28,11,1,0,8,3,4,0,0,0,0,1,18
'321465C0100',32,5,5,2,1,16,10,2,0,5,4,36,3,1,0,2,13,12,13,2,1,17,5,2,0,14,5,3,3,0,0,1,1,19
'321466B0100',32,5,7,6,1,25,7,3,3,3,7,43,1,0,0,4,14,10,16,3,5,36,11,0,0,15,5,6,1,0,1,1,1,31
'321467B0100',32,5,1,1,0,17,14,4,0,1,2,40,0,1,0,2,14,10,8,8,1,26,7,0,0,13,0,6,0,0,0,0,0,11
'321467C0100',32,5,1,8,1,17,9,2,3,3,5,26,1,2,0,1,18,5,10,1,1,18,8,0,0,10,4,4,1,0,0,2,1,16
'321468B0100',32,5,5,4,0,12,14,1,2,2,4,36,2,1,0,2,11,8,7,2,2,24,11,1,0,17,4,3,1,0,0,0,0,20
'321468C0100',32,5,2,4,0,20,13,2,5,2,0,37,1,2,0,1,16,10,10,4,3,28,5,0,0,6,3,3,0,0,0,0,0,26
'321470B0100',32,9,2,1,0,16,10,3,2,4,5,37,6,2,0,3,11,10,12,1,2,24,5,2,1,12,3,3,2,0,1,0,1,17
'321470C0100',32,9,2,6,0,12,11,4,3,0,4,23,3,0,0,3,10,9,17,3,4,35,7,2,0,9,3,7,0,1,0,1,0,15
'321471B0100',32,5,3,2,2,24,6,2,3,5,9,40,0,2,0,2,8,4,25,1,3,28,4,0,0,7,6,6,0,0,0,0,2,26
'321472B0100',32,2,2,1,2,18,10,4,0,5,5,45,2,1,0,3,11,9,18,8,4,30,6,1,0,14,4,4,0,0,2,3,0,23
'321473B0100',32,9,3,1,0,6,5,3,0,0,2,13,0,1,0,1,3,3,6,1,1,10,4,0,0,9,0,0,0,1,0,0,0,4
'321474B0100',32,9,0,3,0,5,1,3,3,1,2,13,2,0,0,0,2,2,1,0,0,10,3,0,0,4,0,0,0,0,0,0,0,8
'321475B0100',32,9,2,3,0,7,9,1,0,1,1,19,1,0,0,4,8,2,3,0,2,12,2,1,0,10,1,5,0,0,0,0,0,11
'321476B0100',32,9,0,1,0,5,6,2,0,0,3,15,0,0,0,1,3,4,4,3,0,8,7,1,0,3,1,0,0,0,0,0,0,11
'321478B0100',32,9,2,2,2,11,11,2,0,3,4,37,2,1,0,1,10,7,8,2,3,19,3,0,0,11,2,2,0,0,1,1,0,21
'321479B0100',32,2,2,2,0,1,5,2,0,0,2,13,0,0,0,2,7,2,3,1,2,9,3,1,0,5,0,2,0,0,1,0,0,6
'321480B0100',32,9,3,1,0,9,9,0,2,2,3,18,0,1,0,3,7,5,4,2,1,15,5,1,0,11,3,3,0,0,1,0,1,11
'321481B0100',32,2,2,2,2,13,7,4,1,2,0,22,2,0,0,4,6,4,7,2,2,20,2,1,0,8,2,3,2,0,0,0,0,14
'321482B0100',32,9,6,2,0,5,8,3,2,1,3,22,1,1,0,1,8,8,10,3,2,16,3,0,1,14,7,2,0,1,1,0,0,13
'321483B0100',32,9,2,1,0,4,6,0,3,0,2,13,1,1,0,1,3,1,6,0,0,9,4,0,0,7,2,1,1,0,0,0,0,9
'321484B0100',32,2,0,3,0,5,2,0,1,1,1,28,0,0,0,0,4,1,6,1,0,10,0,0,0,2,2,0,0,0,1,0,1,7
'321485B0100',32,9,5,6,2,41,25,3,3,7,6,65,3,1,0,2,13,14,15,8,7,43,11,0,0,19,8,8,4,0,0,1,0,39
'321485E0100',32,9,2,2,1,5,5,1,2,2,3,11,1,0,0,1,5,2,8,0,2,14,2,1,0,7,0,2,0,0,0,0,0,10
'321486B0100',32,5,11,5,1,15,13,5,2,1,5,49,4,0,0,3,20,11,13,5,0,24,13,0,0,15,6,9,2,0,0,0,0,26
'321486C0100',32,5,3,5,1,23,14,4,2,8,6,43,1,0,0,4,13,6,16,3,5,45,8,1,0,15,9,3,1,1,1,1,1,21
'321486C0200',32,5,6,3,0,21,9,0,1,6,5,44,2,1,0,2,11,10,19,3,3,32,7,1,0,16,5,4,1,0,0,0,3,31
'321487B0100',32,5,8,4,1,31,25,4,2,8,9,51,2,2,0,6,24,15,25,6,2,44,7,0,2,29,6,8,0,0,0,0,1,39
'321488B0100',32,2,3,2,0,8,4,1,0,1,4,18,0,0,0,0,5,13,5,2,0,13,2,0,0,3,1,1,0,0,0,0,1,9
'321489B0100',32,5,14,8,1,26,23,1,2,6,10,69,2,2,0,5,17,17,19,8,5,47,12,1,0,22,7,10,0,0,4,0,0,23
'321490B0100',32,5,9,4,1,27,14,1,4,8,6,65,0,0,0,2,15,10,20,8,3,41,12,3,1,17,4,6,0,0,0,1,1,23
'321491B0100',32,5,6,4,0,20,16,3,1,4,10,38,2,1,0,3,13,10,19,7,2,35,7,0,0,19,1,7,0,0,0,3,0,33
'321492B0100',32,5,8,6,1,27,20,7,2,5,6,66,1,1,0,2,25,8,30,5,6,43,14,0,1,17,17,7,0,0,0,2,1,42
'321493B0100',32,2,1,3,0,13,14,4,1,3,4,34,2,3,0,3,12,10,13,3,7,31,3,0,1,12,9,7,2,0,0,0,0,17
'321493C0100',32,2,5,6,0,16,10,4,0,7,3,46,1,4,0,2,7,5,10,4,3,38,9,1,0,12,1,4,1,0,0,0,1,16
'321494B0100',32,5,3,4,3,25,14,3,4,5,5,42,0,4,0,2,12,2,26,5,5,28,11,0,0,15,4,5,0,0,2,1,1,13
'321494S0100',32,5,18,10,2,43,30,3,7,11,14,104,5,3,0,5,37,23,37,11,8,70,19,1,0,38,4,11,3,1,2,2,1,63
'321495B0100',32,2,10,4,0,21,14,4,0,5,4,47,0,3,0,1,16,12,14,3,4,31,6,0,1,19,3,7,0,0,1,1,1,16
'321495C0100',32,2,2,2,0,12,13,2,0,2,3,38,0,0,0,3,10,10,10,10,1,23,9,0,1,15,5,3,0,0,1,2,0,22
'321496B0100',32,5,5,4,0,14,13,0,3,1,8,44,3,0,0,1,11,5,12,4,4,27,10,0,0,29,3,6,1,0,0,0,2,22
'321497B0100',32,5,9,3,1,22,23,4,2,2,8,82,1,3,0,0,21,12,24,14,7,44,9,1,0,26,5,6,1,1,1,3,1,35
'321497C0100',32,5,9,9,0,31,23,6,1,7,4,65,3,1,0,0,21,11,25,8,4,39,17,1,0,19,4,8,2,0,1,1,4,32
'321498B0100',32,5,8,7,0,18,27,2,3,4,3,68,2,5,0,1,19,16,24,5,1,39,8,0,1,21,4,9,0,1,3,1,2,30
'321498C0100',32,5,6,4,1,26,21,3,2,4,3,60,3,0,0,3,20,15,16,4,5,29,12,2,2,24,6,11,2,0,2,1,1,36
'321498C0200',32,5,8,5,1,20,20,6,2,7,7,46,2,1,0,4,19,10,14,5,2,50,13,1,0,22,5,10,0,1,1,0,1,40
'321498C0300',32,5,6,4,1,17,20,5,1,8,7,36,0,1,0,2,17,16,11,12,2,39,19,1,2,19,8,5,2,0,1,3,1,33
'321499B0100',32,5,5,1,0,22,19,1,1,8,10,58,1,5,0,3,13,12,12,8,1,31,16,1,0,24,5,3,3,0,0,0,1,20
'321499C0100',32,5,10,8,2,21,17,2,1,5,4,54,2,3,0,3,21,13,21,5,1,28,7,1,0,26,2,7,4,1,0,0,0,28
'321501B0100',32,9,3,1,0,12,10,2,1,2,2,18,1,0,0,1,7,4,10,0,1,24,9,1,0,14,5,2,1,0,0,0,0,15
'321502B0100',32,2,8,5,0,20,30,4,3,4,6,59,0,3,0,4,13,15,22,2,5,42,6,1,0,26,5,9,1,0,1,0,0,21
'321503B0100',32,9,3,2,0,5,8,1,0,3,2,18,0,1,0,0,4,5,6,3,2,12,8,0,0,7,2,4,0,0,2,0,1,11
'321504B0100',32,9,3,2,0,9,5,1,2,1,3,27,0,1,0,2,4,7,7,3,3,15,4,2,0,7,1,7,0,0,1,0,0,11
'321505B0100',32,9,1,0,0,11,4,4,1,0,0,13,1,0,0,1,5,1,7,1,1,16,3,0,0,10,2,4,0,0,0,0,0,7
'321506B0100',32,9,1,0,0,11,6,2,2,3,5,26,2,0,0,4,4,5,10,3,4,13,5,1,0,10,2,4,3,0,0,0,1,10
'321507B0100',32,9,4,4,0,20,12,1,0,6,2,61,0,2,0,4,16,13,16,5,1,27,12,0,0,12,4,4,1,0,2,0,1,22
'321508B0100',32,9,2,2,0,17,16,2,2,4,4,50,5,1,0,2,16,11,16,7,2,28,7,0,0,18,6,7,0,0,1,1,0,25
'321510B0100',32,9,5,2,2,9,9,3,0,1,3,22,1,3,0,4,10,4,2,1,3,27,3,0,0,6,2,1,0,0,0,1,1,11
'321510E0100',32,9,1,5,0,18,10,2,0,2,7,33,0,2,0,1,10,8,13,3,4,22,4,1,0,13,1,1,1,0,2,0,0,13
'321511B0100',32,9,3,5,1,21,13,1,2,4,11,37,2,2,0,3,3,7,9,5,7,21,2,3,0,12,1,6,0,0,2,0,1,23
'321511C0100',32,9,2,5,0,17,11,5,1,3,3,37,1,2,0,1,12,8,14,4,6,24,4,3,1,18,3,5,1,1,0,1,2,13
'321512B0100',32,9,1,1,0,8,4,1,0,3,1,17,0,0,0,0,4,2,5,1,0,8,1,0,0,6,3,4,2,1,0,0,1,5
'321513B0100',32,9,1,2,0,6,6,1,0,1,1,14,1,0,0,0,3,1,3,1,0,6,3,0,0,10,3,1,1,0,1,0,0,10
'321514B0100',32,9,2,2,3,14,7,4,3,2,1,45,2,0,0,1,9,8,10,3,2,25,3,0,0,9,2,6,2,0,1,2,2,13
'321515B0100',32,9,4,2,0,5,6,0,1,2,1,11,2,0,0,3,2,3,1,1,1,5,0,0,0,5,1,1,0,0,0,0,1,4
'321518B0100',32,9,1,2,1,9,8,4,2,2,4,19,0,1,0,2,11,4,8,4,3,12,3,0,0,7,4,0,1,0,0,0,1,8
'321519B0100',32,9,1,5,0,12,5,2,0,3,3,25,2,2,0,1,7,4,5,1,1,9,4,0,0,5,4,3,1,0,1,0,2,9
'321520B0100',32,9,2,2,1,4,2,0,0,0,2,13,0,0,0,2,6,5,5,1,0,9,6,0,0,6,2,2,0,0,0,0,0,9
'321521B0100',32,9,3,0,0,7,2,0,1,2,1,23,0,0,0,3,7,9,5,2,0,14,4,0,0,4,1,2,2,0,0,1,0,9
'321522B0100',32,9,3,4,0,9,8,2,0,0,2,25,0,1,0,3,6,15,7,2,1,14,3,0,1,5,4,1,0,0,0,1,0,9
'321523B0100',32,5,4,2,1,14,6,1,1,1,2,29,1,1,0,5,14,6,9,4,2,22,5,1,0,14,2,5,1,0,0,0,1,21
'321523C0100',32,5,2,6,2,18,12,3,1,5,4,34,0,0,0,2,16,10,12,1,3,26,9,0,0,6,5,3,0,0,0,2,1,18
'321524B0100',32,9,2,0,0,5,6,0,0,2,4,15,1,2,0,1,6,3,6,2,4,20,3,0,0,9,2,1,2,0,2,0,1,11
'321525B0100',32,5,7,9,2,27,25,2,2,4,6,53,0,2,0,7,26,7,23,5,3,34,14,1,0,21,4,11,0,0,2,0,1,30
'321526B0100',32,5,3,3,1,18,14,2,2,7,2,32,0,1,0,3,18,8,12,5,4,28,8,1,0,19,5,3,1,0,0,0,0,18
'321526C0100',32,5,9,3,0,18,15,2,0,1,3,39,3,0,0,2,10,13,15,2,3,35,8,0,0,16,2,3,0,0,1,1,0,14
'321527B0100',32,5,7,10,2,21,14,2,5,10,2,65,2,5,0,7,23,17,20,7,6,30,11,1,1,28,5,11,1,0,1,1,1,40
'321527C0100',32,5,9,6,0,24,22,3,5,5,9,57,2,0,0,4,14,19,18,5,0,33,8,1,2,17,6,7,0,0,2,3,1,27
'321528B0100',32,9,7,8,1,26,21,5,3,5,12,60,4,2,0,5,20,11,18,7,2,35,18,1,1,25,10,12,2,0,1,1,1,30
'321529B0100',32,5,3,3,0,13,11,4,2,4,2,43,2,2,0,1,16,10,11,6,1,27,6,0,1,15,5,6,0,0,3,0,1,14
'321530B0100',32,2,2,5,4,13,13,6,1,4,7,33,3,0,0,3,19,9,13,5,2,31,6,0,1,18,5,6,0,0,0,1,2,33
'321531B0100',32,5,6,2,0,30,17,8,1,8,5,54,1,2,0,1,13,10,16,7,6,28,7,0,0,23,4,3,1,0,1,0,0,26
'321531C0100',32,5,5,5,0,10,14,5,4,3,5,56,0,2,0,4,13,11,19,8,6,30,8,0,0,21,3,9,2,0,0,1,1,30
'321532B0100',32,5,13,4,2,23,15,6,6,3,5,60,5,2,0,2,20,12,20,7,7,43,11,0,0,25,6,8,0,0,1,3,1,31
'321533B0100',32,5,3,5,1,22,20,6,4,4,12,64,2,0,0,3,15,18,22,9,3,46,7,0,0,27,5,10,0,0,2,1,1,35
'321534B0100',32,2,5,5,2,17,3,4,5,4,5,32,1,2,0,1,18,6,16,1,5,25,9,0,0,15,1,5,0,1,0,0,1,15
'321534C0100',32,2,5,7,3,15,8,4,0,7,3,35,1,0,0,1,10,5,14,4,1,34,7,1,0,15,2,4,1,0,1,0,1,21
'321535B0100',32,5,6,11,1,23,23,5,5,7,3,66,3,1,0,4,22,10,32,3,7,44,15,1,0,24,7,4,1,1,0,1,0,36
'321535C0100',32,5,8,9,0,35,17,5,2,4,8,75,2,3,0,3,22,22,19,10,8,51,7,0,1,20,12,7,1,0,2,0,1,25
'321535C0200',32,5,5,5,1,29,23,3,0,10,9,68,3,1,0,4,17,16,28,9,2,34,12,0,1,28,4,7,1,1,1,2,2,29
'321536B0100',32,5,4,12,0,11,12,4,0,2,5,42,0,3,0,3,9,8,15,2,3,28,12,1,1,15,5,7,0,1,0,2,2,20
'321537B0100',32,2,1,0,0,6,7,2,0,2,1,27,0,0,0,1,4,3,9,3,4,11,3,1,0,12,4,2,0,0,0,0,1,7
'321538B0100',32,2,3,7,5,26,18,3,2,4,7,61,1,3,0,4,15,6,14,8,3,46,12,2,1,20,7,8,2,0,2,1,2,35
'321538C0100',32,2,7,6,2,30,28,4,2,6,7,54,3,0,0,3,11,11,26,9,2,34,10,1,1,32,5,5,2,1,1,0,1,36
'321539B0100',32,9,4,2,4,15,16,3,3,5,5,40,1,3,0,2,15,7,18,6,1,34,6,1,0,14,2,13,2,0,0,0,2,21
'321540B0100',32,2,6,2,0,7,13,3,2,0,3,21,0,4,0,0,5,3,8,2,0,19,5,0,0,8,2,2,1,0,1,0,1,12
'321541B0100',32,9,4,2,1,17,8,5,2,2,4,37,2,1,0,3,14,9,5,6,3,24,7,2,0,13,1,6,0,0,1,0,0,19
'321542B0100',32,9,2,0,0,4,7,1,0,1,1,8,0,0,0,3,4,0,2,1,0,7,1,0,0,6,1,2,0,0,0,0,0,4
'321543B0100',32,9,1,2,1,23,10,1,4,0,5,20,2,2,0,4,9,5,12,0,3,14,5,1,0,13,2,3,0,0,2,0,0,16
'321544B0100',32,2,3,2,1,4,2,1,1,0,3,14,1,1,0,1,8,6,8,4,2,9,5,1,0,7,2,4,0,0,0,0,0,16
'321545B0100',32,9,6,2,0,13,10,0,1,0,3,24,0,1,0,3,9,4,13,4,0,11,3,0,0,6,0,3,0,0,0,0,0,10
'321546B0100',32,2,6,1,0,7,7,2,1,2,2,17,1,0,0,0,3,6,10,4,1,19,6,0,0,5,5,1,2,0,0,0,0,16
'321547B0100',32,9,4,3,0,9,5,0,1,1,3,20,0,0,0,0,6,3,2,1,0,10,5,0,0,10,2,3,1,0,0,0,2,5
'321549B0100',32,9,4,3,0,10,15,2,1,2,5,33,1,1,0,0,8,5,17,3,2,22,5,0,0,11,1,4,0,0,1,0,3,12
'321550B0100',32,9,0,2,0,8,3,1,1,2,0,24,0,2,0,0,1,3,3,2,4,8,4,0,0,6,1,1,0,1,1,0,2,8
'321551B0100',32,9,5,1,0,17,12,4,2,4,8,51,2,2,0,0,11,7,17,8,2,32,9,1,0,16,4,7,2,0,0,0,0,19
'321552B0100',32,9,3,2,0,8,7,2,1,2,1,16,0,0,0,1,8,3,5,1,1,12,6,0,0,6,2,5,1,0,1,0,0,8
'321553B0100',32,2,2,2,0,13,10,2,1,3,4,24,1,1,0,2,6,6,8,5,3,16,6,0,0,7,5,3,0,0,0,0,1,13
'321555B0100',32,9,3,2,1,10,7,3,2,2,4,23,1,0,0,2,8,9,10,3,0,26,8,0,0,15,5,6,1,0,0,2,1,19
'321557B0100',32,9,3,2,2,9,12,5,3,4,7,34,0,2,0,2,6,12,17,3,5,22,5,0,2,15,1,5,2,0,0,1,0,21
'321558B0100',32,9,0,0,0,10,7,0,0,2,2,19,0,1,0,1,14,11,5,0,1,13,3,0,0,12,3,2,0,1,0,0,0,18
'321559B0100',32,5,4,10,0,27,27,3,4,6,9,68,2,2,0,3,19,21,22,3,3,49,10,1,2,31,4,5,2,0,2,0,4,33
'321560B0100',32,2,2,2,0,24,9,4,3,2,2,24,0,0,0,5,7,8,15,2,2,29,5,0,0,11,4,4,0,0,0,1,0,25
'321561B0100',32,9,3,1,2,17,9,2,2,8,2,47,1,3,0,4,9,20,17,2,3,20,10,0,0,23,1,8,1,0,0,0,0,18
'321562B0100',32,9,2,4,2,12,14,3,4,5,9,31,0,2,0,1,13,13,17,5,3,30,4,0,0,12,4,9,0,0,1,0,0,18
'321563B0100',32,9,3,6,0,16,11,2,0,2,1,47,0,0,0,3,8,11,10,3,3,21,5,1,0,12,5,2,0,0,1,0,1,21
'321563C0100',32,9,1,6,1,13,9,1,0,1,2,35,0,1,0,0,7,8,11,3,2,23,4,0,0,19,6,4,1,0,0,1,1,16
'321564B0100',32,9,1,3,2,19,4,0,0,5,0,26,1,0,0,2,11,9,13,3,4,17,8,2,1,12,1,3,0,0,1,0,1,19
'321566B0100',32,9,1,2,1,7,5,3,0,2,3,9,1,0,0,0,3,1,6,0,2,5,1,0,0,1,0,4,0,0,0,0,0,6
'321567B0100',32,9,1,4,0,7,5,1,3,2,1,11,1,1,0,3,4,3,9,1,0,10,3,0,0,6,2,1,1,0,0,0,1,7
'321568B0100',32,9,3,1,1,4,4,1,3,0,0,13,0,0,0,0,3,2,3,1,0,4,0,0,1,6,2,1,0,0,0,0,0,5
'321569B0100',32,9,3,0,0,19,11,3,2,5,4,21,1,0,0,4,15,10,9,3,2,21,10,0,0,17,6,3,0,1,1,1,1,17
'321570B0100',32,2,2,2,1,10,7,0,3,0,2,23,0,0,0,2,5,2,5,3,1,11,3,0,0,8,2,7,1,0,0,1,0,10
'321571B0100',32,9,3,0,2,8,5,1,0,1,2,20,1,2,0,2,9,7,4,0,4,9,4,1,0,11,1,3,1,0,0,0,1,8
'321573B0100',32,9,2,6,0,13,13,3,2,1,2,25,1,1,0,2,11,5,11,1,5,27,7,0,0,7,5,4,0,0,1,0,0,19
'321575B0100',32,9,3,2,1,9,3,2,1,2,1,21,0,0,0,0,4,3,9,1,2,15,4,1,0,3,1,1,0,2,0,0,1,10
'321576B0100',32,9,2,1,1,8,8,3,0,2,2,20,0,0,0,2,10,4,5,1,1,15,3,0,0,7,3,0,0,1,0,0,0,9
'321577B0100',32,9,7,5,2,15,11,5,2,5,3,35,1,0,0,1,8,9,7,2,3,22,2,0,0,10,4,8,1,0,0,0,0,15
'321578B0100',32,9,5,6,0,22,14,6,3,5,5,61,0,1,0,7,22,15,20,4,4,36,10,2,0,11,5,6,0,1,2,0,0,18
'321579B0100',32,9,2,2,0,5,7,0,1,0,2,15,1,0,0,1,2,3,3,1,0,11,4,0,0,2,1,1,0,0,1,0,0,9
'321580B0100',32,9,0,3,2,7,11,0,1,5,5,30,1,1,0,1,5,7,12,3,1,15,6,1,0,6,4,3,0,0,1,1,0,12
'321582B0100',32,9,3,0,0,4,2,1,0,0,2,14,1,1,0,1,2,2,4,1,0,11,3,0,0,5,0,1,0,0,0,0,0,2
'321584B0100',32,9,2,2,1,9,14,5,2,2,3,39,1,0,0,0,3,7,11,8,3,20,10,0,1,8,3,3,0,1,1,0,1,21
'321585B0100',32,9,5,1,1,13,10,1,0,3,2,34,2,3,0,2,6,8,9,3,3,29,4,2,1,9,4,2,1,0,0,1,0,12
'321586B0100',32,9,11,5,0,31,22,3,3,9,9,51,1,5,0,3,14,10,22,4,4,44,16,2,0,19,8,10,0,0,2,0,0,27
'321587B0100',32,9,2,1,0,4,4,2,0,1,1,5,0,0,0,0,3,2,3,0,2,10,1,0,0,5,3,5,0,0,0,0,0,6
'321588B0100',32,9,2,2,1,10,9,1,0,2,2,15,0,1,0,1,2,4,7,2,2,11,4,3,0,4,2,1,1,0,0,0,0,11
'321588E0100',32,9,2,0,0,1,5,0,0,0,1,6,0,0,0,0,0,3,0,0,1,4,1,0,0,5,1,0,0,0,0,0,0,4
'321589B0100',32,9,0,2,1,6,2,3,0,2,4,15,0,2,0,2,8,2,3,3,2,13,5,1,0,6,1,0,0,0,0,1,0,6
'321590B0100',32,9,0,4,1,15,7,2,2,3,1,40,3,0,0,1,8,5,8,4,0,16,10,0,0,9,1,2,0,0,1,1,0,9
'321591B0100',32,9,2,3,1,12,6,1,2,2,2,19,2,0,0,2,3,4,6,0,2,12,4,0,0,6,3,1,2,0,0,0,0,10
'321593B0100',32,9,2,2,0,6,5,0,0,0,2,16,0,1,0,2,3,5,4,0,1,8,0,0,0,4,0,1,0,0,1,0,0,8
'321594B0100',32,9,1,1,1,4,8,0,1,0,3,7,1,1,0,0,4,4,1,1,1,8,1,0,0,5,1,4,0,0,1,0,0,4
'321596B0100',32,9,1,1,0,9,3,1,1,5,2,16,2,1,0,0,5,5,7,5,3,13,3,1,0,8,5,2,1,0,1,0,0,15
'321597B0100',32,9,3,1,0,3,8,3,0,4,0,9,0,0,0,0,3,1,2,3,0,6,1,1,0,3,0,1,2,0,0,0,0,9
'321598B0100',32,9,1,1,1,5,3,1,0,1,0,12,1,0,0,2,3,3,4,0,0,13,2,0,0,3,2,3,1,0,0,0,0,6
'321599B0100',32,9,1,0,0,3,4,3,0,0,0,4,0,0,0,0,1,3,1,1,0,6,5,0,0,2,2,1,0,0,1,0,0,9
