CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM,PT,MC,MORENA_PANAL,PES,RSP,FPM,CI1,CNR,NULOS
'060335C0200',6,6,28,25,11,19,2,18,10,15,47,43,5,15,4,3,42,0,16
'060336B0100',6,6,15,30,5,23,3,13,15,22,36,42,4,17,1,3,36,0,8
'060336C0100',6,6,22,21,6,11,1,15,12,13,48,51,2,15,1,5,30,0,8
'060336C0200',6,6,22,17,4,13,4,13,8,20,48,31,3,16,2,2,27,0,4
'060337B0100',6,4,27,39,3,23,3,24,15,28,43,64,2,33,3,5,41,0,10
'060337C0100',6,4,40,39,4,19,3,30,25,22,41,64,5,27,3,5,28,1,13
'060338B0100',6,4,19,24,5,15,2,17,11,26,52,53,1,19,4,3,26,0,14
'060338C0100',6,4,33,29,6,12,4,18,8,23,37,59,6,21,2,2,30,0,8
'060338C0200',6,4,20,30,10,10,3,18,13,21,45,43,3,26,3,2,36,0,11
'060339B0100',6,4,16,21,5,12,8,8,6,11,39,36,5,16,4,5,29,0,7
'060340B0100',6,4,15,16,8,13,0,7,12,12,40,45,7,20,2,1,28,0,6
'060341B0100',6,4,19,17,4,18,1,8,8,6,22,33,1,6,0,0,14,0,7
'060342B0100',6,4,21,22,7,18,4,17,9,15,34,32,4,14,0,1,26,0,7
'060343B0100',6,3,21,15,6,10,5,17,8,13,26,33,5,15,2,0,25,0,10
'060343C0100',6,3,8,19,2,9,1,11,6,9,23,45,1,13,0,1,28,0,7
'060344B0100',6,1,22,21,6,9,3,13,7,10,44,32,2,20,1,1,23,0,7
'060344C0100',6,1,19,27,9,7,3,11,9,21,35,34,2,13,1,2,17,1,8
'060345B0100',6,3,27,36,6,23,4,25,13,26,55,60,2,31,0,6,30,0,14
'060346B0100',6,1,26,16,4,12,1,14,12,19,38,40,4,18,1,2,35,0,12
'060347B0100',6,3,31,38,6,20,4,15,10,36,50,56,4,23,1,4,42,0,21
'060348B0100',6,1,30,26,6,12,2,17,13,29,56,62,5,24,2,2,46,0,17
'060349B0100',6,1,21,21,5,10,4,15,9,20,38,37,1,15,2,4,20,0,9
'060349C0100',6,1,16,16,7,7,3,21,10,16,43,48,4,14,1,0,17,0,11
'060350B0100',6,3,17,18,6,9,2,18,10,9,27,45,3,13,3,4,11,0,7
'060350C0100',6,3,20,24,6,11,3,9,6,17,34,29,3,10,0,2,16,0,9
'060351B0100',6,1,17,16,5,17,3,10,13,11,25,48,2,16,2,5,28,0,8
'060352B0100',6,1,30,28,2,12,5,14,13,25,36,54,2,18,0,2,25,1,14
'060353B0100',6,1,20,27,4,9,3,18,11,18,38,28,1,8,3,3,23,0,6
'060354B0100',6,3,21,28,5,13,2,22,11,30,50,67,2,21,3,5,38,0,12
'060355B0100',6,1,23,27,3,12,1,14,6,8,37,38,1,12,0,0,19,0,15
'060355C0100',6,1,25,24,4,11,2,11,6,13,37,31,1,11,4,5,19,0,7
'060356B0100',6,1,33,45,3,26,3,29,14,22,52,49,4,23,3,4,41,0,15
'060357B0100',6,3,19,19,7,14,1,9,7,14,19,23,0,15,0,2,16,0,8
'060357C0100',6,3,19,20,2,10,2,9,9,10,31,51,1,16,1,0,23,0,13
'060358B0100',6,3,28,43,6,16,3,18,16,23,48,61,8,23,1,7,42,0,12
'060359B0100',6,1,20,24,4,8,3,12,7,18,24,27,1,13,0,2,20,0,3
'060359C0100',6,1,10,26,6,8,0,16,3,15,30,32,2,11,1,7,16,0,8
'060360B0100',6,3,21,40,4,19,6,13,14,16,51,58,2,23,1,1,25,1,9
'060361B0100',6,1,20,29,6,16,3,13,10,16,40,33,1,16,1,2,26,0,3
'060361C0100',6,1,14,27,3,15,3,16,13,22,43,41,2,17,1,2,20,0,10
'060362B0100',6,4,20,20,10,15,5,19,14,22,40,43,3,12,3,0,26,0,13
'060362C0100',6,4,25,32,6,16,4,11,13,24,37,37,5,20,2,3,30,1,7
'060363B0100',6,1,25,20,8,18,2,18,20,21,41,53,1,19,3,5,29,0,6
'060363C0100',6,1,26,26,7,11,3,19,10,20,39,38,2,20,1,1,30,1,8
'060364B0100',6,1,22,31,9,16,3,29,14,21,53,50,3,27,4,0,42,0,9
'060365B0100',6,1,19,20,7,13,5,12,8,15,55,37,4,20,3,4,36,0,12
'060366B0100',6,1,28,27,4,19,1,21,18,20,36,51,3,16,1,0,31,0,10
'060367B0100',6,1,17,20,6,11,7,17,15,16,48,43,3,16,1,3,32,0,9
'060368B0100',6,1,19,33,6,12,3,19,12,21,35,31,4,24,1,1,37,0,10
'060369B0100',6,1,19,22,5,19,3,19,7,21,27,33,2,17,4,2,31,0,14
'060369C0100',6,1,24,27,8,8,4,9,6,17,46,44,5,16,3,1,20,0,10
'060370B0100',6,1,21,25,9,13,4,20,7,25,54,56,3,19,0,2,35,0,12
'060370C0100',6,1,31,32,3,8,7,20,14,22,69,44,1,25,3,2,32,0,7
'060371B0100',6,1,12,23,6,7,0,10,10,18,27,32,1,12,3,4,19,0,9
'060371C0100',6,1,25,19,5,11,1,12,4,14,28,29,3,10,0,1,22,0,7
'060372B0100',6,1,18,31,6,15,5,15,12,25,49,44,3,15,6,5,30,0,10
