CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,MORENA,PT_MORENA,PVEM,MC,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'162157C0100',16,23,27,12,6,20,17,20,9,11,6,23,27,27,7,1,18,1,58,8,0,7
'162158B0100',16,11,20,9,7,15,14,20,10,17,5,23,25,20,5,3,8,0,43,15,2,2
'162158C0100',16,11,15,5,7,21,14,22,5,20,7,19,24,21,4,1,24,4,29,10,0,2
'162158C0200',16,11,12,12,5,18,15,22,9,14,13,24,16,24,3,1,16,1,44,14,0,7
'162159B0100',16,11,8,6,4,20,11,12,4,16,6,26,28,25,8,2,23,2,48,15,1,3
'162159C0100',16,11,25,7,7,15,10,20,8,10,9,23,18,19,7,2,18,3,40,13,0,8
'162159C0200',16,11,18,7,7,14,9,16,4,21,7,21,21,16,13,0,21,0,45,8,0,7
'162160B0100',16,3,19,6,11,19,8,23,4,21,5,19,18,21,15,0,9,0,46,14,0,0
'162161B0100',16,3,17,10,6,15,11,17,7,12,5,15,15,22,5,1,14,5,25,15,3,1
'162161C0100',16,3,10,4,5,16,8,21,8,13,6,20,14,15,9,0,15,3,31,13,0,4
'162162B0100',16,3,9,5,2,2,5,8,3,5,1,10,8,17,4,0,4,1,24,9,0,1
'162163B0100',16,3,13,7,7,12,5,7,4,7,1,5,3,9,5,0,7,0,25,6,0,2
'162164B0100',16,3,8,7,2,12,12,7,2,10,1,13,11,16,2,1,10,0,29,7,0,1
'162165B0100',16,3,3,2,1,3,2,4,1,3,4,9,3,4,3,0,2,0,8,5,0,0
'162166B0100',16,3,17,2,4,14,7,11,5,19,3,15,20,23,5,0,13,1,29,6,0,2
'162166C0100',16,3,14,4,5,9,8,11,4,16,7,23,17,20,5,0,14,2,37,9,0,0
'162167B0100',16,3,12,3,4,9,5,8,1,12,1,7,7,10,3,1,11,3,18,4,0,3
'162168B0100',16,3,15,4,2,20,9,20,7,18,9,14,18,15,4,1,13,0,31,21,0,4
'162168C0100',16,3,22,6,7,17,12,13,10,17,5,24,13,15,9,1,17,2,35,15,0,2
'162169B0100',16,15,20,12,10,15,19,29,7,18,12,26,28,25,10,1,23,2,52,18,0,6
'162169C0100',16,15,22,7,12,23,16,25,10,21,4,31,26,28,10,1,18,0,40,20,1,3
'162170B0100',16,3,20,9,5,12,8,17,3,17,7,15,13,15,6,1,13,1,42,6,0,2
'162170C0100',16,3,14,7,1,14,12,14,2,11,11,18,18,19,7,0,8,2,27,8,1,2
'162171B0100',16,3,18,10,19,18,19,19,5,21,7,34,22,18,5,1,16,2,41,11,0,4
'162172B0100',16,3,13,12,6,11,7,16,6,12,6,16,7,7,10,0,13,1,32,14,0,8
'162173B0100',16,3,11,1,6,14,9,14,3,8,4,13,8,6,6,0,9,0,28,13,1,2
'162174B0100',16,3,3,0,0,2,1,3,2,6,2,3,2,3,1,1,3,0,10,3,0,0
'162175B0100',16,21,18,12,7,24,24,19,9,13,3,20,29,20,9,3,32,4,58,18,0,3
'162175C0100',16,21,21,6,8,31,19,19,13,24,4,32,24,27,10,1,24,2,46,13,0,3
'162175C0200',16,21,15,14,6,19,11,32,10,15,6,26,25,26,9,2,16,1,45,14,0,8
'162175C0300',16,21,24,10,8,17,16,26,7,28,10,27,20,23,14,0,25,1,40,14,0,7
'162176B0100',16,9,25,7,11,18,20,18,6,21,4,27,18,19,5,1,18,3,48,6,1,6
'162176C0100',16,9,26,8,6,20,11,23,11,16,6,26,22,31,8,0,19,0,48,8,0,5
'162177B0100',16,21,27,11,9,12,21,24,9,26,10,32,21,23,13,1,18,3,56,9,1,1
'162177C0100',16,21,23,13,8,19,18,21,9,13,4,24,21,23,10,0,24,2,47,11,0,6
'162177C0200',16,21,27,10,6,21,12,20,10,20,8,13,21,23,13,2,20,3,49,14,2,3
'162178B0100',16,9,13,7,6,11,11,11,9,10,7,16,14,22,10,1,16,0,29,12,0,6
'162178C0100',16,9,14,5,5,20,14,19,3,15,5,20,16,16,9,1,9,1,31,6,0,6
'162179B0100',16,21,21,6,12,20,8,19,7,21,9,31,19,26,12,3,22,1,51,17,0,8
'162179C0100',16,21,27,9,13,26,13,15,7,20,4,30,27,23,10,1,19,2,36,17,0,0
'162179C0200',16,21,24,10,5,21,13,25,16,26,12,27,24,20,11,3,26,2,35,15,0,3
'162180B0100',16,21,24,9,7,26,15,25,11,20,8,38,30,24,13,1,20,3,45,19,0,5
'162180C0100',16,21,29,14,12,24,21,29,9,16,9,32,21,25,15,1,22,2,46,16,1,5
'162181B0100',16,9,20,12,4,24,17,17,7,15,8,19,19,20,12,1,16,1,45,17,0,6
'162181C0100',16,9,26,7,6,17,14,20,7,16,6,31,10,18,8,2,17,1,53,13,0,4
'162181C0200',16,9,22,4,7,19,14,17,7,14,7,22,20,25,8,2,12,1,61,4,0,0
'162182B0100',16,9,23,6,3,21,17,21,4,18,6,21,20,20,8,0,9,1,41,16,1,3
'162182C0100',16,9,17,6,5,19,10,26,9,20,5,18,15,24,7,1,18,0,39,14,0,5
'162182C0200',16,9,17,18,5,9,13,21,7,17,5,22,23,25,13,2,17,1,45,14,1,2
'162183B0100',16,9,11,7,5,13,13,18,1,8,3,15,20,17,7,0,11,0,27,14,0,2
'162183C0100',16,9,14,5,4,10,8,18,6,11,4,19,12,16,7,0,13,1,35,11,0,3
'162184B0100',16,21,19,8,4,21,11,19,11,26,5,21,27,29,10,1,19,0,45,20,0,8
'162184C0100',16,21,21,9,5,14,19,22,12,22,7,25,25,32,11,0,22,1,44,20,0,6
'162184C0200',16,21,15,12,10,17,20,12,8,22,7,29,23,25,11,1,21,3,46,17,0,9
'162184C0300',16,21,12,10,6,19,17,21,7,18,10,25,15,24,10,2,23,3,51,26,0,4
'162184C0400',16,21,20,7,4,25,12,32,7,16,6,18,20,29,9,0,15,1,49,14,0,11
'162185B0100',16,21,22,9,9,28,23,30,12,28,7,34,18,33,15,1,12,2,53,11,0,5
'162185C0100',16,21,35,9,11,22,15,23,11,26,7,25,28,25,11,1,29,3,48,19,0,6
'162185C0200',16,21,24,12,8,18,21,26,9,17,13,27,23,23,15,2,21,2,59,18,0,7
'162185C0300',16,21,23,13,12,27,17,25,11,22,9,26,14,31,8,3,18,2,49,19,2,2
'162185C0400',16,21,27,8,8,20,19,23,9,30,7,23,31,32,4,3,23,3,56,17,1,0
'162186B0100',16,9,23,11,6,12,13,21,7,14,7,21,15,22,5,0,19,1,46,14,0,5
'162186C0100',16,9,17,5,6,15,10,20,6,18,6,18,20,27,11,0,7,1,38,15,0,4
'162186C0200',16,9,11,3,8,23,8,17,4,17,7,21,14,22,14,1,14,0,38,12,0,5
'162186S0100',16,9,41,23,10,51,26,36,15,50,19,36,40,52,20,4,39,2,93,28,1,7
'162187B0100',16,21,26,14,5,18,19,27,6,27,7,27,28,30,7,1,27,0,44,15,0,6
'162187C0100',16,21,28,6,7,25,13,25,13,24,8,31,21,23,6,1,14,2,54,14,0,5
'162188B0100',16,21,16,12,8,28,19,18,11,13,8,25,24,24,6,2,20,0,63,13,0,1
'162188C0100',16,21,32,8,9,19,13,15,7,34,4,22,14,29,7,1,20,2,39,12,0,6
'162189B0100',16,9,12,8,9,16,12,11,4,20,9,27,22,13,9,3,22,0,45,20,0,5
'162189C0100',16,9,27,5,7,7,17,21,9,15,6,18,21,21,10,0,19,1,33,9,0,3
'162189C0200',16,9,19,8,4,11,14,24,7,12,8,17,21,30,9,1,22,0,41,12,1,3
'162190B0100',16,9,18,6,4,24,13,13,7,14,10,26,20,25,14,1,21,2,44,11,0,3
'162190C0100',16,9,22,9,9,10,12,26,12,16,6,18,28,22,11,2,13,2,42,11,0,9
'162191B0100',16,9,17,9,0,10,10,18,10,15,2,19,14,21,4,1,6,1,28,13,0,1
'162191C0100',16,9,11,6,7,8,13,16,3,13,9,20,19,23,2,0,16,1,22,10,0,3
'162192B0100',16,9,20,10,10,12,11,20,9,14,6,21,17,24,6,1,14,1,32,15,0,2
'162192C0100',16,9,13,5,11,10,12,22,4,19,8,14,19,19,10,1,17,2,42,14,1,6
'162193B0100',16,9,15,11,4,16,13,18,4,18,4,17,14,18,6,1,12,1,44,11,0,5
'162193C0100',16,9,14,5,7,18,12,23,6,17,6,16,20,22,4,0,11,2,40,14,0,2
'162194B0100',16,9,22,7,6,20,18,26,11,17,5,27,18,21,13,1,19,2,43,12,0,5
'162194C0100',16,9,18,7,8,18,8,26,8,18,9,35,21,17,10,0,18,3,58,18,1,6
'162195B0100',16,21,23,7,8,23,17,23,15,20,12,18,21,28,14,3,16,0,49,15,1,9
'162195C0100',16,21,29,14,2,21,11,29,9,23,10,30,19,28,10,1,18,3,49,17,0,3
'162195C0200',16,21,32,9,11,26,14,21,13,21,4,30,18,27,14,0,20,0,44,22,1,7
'162195C0300',16,21,31,11,3,24,22,22,7,21,6,28,29,40,13,1,16,1,53,15,1,7
'162195C0400',16,21,24,12,6,18,21,20,3,29,10,30,18,32,9,3,20,3,47,18,0,6
'162195C0500',16,21,26,10,6,24,15,24,8,22,7,29,19,35,20,2,16,3,38,22,0,6
'162196B0100',16,21,36,8,6,23,21,31,5,15,13,30,32,37,15,0,20,1,67,10,2,4
'162196C0100',16,21,27,7,6,26,16,22,9,27,4,27,30,36,14,2,25,5,62,13,0,3
'162196C0200',16,21,17,13,5,27,14,22,16,23,10,39,30,19,13,1,15,1,65,17,0,6
'162197B0100',16,21,16,9,12,22,16,25,8,18,4,34,27,19,10,0,20,1,53,16,0,2
'162197C0100',16,21,29,12,9,19,12,16,8,16,8,23,28,27,12,3,26,3,49,20,0,10
'162197C0200',16,21,21,12,12,23,16,22,5,22,8,19,25,29,8,0,20,1,57,22,1,1
'162198B0100',16,21,28,6,4,22,13,18,4,34,10,29,26,23,9,0,25,2,34,15,0,6
'162198C0100',16,21,21,12,6,21,19,26,6,26,4,19,19,34,10,1,22,3,39,17,1,4
'162198C0200',16,21,25,11,7,19,18,23,8,21,12,25,27,43,9,2,18,1,56,13,0,4
'162199B0100',16,9,21,6,7,20,16,16,6,15,1,18,12,27,6,0,17,0,26,16,0,1
'162199C0100',16,9,16,5,11,14,12,24,8,15,8,17,23,23,12,1,13,0,34,12,1,3
'162200B0100',16,9,12,9,7,10,12,22,6,20,12,19,18,19,7,0,16,3,32,15,0,5
'162200C0100',16,9,19,6,2,17,12,19,6,22,7,13,19,23,8,1,15,2,43,20,0,3
'162201B0100',16,9,24,8,7,20,16,18,6,11,4,17,21,18,4,2,14,1,39,3,0,3
'162201C0100',16,9,20,8,4,19,7,24,11,13,3,15,18,20,10,2,23,3,39,14,0,7
'162202B0100',16,9,13,5,4,8,8,12,6,17,7,17,22,21,6,0,14,1,33,10,0,4
'162202C0100',16,9,19,3,7,11,10,15,7,16,6,14,20,25,8,0,9,1,42,7,1,5
'162203B0100',16,9,19,6,7,21,17,20,6,24,7,22,27,20,2,1,20,0,46,16,0,6
'162203C0100',16,9,16,8,3,17,8,19,10,22,4,26,20,28,8,3,17,1,42,15,0,10
'162204B0100',16,21,29,12,5,22,19,18,8,29,11,25,23,23,12,1,18,4,57,28,0,13
'162205B0100',16,21,17,13,6,24,19,20,12,21,4,27,23,29,10,1,24,2,47,19,1,3
'162206B0100',16,21,28,8,4,15,14,32,10,18,5,29,27,25,9,1,30,2,52,26,0,2
'162206C0100',16,21,25,11,9,21,14,31,7,16,9,34,26,31,15,1,33,1,44,15,0,4
'162207B0100',16,21,19,9,4,17,22,24,8,25,8,18,16,37,15,1,13,3,49,15,1,5
'162207C0100',16,21,27,15,7,26,16,28,9,15,8,42,20,23,6,0,17,2,67,14,0,5
'162207C0200',16,21,29,10,9,28,17,18,12,21,12,24,30,27,11,0,28,2,44,18,1,5
'162207C0300',16,21,32,11,5,18,13,24,14,21,8,45,25,27,12,2,17,3,64,17,1,5
'162207C0400',16,21,26,14,7,17,14,35,5,20,9,32,30,24,7,0,30,2,51,17,0,8
'162207C0500',16,21,30,16,9,22,19,26,15,16,4,27,32,30,9,1,20,5,45,22,2,9
'162207C0600',16,21,20,13,9,22,12,28,9,25,10,30,22,34,13,1,23,1,45,20,1,2
'162207C0700',16,21,26,8,9,15,13,31,13,21,7,36,27,32,16,0,15,2,49,16,0,2
'162207C0800',16,21,28,9,11,23,11,27,11,29,9,26,27,23,2,0,18,3,53,24,1,4
'162207E0100',16,9,18,13,6,16,16,27,2,11,7,25,17,27,10,2,22,0,35,12,0,2
'162207E0101',16,9,16,6,8,25,14,18,9,13,7,27,18,32,10,2,25,0,35,14,0,3
'162207E0102',16,9,24,11,4,24,16,29,6,20,12,24,16,18,15,0,22,1,36,19,0,7
'162208B0100',16,21,18,8,9,16,16,17,6,19,8,28,22,26,11,1,18,2,41,18,0,7
'162208C0100',16,21,18,4,7,27,14,32,9,19,3,21,20,14,9,3,15,0,49,25,1,5
'162209B0100',16,21,22,8,4,23,15,13,6,12,8,24,27,26,12,1,19,0,53,14,0,8
'162209C0100',16,21,17,4,4,22,12,23,4,24,7,33,20,28,14,2,19,1,51,17,0,3
'162210B0100',16,9,23,9,5,17,17,16,7,11,7,17,19,14,8,1,21,2,48,15,0,7
'162210C0100',16,9,31,4,3,20,11,20,7,20,6,23,20,23,10,1,16,0,42,16,0,4
'162210C0200',16,9,17,17,9,19,15,15,4,15,11,19,23,24,10,2,18,2,44,9,0,5
'162211B0100',16,9,18,4,5,15,9,18,7,9,8,27,20,16,6,0,15,3,40,15,2,4
'162211C0100',16,9,20,2,6,17,6,15,5,8,7,32,25,20,6,3,12,0,39,12,0,2
'162212B0100',16,9,14,3,7,15,17,13,6,17,11,19,15,17,5,0,13,0,44,12,0,4
'162212C0100',16,9,18,4,2,14,11,24,6,17,7,11,15,16,8,0,14,2,37,5,0,5
'162213B0100',16,9,19,10,5,24,17,20,6,18,10,32,25,20,13,1,19,2,38,19,0,2
'162213C0100',16,9,27,8,5,18,10,21,10,12,6,23,17,18,15,2,23,2,45,16,2,4
'162214B0100',16,9,19,5,11,11,9,14,10,16,8,15,19,26,9,0,19,2,38,19,0,3
'162214C0100',16,9,21,2,10,11,17,20,8,17,7,24,19,20,9,1,13,1,33,14,0,2
'162215B0100',16,21,20,13,10,13,20,19,12,21,10,26,21,35,9,1,12,4,49,20,0,7
'162216B0100',16,21,25,9,5,13,14,21,13,18,10,20,19,22,13,1,28,3,40,19,1,5
'162217B0100',16,21,25,8,11,24,27,19,4,20,11,26,20,30,7,3,21,4,63,14,1,3
'162218B0100',16,9,16,10,11,18,15,23,16,18,6,30,18,25,9,2,10,2,39,13,1,2
'162218C0100',16,9,24,12,4,16,17,31,9,12,6,24,17,21,14,2,21,0,52,17,0,3
'162218C0200',16,9,14,11,5,18,14,31,15,24,9,21,23,25,7,2,14,0,42,22,0,7
'162219B0100',16,21,17,9,6,32,10,28,12,22,7,21,21,37,10,0,20,3,51,25,2,9
'162219C0100',16,21,25,13,11,22,19,26,10,23,6,30,27,17,9,0,11,4,66,21,0,5
'162219C0200',16,21,24,8,7,21,17,21,10,20,14,29,22,25,17,0,27,2,45,21,1,6
'162219C0300',16,21,31,9,6,25,20,27,8,16,8,33,18,32,13,1,19,1,47,19,0,9
'162219C0400',16,21,23,4,8,26,29,23,10,19,10,26,28,29,10,3,22,1,47,17,0,3
'162219C0500',16,21,22,7,10,19,11,23,10,16,11,21,20,25,13,1,17,5,59,23,0,6
'162219C0600',16,21,18,4,12,30,22,22,12,24,11,29,30,23,13,1,20,0,57,18,0,3
'162220B0100',16,9,18,10,6,13,14,16,6,11,3,26,13,24,8,0,10,3,30,11,1,2
'162220C0100',16,9,12,4,5,18,6,11,3,14,6,22,16,23,10,1,16,3,34,14,0,1
'162221B0100',16,21,31,11,4,28,11,20,7,23,9,27,25,29,13,5,19,2,39,15,0,4
'162222B0100',16,9,11,6,5,7,7,22,3,14,5,18,15,18,9,1,9,5,34,16,0,3
'162222C0100',16,9,14,4,9,14,10,19,10,11,3,14,10,25,3,2,10,1,33,14,0,3
'162223B0100',16,21,22,14,6,24,17,27,6,22,6,26,28,20,16,1,16,4,50,10,1,8
'162224B0100',16,9,15,6,3,17,7,22,4,17,10,21,15,24,7,0,11,2,42,8,0,5
'162224C0100',16,9,20,10,3,18,11,16,8,11,6,16,13,11,7,1,15,0,33,13,0,3
'162225B0100',16,21,17,10,6,21,17,27,12,30,12,31,24,30,8,2,18,4,49,28,1,4
'162225C0100',16,21,32,10,8,23,22,20,11,28,10,25,18,31,10,1,22,3,49,26,0,5
'162226B0100',16,21,27,9,6,29,15,26,16,28,15,34,20,26,12,1,19,1,57,22,0,8
'162226C0100',16,21,34,4,10,25,17,37,12,16,10,32,26,30,11,0,27,0,57,21,0,5
'162227B0100',16,21,20,10,6,14,11,19,8,18,5,20,26,27,4,1,25,4,53,19,0,5
'162227C0100',16,21,21,12,8,19,9,17,8,25,7,23,19,27,8,0,19,0,54,23,0,10
'162228B0100',16,9,17,8,8,10,14,24,10,12,14,31,17,32,6,1,20,1,51,17,0,3
'162228C0100',16,9,14,6,7,19,9,25,7,27,11,24,17,18,4,2,15,0,41,12,0,3
'162229B0100',16,21,23,9,9,24,12,26,11,18,7,21,34,23,12,2,15,1,49,17,0,3
'162229C0100',16,21,22,10,9,26,28,28,9,27,11,24,26,29,11,1,13,2,41,13,0,6
'162229C0200',16,21,18,9,8,25,18,26,6,19,8,26,26,36,11,1,20,2,49,23,2,4
'162229C0300',16,21,14,10,8,16,20,25,7,22,12,23,30,22,16,1,17,3,51,16,0,4
'162229C0400',16,21,26,10,9,16,11,33,8,14,10,21,23,23,13,1,23,2,48,27,0,6
'162230B0100',16,21,26,13,4,23,20,34,10,26,9,37,25,30,9,2,26,2,56,19,2,6
'162230C0100',16,21,28,13,9,21,20,28,12,27,8,30,30,28,11,0,25,2,59,19,0,4
'162230C0200',16,21,23,10,8,31,23,20,4,20,8,31,32,30,16,2,23,1,64,19,0,4
'162231B0100',16,21,27,8,5,16,12,31,11,18,10,32,17,33,12,1,25,4,67,17,1,11
'162231C0100',16,21,18,14,8,23,20,23,11,21,12,30,27,31,16,3,20,3,64,16,0,8
'162231C0200',16,21,28,13,9,18,19,30,11,18,4,27,25,36,8,2,27,2,57,17,0,8
'162232B0100',16,21,23,14,5,16,14,20,8,22,10,27,22,31,19,0,23,2,47,17,0,5
'162232C0100',16,21,34,7,8,21,15,29,7,22,15,25,14,39,7,2,24,2,44,20,0,9
'162233B0100',16,9,17,7,4,14,16,19,7,10,7,19,18,7,10,0,15,4,39,11,0,2
'162233C0100',16,9,12,2,7,18,17,13,4,13,4,15,14,23,8,0,13,2,42,12,0,8
'162234B0100',16,9,19,17,7,21,22,20,12,21,4,26,20,29,5,0,12,2,38,17,0,4
'162234C0100',16,9,24,8,8,15,23,19,13,19,12,23,23,19,11,1,19,1,52,19,0,4
'162235B0100',16,9,20,8,7,14,16,24,4,18,5,24,25,25,3,3,15,1,44,23,0,3
'162235C0100',16,9,23,7,4,16,11,24,4,15,14,30,23,20,11,3,19,2,40,18,1,4
'162235C0200',16,9,17,12,5,16,12,21,8,18,10,20,28,29,10,2,12,0,51,23,0,5
'162236B0100',16,21,19,11,9,15,20,28,10,30,12,26,27,17,9,1,29,0,52,19,1,5
'162237B0100',16,9,15,7,4,7,16,13,4,10,6,8,11,11,8,0,11,3,29,12,0,4
'162238B0100',16,9,22,9,2,12,13,20,6,17,10,22,19,18,6,0,20,0,35,16,0,3
'162238C0100',16,9,12,6,9,10,9,22,6,20,2,22,21,23,9,1,21,2,45,12,0,1
'162238S0100',16,9,41,18,15,33,32,47,17,38,16,52,39,54,26,0,33,6,97,33,0,11
'162239B0100',16,9,26,6,8,14,18,25,7,18,12,20,15,16,11,0,9,2,48,11,1,5
'162239C0100',16,9,23,9,6,23,14,17,14,15,7,27,10,21,7,0,17,0,37,20,0,6
'162240B0100',16,21,15,7,4,21,17,21,13,17,11,26,25,17,9,1,18,1,52,17,0,5
'162241B0100',16,9,15,5,3,8,13,15,2,17,1,19,18,8,9,1,20,0,34,13,0,4
'162241C0100',16,9,21,4,7,11,8,8,5,8,6,17,16,18,8,2,14,2,30,11,0,5
'162242B0100',16,9,17,10,10,20,13,18,9,22,8,24,17,36,11,1,12,2,53,11,0,4
'162243B0100',16,21,32,8,9,22,16,21,15,18,7,24,27,27,15,2,19,4,54,18,0,5
'162243C0100',16,21,27,14,6,24,20,27,7,21,11,34,26,24,11,4,22,2,52,23,0,3
'162243C0200',16,21,34,13,10,29,19,21,11,18,8,30,27,33,11,2,24,3,40,15,0,5
'162244B0100',16,9,22,6,10,18,16,22,7,18,9,27,17,30,9,0,18,3,45,19,0,8
'162244C0100',16,9,22,12,9,20,13,19,6,17,7,28,19,25,6,1,20,1,52,10,0,3
'162244C0200',16,9,18,12,6,19,12,20,10,15,6,27,26,25,10,3,19,1,46,18,0,5
'162245B0100',16,9,23,9,10,19,15,20,8,21,11,24,23,24,12,0,19,1,46,14,0,6
'162245C0100',16,9,21,9,10,23,13,22,9,18,9,20,11,22,6,0,14,2,44,12,0,3
'162246B0100',16,9,18,12,8,16,18,27,8,16,9,20,20,28,8,1,10,0,41,15,2,3
'162246C0100',16,9,22,5,4,11,19,21,12,17,6,17,19,33,9,3,17,2,31,20,0,3
'162247B0100',16,9,16,16,5,13,14,15,5,27,9,22,23,24,12,1,15,0,34,17,0,4
'162247C0100',16,9,9,7,7,14,18,20,11,16,10,18,24,37,5,3,20,1,50,11,1,3
'162247C0200',16,9,18,17,5,14,11,17,9,20,9,23,17,17,6,0,20,3,46,16,0,6
'162248B0100',16,21,18,8,8,22,23,23,10,19,9,30,22,33,11,3,29,2,47,8,0,4
'162248C0100',16,21,27,5,6,20,19,21,13,11,19,33,22,30,16,0,24,3,47,26,0,7
'162248C0200',16,21,28,5,6,23,13,26,8,25,4,18,40,27,10,2,23,1,61,14,1,3
'162248C0300',16,21,22,11,10,27,12,26,13,24,7,26,25,35,18,0,25,2,52,15,0,11
'162248C0400',16,21,31,5,7,17,10,26,7,19,4,35,31,34,10,1,16,2,57,24,0,9
'162248C0500',16,21,30,11,8,27,20,27,10,23,11,25,20,32,8,0,25,3,57,18,1,7
'162248C0600',16,21,27,8,8,14,20,23,9,31,10,31,21,33,13,1,23,2,48,24,1,1
'162248C0700',16,21,28,12,11,18,28,23,8,18,10,23,24,22,10,2,26,5,55,24,0,7
'162248C0800',16,21,36,12,4,21,19,27,12,14,5,32,31,35,10,1,27,2,53,12,0,4
'162249B0100',16,21,26,10,12,29,25,24,9,16,9,27,16,32,12,0,24,4,51,19,0,5
'162249C0100',16,21,21,7,7,23,14,30,11,30,12,21,26,25,22,0,16,4,56,24,0,10
'162249C0200',16,21,32,14,10,21,25,23,8,26,10,37,24,30,10,4,19,1,44,14,0,11
'162249C0300',16,21,35,13,8,23,16,22,4,28,4,33,34,32,9,0,15,6,54,15,0,5
'162250B0100',16,21,24,13,8,14,22,29,3,32,12,25,18,22,10,1,16,3,40,16,0,10
'162250C0100',16,21,23,14,6,18,21,28,10,16,6,30,18,26,10,3,22,0,47,18,1,5
'162250C0200',16,21,25,16,7,18,18,23,12,17,6,20,19,22,12,0,20,4,57,17,1,3
'162250C0300',16,21,21,10,4,17,19,30,17,21,6,28,19,27,11,0,17,3,43,19,0,3
'162250C0400',16,21,19,10,13,19,17,19,6,26,10,27,19,26,11,2,21,3,41,15,0,8
'162250C0500',16,21,27,8,12,19,15,26,6,15,6,20,20,26,16,2,13,1,47,22,2,6
'162251B0100',16,21,31,8,5,15,16,27,2,32,9,31,19,30,9,2,26,1,39,23,2,5
'162251C0100',16,21,22,9,9,20,12,31,16,22,10,19,23,28,7,3,9,1,52,20,0,6
'162251C0200',16,21,28,12,5,20,11,26,9,24,13,31,24,23,10,2,23,3,40,11,0,4
'162251C0300',16,21,27,6,7,22,15,28,14,19,9,26,25,30,11,1,20,1,46,17,0,4
'162252B0100',16,21,22,10,10,32,16,22,11,20,8,25,22,28,8,2,29,1,51,17,0,3
'162252C0100',16,21,23,11,12,26,18,24,11,24,9,22,30,27,12,0,22,0,63,15,0,11
'162253B0100',16,21,23,8,6,14,17,27,8,24,14,24,24,31,9,3,15,0,44,15,3,7
'162253C0100',16,21,23,10,9,26,11,21,6,19,12,24,23,25,11,0,24,2,46,12,1,5
'162253C0200',16,21,19,6,6,26,21,33,13,26,7,27,23,28,15,0,21,0,45,18,0,1
'162254B0100',16,21,33,7,4,25,21,22,8,27,6,33,21,36,16,2,25,1,52,24,1,14
'162254C0100',16,21,24,14,10,21,19,30,12,17,13,34,30,39,13,2,26,2,55,20,1,7
'162254C0200',16,21,22,12,4,24,23,22,12,21,10,34,29,36,11,2,22,3,48,20,0,4
'162254C0300',16,21,24,8,6,22,14,19,14,27,11,26,27,44,10,2,25,2,60,26,0,5
'162255B0100',16,9,16,12,6,22,10,20,11,17,6,28,22,22,9,0,14,3,38,12,0,5
'162255C0100',16,9,21,6,10,19,12,24,5,16,5,14,12,26,11,1,22,3,43,15,0,7
'162256B0100',16,9,20,10,8,15,12,17,6,17,8,31,24,25,11,0,14,2,43,8,0,6
'162256C0100',16,9,25,3,10,17,9,20,7,15,6,20,25,22,14,1,14,3,46,13,0,2
'162256C0200',16,9,18,6,12,22,13,22,10,15,10,20,18,19,12,2,15,2,37,11,0,4
'162257B0100',16,9,20,5,8,14,10,19,5,11,5,15,16,14,5,0,14,2,39,13,0,4
'162257C0100',16,9,13,8,4,12,13,18,4,13,6,18,15,14,5,0,18,0,31,9,0,2
'162258B0100',16,21,18,8,5,23,14,32,7,22,9,22,19,39,13,1,18,1,52,28,1,5
'162259B0100',16,21,30,9,10,21,15,25,10,19,3,24,32,21,8,1,23,0,55,16,0,7
'162259C0100',16,21,24,10,5,11,17,30,14,17,10,30,31,17,18,2,23,2,58,14,0,4
'162260B0100',16,21,23,9,7,12,11,19,12,24,12,34,18,20,13,0,13,3,48,16,0,6
'162260C0100',16,21,18,8,6,21,10,19,12,22,12,28,23,27,11,0,29,2,43,17,0,7
'162260C0200',16,21,34,5,5,17,15,15,11,15,2,32,22,22,9,1,19,0,39,17,0,7
'162260C0300',16,21,24,10,7,27,21,21,11,23,10,22,21,30,11,2,17,1,39,18,0,2
'162261B0100',16,21,29,10,9,14,20,24,15,17,7,25,23,26,13,0,29,2,56,18,1,9
'162261C0100',16,21,28,11,8,23,17,28,9,20,9,23,23,33,9,0,19,2,48,19,0,5
'162261C0200',16,21,19,8,7,24,22,22,6,22,10,21,19,29,9,1,16,3,53,17,1,9
'162261C0300',16,21,23,12,14,17,18,33,9,22,10,30,26,32,11,0,18,0,50,24,1,6
'162261C0400',16,21,17,19,11,24,11,22,12,24,6,34,23,24,14,1,17,1,50,25,0,4
'162261C0500',16,21,22,7,9,18,18,25,11,30,6,32,26,28,8,0,25,2,52,18,0,6
'162261C0600',16,21,20,13,9,29,15,35,7,21,7,27,25,36,13,1,23,2,52,17,1,4
'162261C0700',16,21,22,7,13,24,14,20,14,19,9,27,30,24,13,1,18,2,57,24,1,7
'162261C0800',16,21,25,13,7,21,11,27,6,26,12,28,19,29,8,1,21,4,39,17,0,5
'162262B0100',16,9,22,12,6,16,15,17,5,18,9,21,20,14,8,4,21,2,43,18,0,5
'162262C0100',16,9,17,9,3,14,14,15,17,25,3,29,17,29,8,1,17,2,38,11,0,3
'162262C0200',16,9,16,10,3,16,7,21,6,22,6,23,20,16,14,0,22,0,39,19,0,5
'162263B0100',16,9,21,6,4,25,13,25,13,17,5,25,24,20,5,3,19,2,45,13,0,6
'162263C0100',16,9,18,9,6,10,11,22,8,20,8,25,25,18,8,0,26,2,56,16,1,4
