CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PVEM_PT_MORENA_PANAL,PVEM_PT_MORENA,PVEM_MORENA_PANAL,PVEM_PT_PANAL,PT_MORENA_PANAL,PVEM_PT,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'180287B0100',18,6,23,9,19,0,11,23,6,15,9,0,6,33,3,10,0,0,10,2,21,6,0,1,0,1,11,2,2,0,8,3,0,5,9
'180288B0100',18,6,21,8,17,11,7,20,8,17,8,0,12,20,6,4,0,0,7,0,13,1,1,2,1,0,4,1,0,1,7,3,0,4,4
'180288C0100',18,6,18,8,25,9,5,20,5,18,5,1,6,14,9,3,1,0,5,0,9,6,2,3,4,0,9,0,1,0,3,1,0,3,7
'180289B0100',18,8,16,7,20,10,9,18,3,16,8,0,5,20,7,7,0,0,2,1,14,4,0,1,3,0,8,2,1,1,5,0,1,6,9
'180289C0100',18,8,11,9,18,10,9,13,4,19,4,0,5,26,7,4,0,0,4,2,13,4,0,0,1,0,11,1,0,1,7,2,1,5,7
'180290B0100',18,8,32,11,33,8,13,36,15,30,10,1,10,31,10,10,0,0,10,4,30,6,2,2,6,2,16,2,1,1,7,3,2,4,11
'180291B0100',18,8,20,6,23,8,11,27,9,24,5,0,8,20,5,4,0,0,6,1,13,5,1,1,0,0,13,3,1,0,2,1,1,5,5
'180291C0100',18,8,19,13,28,4,9,18,5,28,8,0,6,21,5,2,0,0,5,3,12,8,3,2,1,1,19,2,1,0,5,0,0,3,9
'180291E0100',18,8,7,3,11,4,1,9,5,5,1,0,3,7,4,2,0,0,4,0,2,4,0,1,1,0,5,0,0,0,0,1,0,1,2
'180292B0100',18,6,17,7,15,2,6,19,9,18,4,0,3,17,10,6,1,0,2,0,18,4,0,3,4,0,7,1,0,0,5,1,0,3,4
'180292E0100',18,6,7,4,7,1,1,7,0,7,1,0,3,16,2,2,0,0,1,0,6,2,0,1,1,0,5,0,0,0,3,0,0,0,0
'180293B0100',18,6,10,6,15,4,6,18,3,17,0,0,3,12,3,6,0,0,3,0,6,6,0,0,2,1,7,0,0,0,2,1,1,0,6
'180294B0100',18,6,7,5,8,3,3,6,4,2,1,0,3,14,4,4,0,0,2,0,5,1,0,0,2,0,6,0,0,0,3,1,0,1,1
'180295B0100',18,6,24,9,15,5,12,18,5,21,3,0,3,16,5,7,0,0,2,1,16,1,0,2,1,0,9,0,0,1,0,2,1,5,7
'180295C0100',18,6,17,8,18,5,11,15,4,19,4,0,3,24,8,1,1,0,3,2,17,3,2,2,2,2,9,0,0,0,9,4,0,1,2
'180296B0100',18,8,23,9,29,5,13,26,5,20,4,0,10,37,8,10,0,0,4,2,17,3,1,4,3,0,14,1,0,1,9,2,1,3,8
'180297B0100',18,8,11,10,19,4,13,18,5,17,7,0,10,26,1,4,0,0,7,1,25,6,3,4,4,0,15,0,0,0,8,1,1,3,5
'180298B0100',18,1,20,13,26,6,16,18,10,22,4,0,13,36,6,8,0,0,7,3,35,2,1,0,2,1,11,3,0,1,3,1,0,5,7
'180299B0100',18,8,18,14,22,5,12,24,8,17,7,1,7,24,8,14,0,0,13,2,17,2,0,1,3,2,7,2,0,0,11,1,2,2,9
'180300B0100',18,8,24,7,27,5,19,28,8,27,12,0,8,34,7,7,0,0,7,2,18,7,2,0,5,2,17,0,1,1,7,3,2,3,10
'180301B0100',18,6,26,8,27,3,18,26,5,28,5,0,5,30,11,3,0,0,5,2,14,6,1,5,5,0,14,4,2,0,8,3,1,2,4
'180301C0100',18,6,29,7,26,5,8,22,9,21,11,0,5,27,6,7,0,0,4,1,19,2,0,1,2,0,13,1,1,1,10,3,1,2,3
'180302B0100',18,8,42,17,40,13,14,37,9,18,9,0,15,43,10,11,0,0,7,0,18,4,2,3,4,0,17,3,1,2,7,0,2,9,6
'180303B0100',18,8,22,7,22,8,15,25,11,18,5,1,5,25,5,5,0,0,2,0,17,1,3,2,3,1,13,0,1,1,10,0,1,2,5
'180304B0100',18,8,22,14,32,9,7,25,10,27,6,1,9,30,7,6,1,0,9,3,23,3,0,1,2,0,16,0,1,0,9,6,0,6,14
'180305B0100',18,1,26,9,17,7,8,30,10,17,6,0,7,21,6,11,0,0,4,0,10,8,2,2,3,1,10,2,1,0,8,3,1,3,3
'180306B0100',18,6,20,6,20,5,14,23,12,19,6,0,5,23,1,5,0,0,5,2,10,4,1,2,2,1,10,1,0,0,7,2,2,4,7
'180306C0100',18,6,25,9,32,7,11,20,4,24,5,0,3,21,6,4,0,0,4,0,24,2,1,1,2,0,7,1,0,2,2,2,0,4,10
'180307B0100',18,8,18,16,22,5,9,29,13,27,2,0,10,26,6,4,0,0,6,2,10,2,1,2,2,1,15,3,0,1,7,0,2,8,5
'180308B0100',18,1,24,12,18,4,7,27,2,21,8,0,8,10,8,1,0,0,4,2,16,6,1,2,1,1,10,1,0,2,3,0,0,3,7
'180309B0100',18,8,31,15,37,6,21,36,7,27,8,0,5,44,11,9,0,0,7,1,24,6,5,0,3,2,8,2,0,1,8,3,3,2,9
'180310B0100',18,6,28,14,33,8,12,22,10,24,5,0,8,24,4,6,0,0,4,3,26,4,4,1,2,1,16,2,0,1,11,3,1,2,6
'180310C0100',18,6,28,13,31,8,14,34,9,20,6,0,11,34,11,7,0,0,11,1,16,7,2,2,1,0,14,2,1,2,5,3,1,4,4
'180311B0100',18,6,41,12,39,8,14,25,12,21,7,0,6,44,6,9,0,0,8,5,22,7,2,2,3,2,24,2,3,1,9,3,2,8,8
'180311C0100',18,6,29,15,35,7,10,40,14,30,6,0,15,40,10,8,0,0,6,0,19,13,6,2,5,1,19,3,1,0,6,1,2,1,14
'180312B0100',18,8,23,13,22,8,5,31,9,24,6,0,4,33,5,7,1,0,11,1,23,4,2,0,3,0,17,4,2,0,5,4,2,2,10
'180313B0100',18,6,18,6,23,4,15,28,10,23,4,1,6,22,6,3,0,0,8,1,16,4,0,3,3,1,11,1,1,1,4,2,2,4,9
'180314B0100',18,1,18,18,35,4,9,31,4,18,8,0,8,29,5,5,1,0,7,2,17,4,1,4,3,5,17,4,1,0,4,2,3,4,13
'180315B0100',18,8,37,11,33,11,19,32,11,28,8,1,4,27,5,11,0,0,6,1,41,6,2,6,7,0,19,2,2,1,8,2,1,4,10
'180316B0100',18,6,15,9,20,5,9,20,5,15,5,1,5,16,3,4,0,0,7,3,15,3,0,1,1,2,10,1,1,0,8,1,0,2,5
'180317B0100',18,8,15,8,21,7,9,26,9,23,2,1,3,24,10,5,0,0,7,0,11,5,0,1,1,0,9,6,0,0,2,3,0,3,9
'180318B0100',18,6,30,11,18,6,19,34,12,15,8,0,5,29,4,4,0,0,9,0,14,1,2,3,3,1,13,2,0,1,5,4,1,6,6
'180319B0100',18,6,20,5,8,4,5,16,5,12,4,0,7,23,3,2,0,0,1,1,12,5,0,0,2,0,5,2,0,1,5,1,0,3,5
'180320B0100',18,6,30,16,27,4,15,21,9,16,3,0,9,36,4,5,0,0,6,2,18,0,3,1,2,1,11,1,1,2,8,2,1,0,5
'180320C0100',18,6,25,10,36,3,13,33,7,17,9,0,7,25,3,9,0,0,7,0,17,9,2,3,4,1,10,0,0,2,14,0,3,1,9
'180320C0200',18,6,27,12,31,4,15,38,15,19,7,0,8,39,7,6,0,1,6,1,14,6,0,1,1,0,11,2,0,1,6,3,1,3,11
'180321B0100',18,1,19,11,26,4,15,16,2,23,2,1,2,24,7,5,0,0,5,1,14,2,2,2,2,2,7,2,1,1,4,0,0,0,5
'180321C0100',18,1,24,10,23,4,13,27,6,15,7,0,5,25,4,5,0,0,6,1,15,3,4,2,6,0,8,0,1,1,5,2,0,1,4
'180322B0100',18,6,31,14,18,10,7,29,7,18,5,0,6,29,8,12,0,0,7,1,14,5,4,3,3,1,11,3,1,0,7,3,0,6,6
'180322C0100',18,6,32,8,32,4,14,20,8,13,5,0,11,26,3,5,0,0,5,0,25,4,2,3,3,0,9,1,1,1,6,3,1,4,5
'180323B0100',18,6,32,11,42,9,14,24,14,37,4,0,12,23,6,10,1,0,15,3,25,10,1,1,3,0,17,4,1,2,7,3,1,6,14
'180323C0100',18,6,32,14,28,7,19,40,6,29,8,0,7,43,8,14,0,0,8,2,24,2,5,4,3,2,16,1,0,1,6,1,0,4,13
'180324B0100',18,1,14,6,21,5,8,20,14,15,4,0,3,20,7,2,1,0,4,0,17,6,0,1,1,1,5,1,0,2,2,1,1,3,5
'180324C0100',18,1,13,5,25,5,12,18,5,10,7,1,5,20,4,3,0,0,6,2,12,5,0,2,2,0,12,5,0,1,7,1,0,3,5
'180325B0100',18,1,13,10,20,6,11,20,8,15,4,0,7,21,5,5,0,0,5,2,18,7,2,3,1,0,11,3,0,0,4,4,2,5,5
'180326B0100',18,1,33,14,37,6,20,32,14,36,6,0,9,43,7,9,0,0,6,2,19,5,1,5,3,0,15,0,0,2,5,5,1,5,9
'180327B0100',18,6,21,8,25,4,12,17,6,20,6,0,3,19,4,5,0,0,2,1,14,3,1,1,2,1,8,2,0,1,7,0,1,2,9
'180327C0100',18,6,24,8,18,11,15,21,11,19,6,0,5,22,2,9,0,0,6,0,17,3,2,4,1,1,10,2,0,0,6,0,0,3,4
'180328B0100',18,1,22,6,23,5,7,19,4,18,4,0,9,27,7,7,1,0,4,1,15,4,2,1,4,3,14,0,0,0,6,2,1,3,6
'180328C0100',18,1,13,13,23,4,11,18,8,15,6,0,9,15,4,5,0,0,3,0,16,1,2,1,1,0,9,0,0,1,6,6,1,1,8
'180329B0100',18,1,20,6,22,11,21,15,8,14,7,0,7,16,5,5,0,0,4,1,12,4,2,0,2,0,5,1,0,2,4,1,1,2,5
'180329C0100',18,1,23,5,21,4,10,16,6,18,1,0,4,18,5,4,0,0,4,1,13,3,0,3,2,1,10,1,0,2,3,2,0,2,4
'180330B0100',18,1,21,9,24,5,10,19,7,19,8,2,8,23,2,9,0,0,5,2,20,0,2,3,2,0,14,1,0,0,0,2,0,0,8
'180331B0100',18,6,22,8,24,5,5,19,10,18,9,0,6,20,8,4,0,0,4,2,14,2,1,3,0,1,10,2,1,1,4,2,3,2,5
'180331C0100',18,6,15,6,26,5,15,25,6,16,5,0,4,30,3,3,0,0,4,1,18,6,3,4,2,0,10,0,1,1,6,2,1,1,10
'180332B0100',18,6,11,4,7,4,3,8,3,6,1,0,0,7,4,1,1,0,2,1,4,2,1,2,0,1,6,0,0,0,1,0,1,0,2
'180333B0100',18,6,28,9,37,10,8,38,5,25,6,1,9,31,6,6,1,0,1,2,16,2,2,1,2,1,13,1,0,2,8,0,0,4,6
'180333C0100',18,6,31,9,16,9,16,23,8,23,9,0,10,32,6,2,1,0,4,1,17,6,3,2,3,2,12,1,0,3,4,3,0,4,3
'180334B0100',18,6,14,2,9,4,4,11,2,10,1,0,2,17,5,1,0,0,2,1,4,1,0,2,0,0,7,0,0,0,5,0,0,2,2
'180334E0100',18,6,10,2,10,2,2,9,5,7,2,0,2,10,1,0,0,0,2,1,7,0,0,0,1,0,4,2,0,0,2,1,1,1,0
'180335B0100',18,6,10,5,8,1,6,13,4,13,0,0,5,8,3,2,0,0,1,0,7,3,0,0,1,0,3,1,1,1,4,1,0,2,4
'180336B0100',18,6,12,4,25,6,3,24,7,21,8,0,10,28,3,7,0,0,6,2,15,3,1,1,0,0,6,5,1,0,5,0,3,2,6
'180337B0100',18,8,40,13,34,8,13,39,11,25,10,0,13,43,2,6,1,0,11,0,25,8,2,3,5,1,12,3,1,3,9,5,2,0,9
'180338B0100',18,8,31,11,24,7,12,24,9,23,5,0,8,24,7,7,0,0,2,1,18,7,3,4,3,1,9,3,1,0,7,1,1,2,4
'180339B0100',18,6,9,4,7,0,2,3,1,7,6,0,2,5,1,1,0,0,2,0,8,1,0,0,2,0,3,0,0,0,3,0,1,1,2
'180340B0100',18,6,16,2,29,4,7,16,5,10,3,2,2,22,5,0,0,0,4,1,13,5,1,0,1,0,10,0,0,2,4,0,0,5,5
'180341B0100',18,6,23,7,31,7,16,26,12,32,6,0,6,30,8,4,1,0,3,5,30,4,0,4,4,0,15,1,0,0,7,2,3,4,18
'180342B0100',18,6,12,7,17,5,3,15,8,12,6,0,8,6,3,2,1,0,5,2,11,5,1,5,2,1,4,2,0,0,0,2,2,3,4
'180343B0100',18,6,12,8,29,6,10,23,13,18,4,1,6,23,5,7,0,0,7,0,11,3,0,0,3,0,10,0,0,1,4,2,2,1,6
'180343C0100',18,6,17,5,27,6,11,21,7,18,4,0,2,23,9,3,0,0,4,1,12,6,1,2,4,1,4,2,1,1,4,0,0,2,4
'180344B0100',18,6,16,6,24,5,12,25,12,21,5,0,10,30,3,5,0,0,5,1,15,4,0,0,2,1,13,2,0,0,6,0,0,1,10
'180345B0100',18,6,19,7,23,6,14,10,6,16,4,0,4,14,3,2,0,0,6,2,6,6,0,0,1,1,6,2,0,1,6,1,3,0,8
'180346B0100',18,6,22,8,28,4,9,15,6,11,8,0,7,18,3,0,1,0,4,0,9,1,3,0,1,2,12,0,0,0,4,0,0,2,4
'180346E0100',18,6,12,4,16,5,7,19,1,9,3,0,2,19,2,1,1,0,2,2,5,2,1,0,1,0,3,2,0,0,1,1,2,0,2
'180347B0100',18,6,31,8,28,12,10,25,11,27,5,0,5,29,6,9,0,0,5,0,19,3,2,2,7,0,12,2,0,1,8,1,0,2,4
'180347C0100',18,6,31,12,20,4,15,23,8,24,6,0,5,19,4,4,0,0,10,2,21,6,0,3,1,0,10,2,0,0,6,4,1,3,6
'180347C0200',18,6,32,19,44,7,4,23,12,19,6,0,8,33,2,6,0,0,8,1,21,3,0,1,4,0,12,6,1,1,5,2,2,3,12
'180348B0100',18,6,21,11,28,7,14,34,4,22,7,1,3,34,6,5,0,0,5,0,15,7,0,6,5,1,9,1,1,1,9,2,1,1,8
'180348C0100',18,6,27,6,30,13,12,28,7,24,6,0,1,34,4,8,0,0,13,2,22,6,2,1,4,2,14,1,1,2,6,2,1,2,10
'180348C0200',18,6,32,14,18,6,10,25,9,21,3,0,7,31,8,4,1,0,6,1,14,9,1,2,3,1,16,2,0,0,6,2,0,3,7
'180349B0100',18,6,21,9,25,4,20,29,10,16,3,0,5,32,6,9,0,0,3,1,11,5,2,2,4,0,6,3,1,1,8,3,1,2,6
'180349C0100',18,6,24,11,27,7,12,23,6,15,7,0,10,17,4,4,0,0,7,4,22,3,3,4,5,3,11,1,0,1,8,2,1,4,7
'180350B0100',18,1,17,10,28,3,9,22,11,16,7,0,7,28,4,7,0,0,3,1,13,5,0,3,3,1,10,1,0,2,8,3,0,3,8
'180350C0100',18,1,24,13,26,6,16,24,1,23,6,0,3,22,5,7,0,0,7,0,20,5,1,2,1,0,11,2,0,1,7,1,0,3,5
'180350S0100',18,1,55,16,61,8,30,45,17,55,18,1,12,51,14,13,3,0,16,5,50,7,5,4,7,1,13,3,2,2,14,3,1,7,21
'180351B0100',18,8,17,9,13,4,11,21,8,19,6,0,2,17,6,3,0,0,3,1,10,2,0,1,1,1,9,2,0,0,6,1,0,2,5
'180351C0100',18,8,22,10,23,5,11,20,8,19,3,0,10,18,6,5,0,1,4,3,14,5,1,0,0,0,7,0,0,2,1,1,3,3,9
'180352B0100',18,8,36,11,20,0,11,26,8,17,4,0,8,26,8,2,1,0,2,3,28,4,1,2,1,0,11,0,1,2,9,3,2,6,9
'180352C0100',18,8,26,9,33,9,18,21,10,24,8,0,10,32,5,5,0,0,12,3,10,1,1,5,4,0,15,2,0,0,7,2,1,3,8
'180352C0200',18,8,28,7,23,4,18,18,10,22,8,0,7,23,5,6,0,1,8,4,25,6,0,4,2,1,11,1,1,1,5,0,1,4,10
'180353B0100',18,6,17,8,27,5,9,28,4,21,7,0,5,17,2,8,0,0,3,3,15,2,0,3,0,1,4,1,0,0,3,3,3,3,6
'180354B0100',18,6,10,8,14,4,7,13,8,8,4,0,3,15,2,5,0,0,4,1,12,2,3,0,0,0,5,0,0,0,9,3,2,0,2
'180355B0100',18,6,10,3,16,1,10,13,4,12,4,0,6,12,3,3,0,0,1,0,5,0,2,0,2,1,6,0,0,0,3,1,0,0,4
'180356B0100',18,8,22,11,16,3,8,22,9,14,1,0,6,13,8,4,0,0,3,2,10,6,0,1,4,1,8,2,1,0,7,0,1,0,5
'180356C0100',18,8,28,8,22,6,9,29,3,17,4,0,8,23,6,6,0,0,3,1,13,2,1,2,1,1,8,2,1,0,5,1,1,6,4
'180357B0100',18,8,27,11,28,10,8,33,8,22,6,0,4,38,7,11,0,0,1,3,22,6,2,3,7,2,18,2,0,2,12,2,1,4,6
'180358B0100',18,6,15,11,16,2,12,15,8,14,2,1,3,20,7,4,0,0,5,1,11,4,1,2,1,2,8,4,0,0,2,2,0,5,10
'180359B0100',18,8,32,12,22,5,17,33,12,30,5,1,8,41,7,10,1,0,9,2,19,5,2,2,4,1,22,2,0,1,6,2,1,2,8
'180360B0100',18,8,29,15,34,7,17,37,13,33,10,0,9,44,9,14,1,0,7,2,25,7,3,5,3,1,15,2,3,0,11,3,2,8,9
'180361B0100',18,8,14,11,28,4,8,35,10,18,7,0,6,22,5,4,0,0,6,0,13,6,0,1,5,1,11,4,0,2,7,0,1,6,5
'180361C0100',18,8,18,13,16,4,9,20,5,13,6,0,3,19,4,2,0,0,10,2,20,6,1,6,3,1,12,0,0,1,3,0,2,3,7
'180362B0100',18,6,16,5,12,1,7,11,1,15,2,0,2,15,2,7,0,0,5,3,5,3,0,0,0,0,7,2,0,0,5,1,1,2,4
'180364B0100',18,6,4,5,5,5,5,7,3,3,4,0,0,5,3,0,0,0,3,0,6,1,1,1,0,0,5,0,0,1,1,0,0,1,1
'180365B0100',18,6,18,9,21,5,8,19,13,18,6,0,6,22,1,9,1,0,5,1,15,2,1,0,2,0,8,2,0,0,8,1,1,3,8
'180366B0100',18,6,22,19,30,8,15,23,3,26,9,0,10,29,10,6,0,0,6,3,23,9,2,2,2,0,13,4,1,0,10,2,1,6,6
'180367B0100',18,6,33,11,25,9,14,15,9,22,7,1,5,34,9,9,0,0,10,3,21,1,1,0,2,4,10,0,0,2,6,3,1,4,2
'180367C0100',18,6,30,14,18,1,8,29,9,30,6,1,6,33,9,8,0,0,6,4,16,3,0,0,6,0,19,0,0,1,4,4,1,1,7
'180368B0100',18,6,25,12,19,4,10,19,3,20,4,0,4,28,5,2,0,0,6,2,17,4,1,2,2,2,6,1,1,2,4,1,0,0,3
'180369B0100',18,8,22,7,17,2,21,23,6,27,3,0,11,33,7,6,0,0,5,0,17,2,1,4,3,1,10,2,0,1,7,5,1,6,6
'180370B0100',18,8,29,14,23,10,16,30,13,11,5,1,8,21,3,2,0,0,6,1,14,11,1,2,1,1,10,2,1,1,4,2,1,3,5
'180372B0100',18,6,13,4,7,3,5,17,4,8,3,0,5,13,2,4,0,0,1,0,11,2,2,0,1,0,3,0,0,0,1,0,1,1,0
'180373B0100',18,6,19,8,25,6,11,21,2,8,11,0,4,12,5,1,0,0,1,2,15,4,0,3,1,0,13,1,0,0,4,1,0,2,14
'180374B0100',18,6,7,2,6,6,4,4,2,4,1,0,2,1,0,2,0,0,3,1,6,3,0,1,1,0,2,0,0,0,1,1,0,0,1
'180375B0100',18,6,6,6,6,3,0,11,3,10,2,0,5,7,2,2,0,0,2,0,6,1,0,2,0,0,3,0,0,0,2,0,0,2,3
'180376B0100',18,6,39,15,35,11,20,30,12,24,7,0,10,36,7,9,0,0,7,3,22,4,2,3,3,3,11,0,1,1,8,4,2,3,8
'180376C0100',18,6,34,15,25,6,9,22,10,20,6,0,8,33,4,5,0,0,8,2,17,8,1,0,2,0,12,0,0,2,10,2,1,4,5
'180378B0100',18,6,12,1,16,4,3,6,7,15,3,0,5,13,2,4,0,0,5,0,10,3,0,1,1,0,7,1,1,0,1,0,0,1,1
'180378E0100',18,6,2,4,4,2,2,3,1,6,2,0,2,6,1,1,0,0,1,3,5,0,0,0,1,0,0,0,0,0,4,0,1,2,2
'180380B0100',18,6,6,2,5,2,4,10,2,6,4,0,3,6,4,4,0,0,2,0,6,4,0,1,0,1,4,0,0,0,1,0,0,2,3
'180381B0100',18,6,8,1,7,2,4,11,1,8,0,0,1,12,3,1,1,0,3,0,1,1,0,1,1,0,0,0,0,1,1,1,0,2,0
'180382B0100',18,8,25,19,33,10,15,23,8,23,5,0,9,23,4,5,1,0,8,1,27,6,1,3,6,1,12,2,0,0,16,3,0,5,6
'180382C0100',18,8,29,10,26,12,17,26,12,21,5,0,11,29,10,5,0,0,7,3,21,2,2,3,5,0,12,2,1,1,6,2,1,5,12
'180383B0100',18,6,24,8,16,4,11,21,9,17,4,0,5,20,6,6,1,0,3,1,15,1,1,2,3,2,10,1,3,0,7,4,1,2,8
'180383C0100',18,6,24,10,17,8,7,18,9,18,8,1,3,20,8,6,0,0,10,0,13,4,0,4,4,1,7,1,0,0,8,0,2,2,6
'180384B0100',18,6,12,7,17,6,11,13,7,9,4,0,6,24,5,5,0,0,3,0,14,0,0,3,2,2,10,1,0,0,3,3,2,1,7
'180385B0100',18,6,22,6,27,6,17,22,8,13,3,0,5,24,3,5,1,0,3,2,11,7,1,0,2,1,11,3,0,0,5,2,0,3,1
'180385C0100',18,6,17,9,15,2,9,22,4,17,4,0,10,25,5,8,0,0,6,0,18,2,2,1,1,1,7,1,1,0,2,0,1,3,9
'180386B0100',18,8,28,11,26,8,8,35,8,24,3,0,11,34,3,11,0,0,5,0,22,4,2,0,5,2,18,2,1,3,11,3,2,5,7
'180386C0100',18,8,39,16,36,9,23,25,15,28,9,0,6,34,8,5,0,0,7,2,24,4,2,5,0,0,15,0,0,0,7,4,2,3,6
'180387B0100',18,6,28,8,18,7,12,24,10,17,7,0,5,20,3,3,1,0,6,1,17,2,4,2,1,0,9,0,1,1,4,1,3,6,8
'180387C0100',18,6,21,8,20,9,10,20,8,17,5,1,8,28,6,6,0,0,11,2,20,4,1,1,1,1,6,3,1,1,6,0,1,3,2
'180388B0100',18,8,24,14,23,3,7,27,12,31,5,0,11,23,5,6,0,0,9,0,30,7,4,2,4,2,17,4,0,3,10,0,0,7,12
'180389B0100',18,8,28,13,34,8,19,31,11,31,13,0,10,30,5,5,0,0,7,1,25,3,1,4,3,0,16,0,0,2,13,1,1,8,4
'180390B0100',18,6,19,10,26,7,10,31,11,17,9,0,9,27,5,8,0,0,5,3,12,7,0,3,4,0,13,3,0,2,2,0,0,4,8
'180390C0100',18,6,29,15,30,4,8,36,8,18,7,0,4,33,10,6,0,0,1,1,20,4,3,1,2,0,12,1,2,3,4,0,1,2,9
'180391B0100',18,6,16,7,12,5,5,10,7,11,2,0,5,17,2,2,1,0,5,1,5,3,3,0,0,0,10,1,0,1,3,1,0,4,5
'180392B0100',18,8,32,25,40,5,18,30,14,24,9,2,11,35,6,10,0,0,13,3,25,8,3,3,5,0,17,5,0,5,8,5,2,3,10
'180393B0100',18,8,15,8,29,4,10,23,13,16,5,0,6,23,5,6,1,0,5,1,14,4,3,1,4,2,7,1,0,3,7,0,0,1,4
'180394B0100',18,6,22,9,5,5,5,13,3,15,3,0,3,17,3,6,0,0,1,0,8,2,0,0,1,0,7,1,0,1,5,2,2,1,6
'180395B0100',18,6,14,10,27,4,8,19,7,24,4,0,8,28,3,6,0,0,2,1,20,4,0,2,2,0,11,1,1,4,5,1,0,2,7
'180395C0100',18,6,15,7,23,3,11,26,6,18,6,0,2,27,2,4,0,0,5,3,20,4,2,1,2,0,9,2,1,1,5,0,0,3,6
'180396B0100',18,6,10,7,12,5,3,9,6,12,3,0,3,15,3,1,0,0,3,0,6,1,0,2,1,1,7,1,0,0,3,1,0,2,2
'180396E0100',18,6,4,1,3,0,2,4,2,3,0,0,0,1,2,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,1,0,0,1
'180398B0100',18,3,24,6,22,2,9,22,8,18,5,0,5,16,7,2,0,0,4,3,16,5,2,5,0,1,7,3,0,0,2,2,1,3,4
'180398C0100',18,3,20,8,27,3,8,23,10,18,7,0,8,24,5,7,0,0,3,1,15,3,2,2,2,1,8,1,1,1,4,4,0,2,2
'180399B0100',18,3,31,16,15,3,9,15,4,16,5,0,5,19,6,3,2,0,6,1,17,6,1,0,0,1,9,4,0,0,3,2,0,3,7
'180399C0100',18,3,16,9,16,4,13,20,4,12,8,0,6,23,8,3,1,0,2,2,11,5,1,1,2,1,7,0,1,0,9,2,0,3,6
'180400B0100',18,5,23,10,23,7,7,21,7,21,3,1,4,12,7,6,0,0,5,2,16,3,0,3,1,2,6,0,0,0,5,1,0,3,4
'180400C0100',18,5,21,5,16,4,14,14,4,21,0,0,2,18,6,6,0,0,7,1,13,2,4,1,2,1,7,2,1,0,9,6,1,0,4
'180401B0100',18,3,34,7,28,6,11,19,6,21,6,0,5,39,8,6,1,0,6,4,13,3,1,1,2,1,7,1,0,1,3,2,1,5,6
'180401C0100',18,3,20,15,19,9,10,22,11,17,7,0,8,19,6,5,0,0,5,0,14,7,1,0,1,3,13,1,1,0,3,3,3,2,9
'180402B0100',18,7,17,3,4,4,3,14,6,11,1,0,4,8,3,6,0,0,1,2,5,4,0,0,1,0,4,1,0,0,4,0,1,1,5
'180403B0100',18,7,10,3,19,1,6,15,3,8,2,0,4,14,5,5,0,0,6,1,12,3,0,3,3,1,7,0,1,2,7,1,0,1,4
'180404B0100',18,7,26,8,11,5,9,10,5,12,2,0,3,16,5,3,0,0,4,0,8,4,0,5,2,0,12,1,0,0,6,2,1,1,4
'180405B0100',18,9,2,2,5,1,2,3,2,6,1,0,2,8,0,0,0,0,0,0,4,0,0,0,1,0,3,2,0,0,1,0,0,0,3
'180406B0100',18,9,21,16,33,4,12,28,9,18,7,0,7,32,5,6,1,0,3,1,17,7,1,3,3,0,11,2,2,1,3,3,1,1,5
'180407B0100',18,7,11,6,15,0,6,13,1,9,2,0,4,11,5,5,0,0,5,1,7,5,2,1,4,0,9,0,1,0,2,0,2,1,3
'180408B0100',18,7,26,10,28,2,18,16,11,24,1,0,3,33,6,6,0,0,5,2,17,3,3,0,2,2,9,2,1,0,4,0,1,7,6
'180409B0100',18,9,15,6,14,4,8,16,5,17,6,0,6,11,3,2,1,0,3,2,11,2,0,1,4,1,5,1,0,0,6,1,0,2,8
'180410B0100',18,9,31,11,36,5,18,35,7,37,11,0,9,39,12,5,1,0,5,2,22,7,1,5,2,2,12,2,2,2,12,1,0,4,10
'180411B0100',18,5,32,13,31,5,12,16,7,18,12,1,7,23,11,11,1,0,5,2,16,6,0,2,4,1,13,2,1,1,3,0,0,5,10
'180411C0100',18,5,19,12,24,10,16,23,6,21,7,1,7,28,4,5,1,0,8,2,12,5,1,2,4,2,11,6,1,0,3,1,2,4,16
'180411C0200',18,5,37,9,37,8,10,29,16,28,4,0,6,26,7,8,1,0,1,2,20,2,3,1,2,1,11,1,2,1,12,4,1,3,4
'180412B0100',18,5,40,17,38,11,16,35,15,33,5,1,9,40,10,12,0,0,11,2,23,7,1,7,3,1,15,3,1,2,9,2,0,5,11
'180412C0100',18,5,45,11,37,6,21,36,14,29,11,0,8,34,14,13,0,0,6,1,19,7,2,4,7,0,13,3,3,2,4,5,0,3,18
'180412C0200',18,5,31,10,36,6,15,31,9,34,9,0,7,35,11,7,0,0,8,0,24,4,6,4,3,1,22,3,0,2,11,3,0,6,6
'180413B0100',18,7,19,6,18,9,4,9,5,13,1,0,1,13,3,3,0,0,4,0,7,4,0,1,2,0,3,2,0,0,3,2,0,1,5
'180414B0100',18,7,22,10,18,9,8,17,7,24,10,0,11,20,3,6,0,0,4,1,20,4,0,1,3,2,11,2,1,1,6,2,1,6,6
